Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.287549,[69 66] ; [61 12],[84.375 50.625] ; [45.625 27.375],1
r1,1,4.1e-05,16.847071,[79 57] ; [65 11],[92.37735849 43.62264151] ; [51.62264151 24.37735849],1
r4,1,0.000107,15.015865,[91 45] ; [69  7],[102.64150943  33.35849057] ; [57.35849057 18.64150943],1
s2,1,0.000171,14.125926,[49 86] ; [48 28],[62.06161137 72.93838863] ; [34.93838863 41.06161137],1
p7,1,0.000541,11.969867,[70 62] ; [58 17],[81.62318841 50.37681159] ; [46.37681159 28.62318841],1
b5,1,0.000745,11.373048,[72 64] ; [22 54],[60.30188679 75.69811321] ; [33.69811321 42.30188679],1
p3,1,0.001518,10.056195,[49 85] ; [45 31],[59.98095238 74.01904762] ; [34.01904762 41.98095238],0
p5,1,0.003377,8.591909,[ 12 122] ; [18 58],[ 19.14285714 114.85714286] ; [10.85714286 65.14285714],0
s4,1,0.003468,8.543247,[ 15 121] ; [20 55],[ 22.55924171 113.44075829] ; [12.44075829 62.55924171],0
s3,1,0.004719,7.984107,[62 74] ; [50 26],[71.8490566 64.1509434] ; [40.1509434 35.8490566],0
d4,1,0.005318,7.767851,[87 48] ; [62 13],[95.78571429 39.21428571] ; [53.21428571 21.78571429],0
d1,1,0.006338,7.451621,[54 82] ; [45 31],[63.50943396 72.49056604] ; [35.49056604 40.50943396],0
p4,1,0.006433,7.424882,[62 72] ; [50 26],[71.46666667 62.53333333] ; [40.53333333 35.46666667],0
p8,1,0.007149,7.235202,[54 79] ; [45 30],[63.30288462 69.69711538] ; [35.69711538 39.30288462],0
d5,1,0.007933,7.048515,[89 47] ; [62 13],[97.32701422 38.67298578] ; [53.67298578 21.32701422],0
a4,1,0.009542,6.718504,[46 88] ; [40 36],[54.87619048 79.12380952] ; [31.12380952 44.87619048],0
p6,1,0.013019,6.166574,[37 94] ; [34 41],[45.15048544 85.84951456] ; [25.84951456 49.15048544],0
p2,1,0.013522,6.099437,[95 37] ; [66 10],[102.17307692  29.82692308] ; [58.82692308 17.17307692],0
s7,1,0.015825,5.822171,[60 69] ; [48 27],[68.29411765 60.70588235] ; [39.70588235 35.29411765],0
n4,1,0.01805,5.591269,[111  25] ; [71  5],[116.75471698  19.24528302] ; [65.24528302 10.75471698],0
v4,1,0.01835,5.562454,[112  22] ; [72  4],[117.40952381  16.59047619] ; [66.59047619  9.40952381],0
s8,1,0.019364,5.468306,[56 80] ; [44 32],[64.1509434 71.8490566] ; [35.8490566 40.1509434],0
v1,1,0.026045,4.953035,[62 71] ; [47 28],[69.69711538 63.30288462] ; [39.30288462 35.69711538],0
p10,1,0.033553,4.517333,[96 36] ; [65 11],[102.17307692  29.82692308] ; [58.82692308 17.17307692],0
p11,1,0.045645,3.99464,[98 38] ; [64 12],[103.9245283  32.0754717] ; [58.0754717 17.9245283],0
d3,1,0.047356,3.932679,[49 87] ; [38 38],[55.81132075 80.18867925] ; [31.18867925 44.81132075],0
n6,1,0.048455,3.894137,[111  24] ; [70  6],[115.8056872  19.1943128] ; [65.1943128 10.8056872],0
