Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.265009,[61 99] ; [100  50],[83.09677419 76.90322581] ; [77.90322581 72.09677419],1
v3,1,0.000846,11.138349,[ 38 124] ; [62 89],[ 51.7571885 110.2428115] ; [ 48.2428115 102.7571885],1
n5,1,0.00409,8.243305,[100  64] ; [117  37],[111.91194969  52.08805031] ; [105.08805031  48.91194969],0
p3,1,0.012234,6.276683,[ 51 115] ; [69 87],[ 61.86335404 104.13664596] ; [58.13664596 97.86335404],0
s6,1,0.019314,5.472845,[93 72] ; [107  48],[103.125  61.875] ; [96.875 58.125],0
s8,1,0.022597,5.199217,[ 48 118] ; [64 92],[ 57.73913043 108.26086957] ; [ 54.26086957 101.73913043],0
p5,1,0.060533,3.522732,[  5 161] ; [ 12 144],[  8.76397516 157.23602484] ; [  8.23602484 147.76397516],0
n4,1,0.065523,3.39176,[113  53] ; [119  35],[120.35  45.65] ; [111.65  42.35],0
p12,1,0.076416,3.139536,[  4 162] ; [ 10 145],[  7.23987539 158.76012461] ; [  6.76012461 148.23987539],0
a2,1,0.082444,3.016053,[ 35 131] ; [ 46 110],[ 41.75776398 124.24223602] ; [ 39.24223602 116.75776398],0
a8,1,0.090241,2.870062,[ 14 136] ; [ 22 116],[ 18.75 131.25] ; [ 17.25 120.75],0
s4,1,0.097805,2.740972,[ 31 133] ; [ 19 137],[ 25.625 138.375] ; [ 24.375 131.625],0
p10,1,0.112936,2.512648,[120  46] ; [123  31],[126.05625  39.94375] ; [116.94375  37.05625],0
b5,1,0.121268,2.400866,[99 67] ; [106  50],[105.68322981  60.31677019] ; [99.31677019 56.68322981],0
r1,1,0.132015,2.268652,[119  46] ; [123  32],[124.78125  40.21875] ; [117.21875  37.78125],0
r2,1,0.136871,2.212794,[147  17] ; [146   9],[150.63322884  13.36677116] ; [142.36677116  12.63322884],0
a4,1,0.143062,2.144709,[70 96] ; [78 77],[76.53582555 89.46417445] ; [71.46417445 83.53582555],0
p9,1,0.154295,2.029267,[130  36] ; [131  24],[134.97196262  31.02803738] ; [126.02803738  28.97196262],0
s7,1,0.155533,2.017132,[63 96] ; [71 78],[69.17532468 89.82467532] ; [64.82467532 84.17532468],0
