Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.185659,[52 31] ; [ 7 67],[31.1910828 51.8089172] ; [27.8089172 46.1910828],1
s3,1,0.0,33.390531,[56 26] ; [16 57],[38.09032258 43.90967742] ; [33.90967742 39.09032258],1
s7,1,1e-06,24.436582,[45 36] ; [11 57],[30.44295302 50.55704698] ; [25.55704698 42.44295302],1
s8,1,1.7e-05,18.530785,[34 49] ; [ 8 67],[22.06329114 60.93670886] ; [19.93670886 55.06329114],1
s5,1,0.000242,13.475776,[27 55] ; [ 6 65],[17.68627451 64.31372549] ; [15.31372549 55.68627451],1
p4,1,0.000486,12.168102,[44 39] ; [19 55],[33.30573248 49.69426752] ; [29.69426752 44.30573248],1
r3,1,0.008332,6.960608,[78  5] ; [60 15],[72.49367089 10.50632911] ; [65.50632911  9.49367089],0
n5,1,0.008637,6.896413,[50 32] ; [30 45],[41.78343949 40.21656051] ; [38.21656051 36.78343949],0
p8,1,0.012341,6.261178,[33 49] ; [16 58],[25.75641026 56.24358974] ; [23.24358974 50.75641026],0
r4,1,0.017494,5.646101,[68 15] ; [49 26],[61.46202532 21.53797468] ; [55.53797468 19.46202532],0
s4,1,0.022254,5.225801,[17 64] ; [ 6 69],[11.94230769 69.05769231] ; [11.05769231 63.94230769],0
v1,1,0.026662,4.912538,[39 43] ; [22 51],[32.27096774 49.72903226] ; [28.72903226 44.27096774],0
u1,1,0.027274,4.873365,[20 63] ; [ 8 67],[14.70886076 68.29113924] ; [13.29113924 61.70886076],0
d5,1,0.02824,4.813384,[74  9] ; [57 18],[68.8164557 14.1835443] ; [62.1835443 12.8164557],0
v4,1,0.02824,4.813384,[74  9] ; [57 18],[68.8164557 14.1835443] ; [62.1835443 12.8164557],0
n6,1,0.031413,4.630243,[60 22] ; [42 32],[53.61538462 28.38461538] ; [48.38461538 25.61538462],0
u3,1,0.035925,4.400661,[21  9] ; [ 9 13],[17.30769231 12.69230769] ; [12.69230769  9.30769231],0
n1,1,0.044148,4.050881,[16 14] ; [ 8 21],[12.20338983 17.79661017] ; [11.79661017 17.20338983],0
p3,1,0.056079,3.649715,[32 51] ; [18 56],[26.43312102 56.56687898] ; [23.56687898 50.43312102],0
p9,1,0.067184,3.350518,[36 44] ; [22 50],[30.52631579 49.47368421] ; [27.47368421 44.52631579],0
a6,1,0.071981,3.23725,[46 37] ; [52 23],[51.48101266 31.51898734] ; [46.51898734 28.48101266],0
v2,1,0.083132,3.002579,[43 38] ; [29 45],[37.62580645 43.37419355] ; [34.37419355 39.62580645],0
p2,1,0.097365,2.748181,[55 28] ; [40 35],[49.90506329 33.09493671] ; [45.09493671 29.90506329],0
v3,1,0.103989,2.643279,[27 52] ; [16 56],[22.49668874 56.50331126] ; [20.50331126 51.49668874],0
p7,1,0.115415,2.478456,[37 44] ; [25 50],[32.19230769 48.80769231] ; [29.80769231 45.19230769],0
p5,1,0.123454,2.37295,[ 5 78] ; [ 1 74],[ 3.15189873 79.84810127] ; [ 2.84810127 72.15189873],0
u4,1,0.123454,2.37295,[ 5 78] ; [ 1 74],[ 3.15189873 79.84810127] ; [ 2.84810127 72.15189873],0
p6,1,0.124636,2.35807,[24 59] ; [13 58],[19.94155844 63.05844156] ; [17.05844156 53.94155844],0
r1,1,0.129268,2.301274,[63 20] ; [48 26],[58.68152866 24.31847134] ; [52.31847134 21.68152866],0
b5,1,0.137959,2.200578,[56 27] ; [42 33],[51.48101266 31.51898734] ; [46.51898734 28.48101266],0
a7,1,0.143949,2.135226,[61 22] ; [47 28],[56.73417722 26.26582278] ; [51.26582278 23.73417722],0
n2,1,0.184297,1.762632,[21  9] ; [16 14],[18.5 11.5] ; [18.5 11.5],0
r2,1,0.184694,1.759441,[76  7] ; [61 11],[73.36129032  9.63870968] ; [63.63870968  8.36129032],0
a1,1,0.253049,1.306394,[ 7 76] ; [ 3 72],[ 5.25316456 77.74683544] ; [ 4.74683544 70.25316456],0
n3,1,0.297365,1.085973,[19 11] ; [15 15],[17. 13.] ; [17. 13.],0
a3,1,0.299628,1.075847,[53 30] ; [53 21],[56.03821656 26.96178344] ; [49.96178344 24.03821656],0
a2,1,0.315948,1.005645,[21 62] ; [14 61],[18.38607595 64.61392405] ; [16.61392405 58.38607595],0
u2,1,0.322199,0.98,[16 12] ; [ 9 12],[14.28571429 13.71428571] ; [10.71428571 10.28571429],0
d3,1,0.34521,0.890986,[60 23] ; [49 26],[57.25949367 25.74050633] ; [51.74050633 23.25949367],0
s1,1,0.371458,0.798782,[ 3 80] ; [ 5 69],[ 4.22929936 78.77070064] ; [ 3.77070064 70.22929936],0
p1,1,0.382761,0.761815,[ 6 76] ; [ 3 71],[ 4.73076923 77.26923077] ; [ 4.26923077 69.73076923],0
d1,1,0.401804,0.702922,[53 30] ; [43 32],[50.43037975 32.56962025] ; [45.56962025 29.43037975],0
a5,1,0.42656,0.63217,[57 26] ; [47 28],[54.63291139 28.36708861] ; [49.36708861 25.63291139],0
a8,1,0.446279,0.580086,[ 9 64] ; [ 6 65],[ 7.60416667 65.39583333] ; [ 7.39583333 63.60416667],0
n4,1,0.660071,0.193437,[52 30] ; [45 30],[50.66242038 31.33757962] ; [46.33757962 28.66242038],0
b3,1,0.696028,0.152637,[20 34] ; [16 32],[19.05882353 34.94117647] ; [16.94117647 31.05882353],0
b2,1,0.696028,0.152637,[20 34] ; [16 32],[19.05882353 34.94117647] ; [16.94117647 31.05882353],0
b1,1,0.731539,0.117703,[41 42] ; [35 40],[39.92405063 43.07594937] ; [36.07594937 38.92405063],0
a4,1,0.732878,0.116485,[37 46] ; [35 39],[38.06369427 44.93630573] ; [33.93630573 40.06369427],0
d2,1,0.746165,0.104782,[47 36] ; [40 34],[45.99363057 37.00636943] ; [41.00636943 32.99363057],0
b4,1,0.85256,0.034541,[51 32] ; [45 30],[50.43037975 32.56962025] ; [45.56962025 29.43037975],0
p11,1,0.87342,0.025382,[41 42] ; [38 37],[41.5 41.5] ; [37.5 37.5],0
