Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000181,14.016755,[ 4 23] ; [18 10],[10.8 16.2] ; [11.2 16.8],1
p10,1,0.00064,11.656201,[ 4 22] ; [17 11],[10.11111111 15.88888889] ; [10.88888889 17.11111111],1
r3,1,0.002682,9.012414,[ 9 18] ; [20  7],[14.5 12.5] ; [14.5 12.5],0
s2,1,0.003008,8.80291,[ 1 26] ; [10 18],[ 5.4 21.6] ; [ 5.6 22.4],0
n5,1,0.016692,5.728457,[14 13] ; [23  5],[18.16363636  8.83636364] ; [18.83636364  9.16363636],0
p2,1,0.017994,5.596761,[ 5 21] ; [14 14],[ 9.14814815 16.85185185] ; [ 9.85185185 18.14814815],0
s6,1,0.033441,4.523077,[ 4 23] ; [11 16],[ 7.5 19.5] ; [ 7.5 19.5],0
s7,1,0.067352,3.346407,[ 3 21] ; [ 9 17],[ 5.76 18.24] ; [ 6.24 19.76],0
p9,1,0.068745,3.312746,[ 8 18] ; [15 12],[11.28301887 14.71698113] ; [11.71698113 15.28301887],0
b4,1,0.068975,3.307236,[15 12] ; [22  6],[18.16363636  8.83636364] ; [18.83636364  9.16363636],0
s3,1,0.072585,3.223581,[ 6 20] ; [13 15],[ 9.14814815 16.85185185] ; [ 9.85185185 18.14814815],0
v2,1,0.072585,3.223581,[ 6 20] ; [13 15],[ 9.14814815 16.85185185] ; [ 9.85185185 18.14814815],0
b2,1,0.087321,2.923077,[ 9 10] ; [ 4 15],[ 6.5 12.5] ; [ 6.5 12.5],0
b3,1,0.087321,2.923077,[ 9 10] ; [ 4 15],[ 6.5 12.5] ; [ 6.5 12.5],0
a4,1,0.096566,2.761364,[14 13] ; [ 8 19],[11. 16.] ; [11. 16.],0
a2,1,0.112799,2.514564,[ 6 21] ; [ 2 26],[ 3.92727273 23.07272727] ; [ 4.07272727 23.92727273],0
r4,1,0.130495,2.286603,[ 4 23] ; [ 9 19],[ 6.38181818 20.61818182] ; [ 6.61818182 21.38181818],0
n3,1,0.169686,1.885714,[6 9] ; [5 2],[7.5 7.5] ; [3.5 3.5],0
b5,1,0.226969,1.459754,[12 15] ; [17 11],[14.23636364 12.76363636] ; [14.76363636 13.23636364],0
p6,1,0.24453,1.354285,[ 2 24] ; [ 5 22],[ 3.43396226 22.56603774] ; [ 3.56603774 23.43396226],0
p4,1,0.246219,1.344632,[ 5 22] ; [ 9 19],[ 6.87272727 20.12727273] ; [ 7.12727273 20.87272727],0
b1,1,0.32167,0.982143,[18  9] ; [15 13],[16.2 10.8] ; [16.8 11.2],0
d5,1,0.342716,0.900244,[16 11] ; [20  8],[17.67272727  9.32727273] ; [18.32727273  9.67272727],0
u2,1,0.363722,0.825,[1 9] ; [3 9],[1.81818182 8.18181818] ; [2.18181818 9.81818182],0
p7,1,0.380335,0.769618,[ 5 22] ; [ 8 20],[ 6.38181818 20.61818182] ; [ 6.61818182 21.38181818],0
n4,1,0.485176,0.487206,[19  8] ; [22  6],[20.12727273  6.87272727] ; [20.87272727  7.12727273],0
r1,1,0.507554,0.439106,[11 16] ; [ 9 19],[ 9.81818182 17.18181818] ; [10.18181818 17.81818182],0
a8,1,0.513706,0.426511,[ 3 23] ; [ 5 23],[ 3.85185185 22.14814815] ; [ 4.14814815 23.85185185],0
a3,1,0.534765,0.385329,[17  9] ; [16 12],[15.88888889 10.11111111] ; [17.11111111 10.88888889],0
p3,1,0.560685,0.338519,[ 5 22] ; [ 7 21],[ 5.89090909 21.10909091] ; [ 6.10909091 21.89090909],0
v3,1,0.567802,0.326374,[ 4 22] ; [ 6 22],[ 4.81481481 21.18518519] ; [ 5.18518519 22.81481481],0
p5,1,0.574473,0.315256,[ 1 26] ; [ 2 26],[ 1.47272727 25.52727273] ; [ 1.52727273 26.47272727],0
d2,1,0.585957,0.296703,[14 13] ; [12 15],[13. 14.] ; [13. 14.],0
s4,1,0.648278,0.208077,[ 4 23] ; [ 3 25],[ 3.43636364 23.56363636] ; [ 3.56363636 24.43636364],0
d3,1,0.679931,0.170203,[12 15] ; [14 14],[12.76363636 14.23636364] ; [13.23636364 14.76363636],0
n2,1,0.878854,0.023232,[8 7] ; [4 4],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
n1,1,0.878854,0.023232,[8 7] ; [4 4],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
a5,1,0.882553,0.021825,[15 12] ; [15 13],[14.72727273 12.27272727] ; [15.27272727 12.72727273],0
a6,1,0.898389,0.016306,[13 14] ; [13 15],[12.76363636 14.23636364] ; [13.23636364 14.76363636],0
d1,1,0.905542,0.014081,[12 15] ; [12 16],[11.78181818 15.21818182] ; [12.21818182 15.78181818],0
a7,1,0.905542,0.014081,[12 15] ; [12 16],[11.78181818 15.21818182] ; [12.21818182 15.78181818],0
d4,1,0.925058,0.008848,[18  9] ; [19  9],[18.16363636  8.83636364] ; [18.83636364  9.16363636],0
s5,1,0.953807,0.003355,[ 4 23] ; [ 4 22],[ 4.0754717 22.9245283] ; [ 3.9245283 22.0754717],0
p1,1,0.955629,0.003096,[ 4 23] ; [ 4 24],[ 3.92727273 23.07272727] ; [ 4.07272727 23.92727273],0
s1,1,0.979099,0.000686,[ 1 26] ; [ 1 27],[ 0.98181818 26.01818182] ; [ 1.01818182 26.98181818],0
v1,1,1.0,0.0,[ 7 20] ; [ 7 20],[ 7. 20.] ; [ 7. 20.],0
r2,1,1.0,0.0,[15 11] ; [15 11],[15. 11.] ; [15. 11.],0
