Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,209.898098,[ 30 220] ; [282 119],[119.8156682 130.1843318] ; [192.1843318 208.8156682],1
d3,1,0.0,161.807759,[129 120] ; [379  23],[194.30414747  54.69585253] ; [313.69585253  88.30414747],1
d4,1,0.0,156.929281,[155  95] ; [396   6],[211.27300613  38.72699387] ; [339.72699387  62.27300613],1
d5,1,0.0,155.679883,[151  99] ; [393   9],[208.58895706  41.41104294] ; [335.41104294  66.58895706],1
a2,1,0.0,96.598578,[ 16 234] ; [170 234],[ 71.10091743 178.89908257] ; [114.89908257 289.10091743],1
u1,1,0.0,72.259372,[ 11 239] ; [132 272],[ 54.66360856 195.33639144] ; [ 88.33639144 315.66360856],1
a4,1,0.0,61.922698,[ 61 189] ; [225 178],[109.49464012 140.50535988] ; [176.50535988 226.49464012],1
a5,1,0.0,56.625125,[144 106] ; [340  64],[185.01529052  64.98470948] ; [298.98470948 105.01529052],1
a3,1,0.0,43.354505,[140 110] ; [322  80],[177.14723926  72.85276074] ; [284.85276074 117.14723926],1
a6,1,0.0,30.274283,[165  85] ; [339  62],[193.5483871  56.4516129] ; [310.4516129  90.5483871],1
s8,1,1.2e-05,19.119833,[ 78 171] ; [195 205],[104.74114022 144.25885978] ; [168.25885978 231.74114022],1
r1,1,4e-05,16.851239,[186  62] ; [351  50],[205.201849  42.798151] ; [331.798151  69.201849],1
p4,1,0.000208,13.760028,[127 120] ; [265 136],[149.41975309  97.58024691] ; [242.58024691 158.41975309],1
s2,1,0.000304,13.045656,[103 143] ; [226 174],[125.28482972 120.71517028] ; [203.71517028 196.28482972],1
r2,1,0.000949,10.923925,[228  19] ; [391   9],[236.31066461  10.68933539] ; [382.68933539  17.31066461],1
v3,1,0.000982,10.861126,[ 77 168] ; [170 211],[ 96.66932907 148.33067093] ; [150.33067093 230.66932907],1
v2,1,0.001225,10.452361,[122 116] ; [249 138],[141.2768  96.7232] ; [229.7232 157.2768],0
s7,1,0.003424,8.566543,[ 91 142] ; [198 189],[108.60806452 124.39193548] ; [180.39193548 206.60806452],0
v1,1,0.006185,7.495534,[113 130] ; [226 166],[129.72755906 113.27244094] ; [209.27244094 182.72755906],0
n4,1,0.007263,7.206737,[172  76] ; [318  86],[186.3803681  61.6196319] ; [303.6196319 100.3803681],0
b2,1,0.00953,6.720783,[33 94] ; [ 99 152],[44.34920635 82.65079365] ; [ 87.65079365 163.34920635],0
b3,1,0.00953,6.720783,[33 94] ; [ 99 152],[44.34920635 82.65079365] ; [ 87.65079365 163.34920635],0
s3,1,0.016829,5.714122,[121 125] ; [233 163],[135.64485981 110.35514019] ; [218.35514019 177.64485981],0
p12,1,0.017485,5.647026,[ 12 233] ; [ 41 362],[ 20.03858025 224.96141975] ; [ 32.96141975 370.03858025],0
p3,1,0.027817,4.839392,[108 141] ; [209 191],[121.62249615 127.37750385] ; [195.37750385 204.62249615],0
p10,1,0.045191,4.011504,[188  53] ; [338  63],[197.45482866  43.54517134] ; [328.54517134  72.45482866],0
n6,1,0.0477,3.920526,[201  48] ; [347  54],[209.92615385  39.07384615] ; [338.07384615  62.92615385],0
s5,1,0.052396,3.763088,[ 65 176] ; [133 254],[ 75.98407643 165.01592357] ; [122.01592357 264.98407643],0
v4,1,0.056359,3.641411,[233  15] ; [391  12],[237.71428571  10.28571429] ; [386.28571429  16.71428571],0
