Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,71.241695,[ 55 183] ; [147  93],[100.57740586 137.42259414] ; [101.42259414 138.57740586],1
p2,1,0.0,38.25118,[160  79] ; [218  24],[187.82120582  51.17879418] ; [190.17879418  51.82120582],1
p3,1,0.0,30.846065,[ 68 170] ; [130 113],[ 97.97089397 140.02910603] ; [100.02910603 142.97089397],1
r4,1,4.2e-05,16.796667,[195  44] ; [228  15],[209.74481328  29.25518672] ; [213.25518672  29.74481328],1
p4,1,0.000214,13.707709,[ 95 143] ; [138 105],[115.28898129 122.71101871] ; [117.71101871 125.28898129],1
p10,1,0.000366,12.695819,[171  64] ; [208  34],[186.71907757  48.28092243] ; [192.28092243  49.71907757],1
v2,1,0.00296,8.831884,[106 123] ; [140  93],[121.93506494 107.06493506] ; [124.06493506 108.93506494],0
b4,1,0.003798,8.378175,[155  84] ; [126 117],[139.3340249  99.6659751] ; [141.6659751 101.3340249],0
n3,1,0.006348,7.4487,[45 27] ; [41  7],[51.6 20.4] ; [34.4 13.6],0
v3,1,0.006618,7.37393,[ 72 157] ; [103 133],[ 86.1827957 142.8172043] ; [ 88.8172043 147.1827957],0
p9,1,0.008073,7.017301,[177  55] ; [206  34],[188.25423729  43.74576271] ; [194.74576271  45.25423729],0
v1,1,0.010261,6.588928,[ 95 135] ; [125 110],[108.8172043 121.1827957] ; [111.1827957 123.8172043],0
p11,1,0.011351,6.409452,[176  63] ; [202  41],[187.43153527  51.56846473] ; [190.56846473  52.43153527],0
r3,1,0.016158,5.785575,[217  20] ; [235   8],[223.175  13.825] ; [228.825  14.175],0
r1,1,0.027978,4.829419,[174  65] ; [195  45],[184.11482255  54.88517745] ; [184.88517745  55.11482255],0
v4,1,0.032206,4.58751,[219  20] ; [233   9],[224.59043659  14.40956341] ; [227.40956341  14.59043659],0
s3,1,0.043746,4.06632,[110 125] ; [134 105],[120.97046414 114.02953586] ; [123.02953586 115.97046414],0
d5,1,0.045881,3.985946,[180  59] ; [201  42],[188.91908714  50.08091286] ; [192.08091286  50.91908714],0
