Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.7e-05,18.470413,[77 39] ; [52 81],[60.09638554 55.90361446] ; [68.90361446 64.09638554],1
s6,1,0.003321,8.622049,[79 42] ; [64 72],[67.32684825 53.67315175] ; [75.67315175 60.32684825],0
s2,1,0.009459,6.734099,[60 62] ; [46 92],[49.73846154 72.26153846] ; [56.26153846 81.73846154],0
b2,1,0.012559,6.230219,[36 34] ; [24 53],[28.57142857 41.42857143] ; [31.42857143 45.57142857],0
b3,1,0.012559,6.230219,[36 34] ; [24 53],[28.57142857 41.42857143] ; [31.42857143 45.57142857],0
v3,1,0.013159,6.147632,[52 65] ; [39 94],[42.588 74.412] ; [48.412 84.588],0
s8,1,0.021445,5.290225,[53 69] ; [41 97],[44.10769231 77.89230769] ; [49.89230769 88.10769231],0
b5,1,0.022621,5.197345,[85 38] ; [77 62],[76.05343511 46.94656489] ; [85.94656489 53.05343511],0
p2,1,0.037796,4.314164,[91 31] ; [87 52],[83.20306513 38.79693487] ; [94.79693487 44.20306513],0
s5,1,0.039429,4.242299,[41 78] ; [ 30 102],[33.66135458 85.33864542] ; [37.33864542 94.66135458],0
s7,1,0.040255,4.20709,[57 62] ; [46 85],[49.028 69.972] ; [53.972 77.028],0
a6,1,0.045042,4.017063,[82 40] ; [108  30],[89.15384615 32.84615385] ; [100.84615385  37.15384615],0
p3,1,0.052555,3.758015,[38 83] ; [ 29 110],[31.18076923 89.81923077] ; [ 35.81923077 103.18076923],0
r1,1,0.053959,3.713954,[103  18] ; [105  34],[96.8 24.2] ; [111.2  27.8],0
p6,1,0.05868,3.574314,[24 95] ; [ 16 122],[ 18.52140078 100.47859922] ; [ 21.47859922 116.52140078],0
s1,1,0.062185,3.478129,[  7 115] ; [  2 134],[  4.25581395 117.74418605] ; [  4.74418605 131.25581395],0
p1,1,0.118377,2.438669,[ 10 113] ; [  5 133],[  7.06896552 115.93103448] ; [  7.93103448 130.06896552],0
p8,1,0.144201,2.132545,[45 75] ; [39 96],[39.52941176 80.47058824] ; [44.47058824 90.52941176],0
v4,1,0.148541,2.087165,[113   7] ; [123  15],[109.76744186  10.23255814] ; [126.23255814  11.76744186],0
u2,1,0.194275,1.684898,[13 10] ; [12 19],[10.64814815 12.35185185] ; [14.35185185 16.64814815],0
a7,1,0.201622,1.630589,[76 46] ; [97 42],[80.86590038 41.13409962] ; [92.13409962 46.86590038],0
n5,1,0.232384,1.426208,[87 34] ; [89 48],[82.54263566 38.45736434] ; [93.45736434 43.54263566],0
n2,1,0.241778,1.3702,[28  7] ; [35 16],[25.63953488  9.36046512] ; [37.36046512 13.63953488],0
u3,1,0.244109,1.356704,[13 10] ; [13 19],[10.87272727 12.12727273] ; [15.12727273 16.87272727],0
u4,1,0.257249,1.283501,[  3 120] ; [  1 138],[  1.8778626 121.1221374] ; [  2.1221374 136.8778626],0
s3,1,0.257868,1.280168,[62 59] ; [61 77],[57.46332046 63.53667954] ; [65.53667954 72.46332046],0
p11,1,0.280765,1.163383,[89 34] ; [92 47],[84.97328244 38.02671756] ; [96.02671756 42.97328244],0
n4,1,0.281589,1.159403,[87 34] ; [108  31],[90.75 30.25] ; [104.25  34.75],0
p9,1,0.30486,1.052812,[96 25] ; [99 35],[92.52941176 28.47058824] ; [102.47058824  31.52941176],0
d2,1,0.305724,1.049058,[60 63] ; [75 61],[64.11196911 58.88803089] ; [70.88803089 65.11196911],0
r2,1,0.313654,1.015227,[115   6] ; [125  11],[112.99610895   8.00389105] ; [127.00389105   8.99610895],0
r3,1,0.341991,0.902954,[112   9] ; [123  15],[109.78764479  11.21235521] ; [125.21235521  12.78764479],0
a3,1,0.376113,0.783368,[100  22] ; [107  31],[97.13076923 24.86923077] ; [109.86923077  28.13076923],0
b4,1,0.379566,0.772106,[73 50] ; [75 64],[69.48091603 53.51908397] ; [78.51908397 60.48091603],0
d1,1,0.399524,0.709758,[68 55] ; [84 55],[71.35877863 51.64122137] ; [80.64122137 58.35877863],0
r4,1,0.421926,0.644945,[107  16] ; [116  23],[104.69083969  18.30916031] ; [118.30916031  20.69083969],0
a8,1,0.427787,0.628824,[19 94] ; [ 17 112],[16.80991736 96.19008264] ; [ 19.19008264 109.80991736],0
p7,1,0.528223,0.397809,[54 60] ; [59 77],[51.528 62.472] ; [61.472 74.528],0
d3,1,0.573782,0.316395,[77 46] ; [91 47],[79.17241379 43.82758621] ; [88.82758621 49.17241379],0
p5,1,0.597115,0.27937,[  7 114] ; [  6 132],[  6.07335907 114.92664093] ; [  6.92664093 131.07335907],0
p12,1,0.606511,0.265287,[  7 114] ; [  6 131],[  6.09689922 114.90310078] ; [  6.90310078 130.09689922],0
n6,1,0.654304,0.200517,[92 28] ; [109  29],[93.48837209 26.51162791] ; [107.51162791  30.48837209],0
n3,1,0.688629,0.160573,[23 13] ; [32 15],[23.85542169 12.14457831] ; [31.14457831 15.85542169],0
u1,1,0.691567,0.157395,[ 19 104] ; [ 24 115],[ 20.1870229 102.8129771] ; [ 22.8129771 116.1870229],0
a2,1,0.740373,0.109799,[34 89] ; [41 98],[35.20992366 87.79007634] ; [39.79007634 99.20992366],0
d5,1,0.79459,0.067785,[101  22] ; [115  23],[101.79310345  21.20689655] ; [114.20689655  23.79310345],0
a4,1,0.888775,0.019559,[64 59] ; [73 65],[64.56321839 58.43678161] ; [72.43678161 65.56321839],0
n1,1,0.909802,0.012834,[14 21] ; [19 30],[13.75 21.25] ; [19.25 29.75],0
