Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.580484,[53 78] ; [63 21],[70.67906977 60.32093023] ; [45.32093023 38.67906977],1
v1,1,0.000124,14.734579,[48 84] ; [53 31],[61.72222222 70.27777778] ; [39.27777778 44.72222222],1
n4,1,0.002847,8.902741,[97 39] ; [76 10],[105.98198198  30.01801802] ; [67.01801802 18.98198198],0
p12,1,0.011742,6.349356,[  6 129] ; [12 74],[ 10.99547511 124.00452489] ; [ 7.00452489 78.99547511],0
a5,1,0.021395,5.294314,[86 50] ; [67 19],[93.72972973 42.27027027] ; [59.27027027 26.72972973],0
p3,1,0.033029,4.54429,[54 81] ; [47 39],[61.69683258 73.30316742] ; [39.30316742 46.69683258],0
s4,1,0.043473,4.076902,[ 30 104] ; [10 76],[ 24.36363636 109.63636364] ; [15.63636364 70.36363636],0
r1,1,0.081234,3.040038,[104  32] ; [74 12],[109.04504505  26.95495495] ; [68.95495495 17.04504505],0
d4,1,0.082984,3.005466,[106  30] ; [75 11],[110.88288288  25.11711712] ; [70.11711712 15.88288288],0
n5,1,0.088602,2.899591,[98 37] ; [71 15],[103.23529412  31.76470588] ; [65.76470588 20.23529412],0
p10,1,0.160419,1.970274,[106  29] ; [74 12],[109.95475113  25.04524887] ; [70.04524887 15.95475113],0
u3,1,0.163734,1.939394,[25 19] ; [15  5],[27.5 16.5] ; [12.5  7.5],0
a3,1,0.168583,1.895497,[91 45] ; [65 21],[95.56756757 40.43243243] ; [60.43243243 25.56756757],0
s7,1,0.187816,1.734669,[76 57] ; [53 27],[80.54929577 52.45070423] ; [48.45070423 31.54929577],0
s8,1,0.189459,1.721818,[70 66] ; [52 34],[74.73873874 61.26126126] ; [47.26126126 38.73873874],0
u2,1,0.193824,1.688312,[24 20] ; [15  6],[26.4 17.6] ; [12.6  8.4],0
d2,1,0.203722,1.615492,[64 72] ; [48 38],[68.61261261 67.38738739] ; [43.38738739 42.61261261],0
b5,1,0.225216,1.470819,[87 49] ; [48 38],[82.7027027 53.2972973] ; [52.2972973 33.7027027],0
a4,1,0.245903,1.346432,[51 85] ; [39 47],[55.13513514 80.86486486] ; [34.86486486 51.13513514],0
s3,1,0.295113,1.09615,[115  21] ; [68 18],[112.10810811  23.89189189] ; [70.89189189 15.10810811],0
b3,1,0.332139,0.940542,[25 55] ; [22 34],[27.64705882 52.35294118] ; [19.35294118 36.64705882],0
b2,1,0.332139,0.940542,[25 55] ; [22 34],[27.64705882 52.35294118] ; [19.35294118 36.64705882],0
n2,1,0.342774,0.900029,[18 11] ; [15  5],[19.53061224  9.46938776] ; [13.46938776  6.53061224],0
a7,1,0.348597,0.878559,[100  35] ; [58 27],[96.95454545 38.04545455] ; [61.04545455 23.95454545],0
a1,1,0.37155,0.798473,[  7 129] ; [ 7 79],[  8.57657658 127.42342342] ; [ 5.42342342 80.57657658],0
d1,1,0.397965,0.714466,[76 60] ; [53 33],[79.02702703 56.97297297] ; [49.97297297 36.02702703],0
u1,1,0.414167,0.666808,[ 24 112] ; [19 67],[ 26.34234234 109.65765766] ; [16.65765766 69.34234234],0
a2,1,0.420811,0.648049,[ 27 109] ; [21 65],[ 29.40540541 106.59459459] ; [18.59459459 67.40540541],0
b4,1,0.474195,0.512184,[74 62] ; [51 35],[76.57657658 59.42342342] ; [48.42342342 37.57657658],0
r2,1,0.50446,0.445541,[123  11] ; [81  5],[124.25454545   9.74545455] ; [79.74545455  6.25454545],0
b1,1,0.514585,0.424733,[63 73] ; [36 50],[60.64864865 75.35135135] ; [38.35135135 47.64864865],0
d3,1,0.524239,0.405546,[87 48] ; [59 27],[89.18552036 45.81447964] ; [56.81447964 29.18552036],0
p9,1,0.545846,0.364812,[107  28] ; [71 15],[108.73303167  26.26696833] ; [69.26696833 16.73303167],0
p4,1,0.54908,0.358968,[83 53] ; [49 37],[80.86486486 55.13513514] ; [51.13513514 34.86486486],0
u4,1,0.565937,0.329529,[  3 133] ; [ 3 83],[  3.67567568 132.32432432] ; [ 2.32432432 83.67567568],0
n3,1,0.579965,0.306291,[21  8] ; [13  7],[20.12244898  8.87755102] ; [13.87755102  6.12244898],0
r4,1,0.613853,0.254602,[117  19] ; [76 10],[118.23423423  17.76576577] ; [74.76576577 11.23423423],0
s1,1,0.642775,0.215132,[  6 128] ; [ 5 80],[  6.73059361 127.26940639] ; [ 4.26940639 80.73059361],0
p11,1,0.651536,0.203969,[104  32] ; [68 18],[105.36936937  30.63063063] ; [66.63063063 19.36936937],0
p5,1,0.674216,0.17671,[  8 126] ; [ 4 82],[  7.30909091 126.69090909] ; [ 4.69090909 81.30909091],0
d5,1,0.722834,0.125794,[104  31] ; [68 18],[105.0678733  29.9321267] ; [66.9321267 19.0678733],0
p6,1,0.75663,0.096044,[46 87] ; [28 58],[44.94063927 88.05936073] ; [29.05936073 56.94063927],0
v4,1,0.799707,0.064377,[126   9] ; [81  5],[126.4479638   8.5520362] ; [80.5520362  5.4479638],0
n1,1,0.835994,0.042857,[ 9 19] ; [ 7 13],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
n6,1,0.8763,0.024231,[111  24] ; [70 16],[110.56561086  24.43438914] ; [70.43438914 15.56561086],0
p2,1,0.903745,0.014625,[109  26] ; [70 16],[109.3438914  25.6561086] ; [69.6561086 16.3438914],0
p1,1,0.904125,0.014509,[ 10 125] ; [ 6 80],[  9.77375566 125.22624434] ; [ 6.22624434 79.77375566],0
p8,1,0.941806,0.005329,[63 71] ; [40 46],[62.73636364 71.26363636] ; [40.26363636 45.73636364],0
