Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,23.132238,[ 4 32] ; [42 28],[15.62264151 20.37735849] ; [30.37735849 39.62264151],1
p3,1,2e-06,22.184142,[10 27] ; [52 18],[21.43925234 15.56074766] ; [40.56074766 29.43925234],1
d1,1,1.3e-05,19.016588,[12 25] ; [53 17],[22.47663551 14.52336449] ; [42.52336449 27.47663551],1
p8,1,4.4e-05,16.707311,[10 26] ; [48 21],[19.88571429 16.11428571] ; [38.11428571 30.88571429],1
p2,1,0.000201,13.822779,[22 15] ; [63  7],[29.39252336  7.60747664] ; [55.60747664 14.39252336],1
p7,1,0.001381,10.230738,[16 20] ; [53 17],[23.43396226 12.56603774] ; [45.56603774 24.43396226],0
a2,1,0.001414,10.187541,[ 2 35] ; [23 47],[ 8.64485981 28.35514019] ; [16.35514019 53.64485981],0
n5,1,0.004405,8.108746,[26 11] ; [64  6],[31.12149533  5.87850467] ; [58.87850467 11.12149533],0
r1,1,0.006687,7.355192,[24 13] ; [61  9],[29.39252336  7.60747664] ; [55.60747664 14.39252336],0
d5,1,0.006687,7.355192,[24 13] ; [61  9],[29.39252336  7.60747664] ; [55.60747664 14.39252336],0
d2,1,0.009596,6.708417,[13 24] ; [43 27],[19.36448598 17.63551402] ; [36.63551402 33.36448598],0
d4,1,0.010103,6.616669,[23 14] ; [59 11],[28.35514019  8.64485981] ; [53.64485981 16.35514019],0
n6,1,0.012188,6.283376,[28  9] ; [65  5],[32.1588785  4.8411215] ; [60.8411215  9.1588785],0
a7,1,0.012817,6.194217,[18 19] ; [51 19],[23.85981308 13.14018692] ; [45.14018692 24.85981308],0
a6,1,0.019877,5.422687,[18 19] ; [50 20],[23.51401869 13.48598131] ; [44.48598131 25.51401869],0
s8,1,0.020004,5.411549,[14 23] ; [43 27],[19.71028037 17.28971963] ; [37.28971963 32.71028037],0
p9,1,0.025592,4.983394,[28  9] ; [64  6],[31.81308411  5.18691589] ; [60.18691589  9.81308411],0
s6,1,0.026159,4.945455,[26 10] ; [59  7],[30.  6.] ; [55. 11.],0
u1,1,0.036183,4.388442,[ 4 33] ; [20 50],[ 8.29906542 28.70093458] ; [15.70093458 54.29906542],0
d3,1,0.036318,4.382101,[22 15] ; [55 15],[26.62616822 10.37383178] ; [50.37383178 19.62616822],0
p10,1,0.040209,4.209051,[27 10] ; [62  8],[30.77570093  6.22429907] ; [58.22429907 11.77570093],0
v1,1,0.041255,4.165494,[14 23] ; [41 29],[19.01869159 17.98130841] ; [35.98130841 34.01869159],0
r4,1,0.056918,3.624987,[29  8] ; [64  6],[32.1588785  4.8411215] ; [60.8411215  9.1588785],0
r3,1,0.080233,3.060181,[31  6] ; [65  4],[33.50943396  3.49056604] ; [62.49056604  6.50943396],0
p11,1,0.107047,2.597282,[25 12] ; [57 13],[28.35514019  8.64485981] ; [53.64485981 16.35514019],0
a5,1,0.124984,2.353724,[24 13] ; [55 15],[27.31775701  9.68224299] ; [51.68224299 18.31775701],0
a8,1,0.145273,2.121199,[ 4 28] ; [ 3 64],[ 2.26262626 29.73737374] ; [ 4.73737374 62.26262626],0
v4,1,0.207862,1.586252,[33  3] ; [68  2],[34.30188679  1.69811321] ; [66.69811321  3.30188679],0
a4,1,0.225355,1.469939,[15 22] ; [37 33],[17.98130841 19.01869159] ; [34.01869159 35.98130841],0
s2,1,0.234093,1.415816,[23 13] ; [51 17],[25.61538462 10.38461538] ; [48.38461538 19.61538462],0
s5,1,0.247802,1.335652,[14 18] ; [36 28],[16.66666667 15.33333333] ; [33.33333333 30.66666667],0
u2,1,0.295642,1.09375,[7 5] ; [ 7 11],[5.6 6.4] ; [8.4 9.6],0
b4,1,0.326304,0.963512,[18 19] ; [41 29],[20.40186916 16.59813084] ; [38.59813084 31.40186916],0
b3,1,0.443197,0.587992,[ 3 18] ; [ 9 31],[ 4.13114754 16.86885246] ; [ 7.86885246 32.13114754],0
b2,1,0.443197,0.587992,[ 3 18] ; [ 9 31],[ 4.13114754 16.86885246] ; [ 7.86885246 32.13114754],0
