Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,76.376844,[65 31] ; [ 18 124],[33.4789916 62.5210084] ; [49.5210084 92.4789916],1
s2,1,0.0,53.43063,[69 28] ; [ 32 106],[41.6893617 55.3106383] ; [59.3106383 78.6893617],1
s6,1,0.0,36.361639,[78 18] ; [59 82],[55.49367089 40.50632911] ; [81.50632911 59.49367089],1
s3,1,0.0,30.636228,[68 28] ; [47 91],[47.17948718 48.82051282] ; [67.82051282 70.17948718],1
p4,1,0.000189,13.93566,[56 41] ; [47 94],[41.9789916 55.0210084] ; [61.0210084 79.9789916],1
u1,1,0.000295,13.103583,[27 70] ; [ 14 128],[16.64016736 80.35983264] ; [ 24.35983264 117.64016736],1
a3,1,0.000415,12.461782,[78 19] ; [82 58],[65.48523207 31.51476793] ; [94.51476793 45.48523207],1
d2,1,0.00067,11.571304,[64 33] ; [60 78],[51.18297872 45.81702128] ; [72.81702128 65.18297872],1
d1,1,0.001459,10.129543,[64 33] ; [64 78],[51.94979079 45.05020921] ; [76.05020921 65.94979079],0
s5,1,0.001932,9.613506,[30 61] ; [ 21 115],[20.44493392 70.55506608] ; [ 30.55506608 105.44493392],0
n6,1,0.002193,9.38079,[91  5] ; [115  27],[83.09243697 12.90756303] ; [122.90756303  19.09243697],0
v4,1,0.00256,9.097513,[93  4] ; [118  24],[85.63598326 11.36401674] ; [125.36401674  16.63598326],0
n4,1,0.003271,8.649617,[91  6] ; [114  28],[83.20083682 13.79916318] ; [121.79916318  20.20083682],0
a5,1,0.005074,7.852711,[79 18] ; [92 50],[69.40167364 27.59832636] ; [101.59832636  40.40167364],0
s1,1,0.006484,7.41052,[10 86] ; [  3 136],[ 5.3106383 90.6893617] ; [  7.6893617 131.3106383],0
b5,1,0.006565,7.388299,[72 25] ; [81 61],[62.09623431 34.90376569] ; [90.90376569 51.09623431],0
p6,1,0.007333,7.189544,[23 74] ; [ 15 125],[15.55274262 81.44725738] ; [ 22.44725738 117.55274262],0
a2,1,0.01089,6.483158,[30 67] ; [ 24 118],[21.91631799 75.08368201] ; [ 32.08368201 109.91631799],0
p3,1,0.012843,6.19056,[39 57] ; [ 36 106],[30.25210084 65.74789916] ; [44.74789916 97.25210084],0
p9,1,0.013595,6.089993,[83 14] ; [100  39],[75.21610169 21.78389831] ; [107.78389831  31.21610169],0
r1,1,0.013609,6.088134,[76 21] ; [90 52],[67.37238494 29.62761506] ; [98.62761506 43.37238494],0
d4,1,0.017536,5.641968,[80 17] ; [97 44],[72.13865546 24.86134454] ; [104.86134454  36.13865546],0
d5,1,0.021782,5.263087,[78 19] ; [95 47],[70.21338912 26.78661088] ; [102.78661088  39.21338912],0
p5,1,0.031553,4.622619,[11 84] ; [  6 136],[ 6.81434599 88.18565401] ; [ 10.18565401 131.81434599],0
a4,1,0.045069,4.016058,[53 44] ; [58 82],[45.43037975 51.56962025] ; [65.56962025 74.43037975],0
a6,1,0.047373,3.932104,[57 40] ; [101  41],[64.12552301 32.87447699] ; [93.87447699 48.12552301],0
p2,1,0.061462,3.4975,[72 25] ; [89 53],[65.34309623 31.65690377] ; [95.65690377 46.34309623],0
u3,1,0.07515,3.166797,[13  6] ; [27 33],[9.62025316 9.37974684] ; [30.37974684 29.62025316],0
r2,1,0.077184,3.123222,[91  5] ; [125  17],[87.12605042  8.87394958] ; [128.87394958  13.12605042],0
r3,1,0.081424,3.036237,[87 10] ; [114  26],[82.26582278 14.73417722] ; [118.73417722  21.26582278],0
n1,1,0.085376,2.959462,[19 12] ; [19 27],[15.2987013 15.7012987] ; [22.7012987 23.2987013],0
r4,1,0.086505,2.938239,[82 15] ; [107  35],[76.70711297 20.29288703] ; [112.29288703  29.70711297],0
u4,1,0.09167,2.844796,[ 5 92] ; [  2 140],[ 2.84100418 94.15899582] ; [  4.15899582 137.84100418],0
p10,1,0.139593,2.182435,[75 22] ; [96 44],[69.98734177 27.01265823] ; [101.01265823  38.98734177],0
v3,1,0.154594,2.026329,[35 58] ; [39 97],[30.05240175 62.94759825] ; [43.94759825 92.05240175],0
p8,1,0.167239,1.907521,[29 68] ; [ 31 110],[24.45378151 72.54621849] ; [ 35.54621849 105.45378151],0
b4,1,0.16927,1.889396,[55 42] ; [93 49],[60.06694561 36.93305439] ; [87.93305439 54.06694561],0
v2,1,0.176389,1.827785,[46 50] ; [51 80],[41.02202643 54.97797357] ; [55.97797357 75.02202643],0
b1,1,0.231676,1.430542,[43 54] ; [52 90],[38.55648536 58.44351464] ; [56.44351464 85.55648536],0
p11,1,0.245434,1.349107,[65 32] ; [105  37],[68.9958159 28.0041841] ; [101.0041841  40.9958159],0
a1,1,0.256809,1.285878,[ 4 93] ; [ 11 131],[ 6.08786611 90.91213389] ; [  8.91213389 133.08786611],0
d3,1,0.311657,1.023642,[63 34] ; [83 59],[59.25523013 37.74476987] ; [86.74476987 55.25523013],0
p12,1,0.357312,0.847318,[10 86] ; [ 10 132],[ 8.06722689 87.93277311] ; [ 11.93277311 130.06722689],0
v1,1,0.434168,0.611648,[42 48] ; [58 82],[39.13043478 50.86956522] ; [60.86956522 79.13043478],0
n3,1,0.67176,0.179551,[21 10] ; [29 17],[20.12987013 10.87012987] ; [29.87012987 16.12987013],0
n2,1,0.692008,0.15692,[22  9] ; [36 12],[22.75949367  8.24050633] ; [35.24050633 12.75949367],0
p1,1,0.713331,0.134972,[11 86] ; [ 14 128],[10.14644351 86.85355649] ; [ 14.85355649 127.14644351],0
u2,1,0.727901,0.121048,[ 8 11] ; [28 32],[ 8.65822785 10.34177215] ; [27.34177215 32.65822785],0
a8,1,0.73656,0.113173,[ 9 77] ; [ 16 118],[ 9.77272727 76.22727273] ; [ 15.22727273 118.77272727],0
b2,1,0.782886,0.075934,[29 43] ; [27 44],[28.1958042 43.8041958] ; [27.8041958 43.1958042],0
b3,1,0.782886,0.075934,[29 43] ; [27 44],[28.1958042 43.8041958] ; [27.8041958 43.1958042],0
a7,1,0.865829,0.028547,[65 32] ; [93 48],[64.39495798 32.60504202] ; [93.60504202 47.39495798],0
s4,1,0.9295,0.007828,[14 82] ; [ 21 119],[14.23728814 81.76271186] ; [ 20.76271186 119.23728814],0
