Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.05543,[23  5] ; [ 2 24],[12.96296296 15.03703704] ; [12.03703704 13.96296296],1
n5,1,0.002724,8.983704,[22  6] ; [10 16],[16.59259259 11.40740741] ; [15.40740741 10.59259259],0
s8,1,0.003669,8.440676,[10 18] ; [ 1 25],[ 5.7037037 22.2962963] ; [ 5.2962963 20.7037037],0
p11,1,0.006712,7.34842,[20  8] ; [ 9 17],[15.03703704 12.96296296] ; [13.96296296 12.03703704],0
a5,1,0.01378,6.066115,[18 10] ; [ 8 18],[13.48148148 14.51851852] ; [12.51851852 13.48148148],0
r3,1,0.018961,5.505086,[20  7] ; [11 15],[15.79245283 11.20754717] ; [15.20754717 10.79245283],0
p4,1,0.024837,5.035217,[16 12] ; [ 7 19],[11.92592593 16.07407407] ; [11.07407407 14.92592593],0
p2,1,0.029809,4.72028,[21  7] ; [12 14],[17.11111111 10.88888889] ; [15.88888889 10.11111111],0
p8,1,0.060296,3.529216,[11 17] ; [ 4 21],[ 7.9245283 20.0754717] ; [ 7.0754717 17.9245283],0
s7,1,0.103722,2.647362,[10 17] ; [ 4 20],[ 7.41176471 19.58823529] ; [ 6.58823529 17.41176471],0
n6,1,0.131994,2.268896,[18  9] ; [12 14],[15.28301887 11.71698113] ; [14.71698113 11.28301887],0
p7,1,0.150703,2.065122,[14 14] ; [ 8 18],[11.40740741 16.59259259] ; [10.59259259 15.40740741],0
v3,1,0.155685,2.015647,[ 6 22] ; [ 2 24],[ 4.14814815 23.85185185] ; [ 3.85185185 22.14814815],0
a8,1,0.171697,1.868067,[ 4 22] ; [ 1 24],[ 2.54901961 23.45098039] ; [ 2.45098039 22.54901961],0
n4,1,0.180311,1.795055,[18 10] ; [12 14],[15.55555556 12.44444444] ; [14.44444444 11.55555556],0
p3,1,0.204876,1.607268,[10 18] ; [ 5 20],[ 7.9245283 20.0754717] ; [ 7.0754717 17.9245283],0
n2,1,0.249561,1.325758,[8 3] ; [7 7],[6.6 4.4] ; [8.4 5.6],0
b4,1,0.253303,1.304995,[14 14] ; [17  9],[16.07407407 11.92592593] ; [14.92592593 11.07407407],0
a2,1,0.264004,1.247637,[ 1 27] ; [ 3 23],[ 2.07407407 25.92592593] ; [ 1.92592593 24.07407407],0
d4,1,0.290906,1.115426,[20  8] ; [15 11],[18.14814815  9.85185185] ; [16.85185185  9.14814815],0
p12,1,0.335592,0.927198,[ 3 25] ; [ 1 25],[ 2.07407407 25.92592593] ; [ 1.92592593 24.07407407],0
v1,1,0.335592,0.927198,[11 17] ; [ 7 19],[ 9.33333333 18.66666667] ; [ 8.66666667 17.33333333],0
s3,1,0.353747,0.859971,[10 18] ; [ 6 19],[ 8.45283019 19.54716981] ; [ 7.54716981 17.45283019],0
s6,1,0.358047,0.844732,[12 16] ; [ 8 18],[10.37037037 17.62962963] ; [ 9.62962963 16.37037037],0
d3,1,0.377365,0.779268,[13 15] ; [ 9 17],[11.40740741 16.59259259] ; [10.59259259 15.40740741],0
v4,1,0.407834,0.685107,[15 13] ; [11 15],[13.48148148 14.51851852] ; [12.51851852 13.48148148],0
d1,1,0.423316,0.641091,[ 5 23] ; [ 7 19],[ 6.22222222 21.77777778] ; [ 5.77777778 20.22222222],0
d2,1,0.433855,0.61248,[ 6 22] ; [ 8 18],[ 7.25925926 20.74074074] ; [ 6.74074074 19.25925926],0
b1,1,0.439597,0.597334,[19  9] ; [15 11],[17.62962963 10.37037037] ; [16.37037037  9.62962963],0
s2,1,0.457369,0.552325,[ 9 19] ; [ 6 20],[ 7.77777778 20.22222222] ; [ 7.22222222 18.77777778],0
a3,1,0.486543,0.484162,[15 13] ; [11 14],[13.73584906 14.26415094] ; [12.26415094 12.73584906],0
u3,1,0.511612,0.430769,[4 9] ; [ 3 12],[3.25 9.75] ; [ 3.75 11.25],0
b2,1,0.521812,0.41031,[ 6 13] ; [ 4 14],[ 5.13513514 13.86486486] ; [ 4.86486486 13.13513514],0
b3,1,0.521812,0.41031,[ 6 13] ; [ 4 14],[ 5.13513514 13.86486486] ; [ 4.86486486 13.13513514],0
s1,1,0.577665,0.310025,[ 2 26] ; [ 3 23],[ 2.59259259 25.40740741] ; [ 2.40740741 23.59259259],0
p1,1,0.577665,0.310025,[ 2 26] ; [ 3 23],[ 2.59259259 25.40740741] ; [ 2.40740741 23.59259259],0
p6,1,0.593506,0.284903,[ 5 23] ; [ 3 21],[ 4.30769231 23.69230769] ; [ 3.69230769 20.30769231],0
