Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.745634,[32  7] ; [21 45],[19.68571429 19.31428571] ; [33.31428571 32.68571429],1
a8,1,0.001116,10.623926,[ 9 27] ; [ 2 59],[ 4.08247423 31.91752577] ; [ 6.91752577 54.08247423],0
p9,1,0.001592,9.968832,[34  5] ; [38 28],[26.74285714 12.25714286] ; [45.25714286 20.74285714],0
s7,1,0.00558,7.681214,[23 15] ; [20 42],[16.34 21.66] ; [26.66 35.34],0
s2,1,0.00647,7.414543,[21 18] ; [18 48],[14.48571429 24.51428571] ; [24.51428571 41.48571429],0
r4,1,0.009021,6.818751,[38  1] ; [53 14],[33.48113208  5.51886792] ; [57.51886792  9.48113208],0
d2,1,0.010312,6.58015,[24 15] ; [24 43],[17.66037736 21.33962264] ; [30.33962264 36.66037736],0
p10,1,0.01509,5.905926,[29  9] ; [35 32],[23.16190476 14.83809524] ; [40.83809524 26.16190476],0
n6,1,0.017703,5.62535,[31  8] ; [38 29],[25.38679245 13.61320755] ; [43.61320755 23.38679245],0
u2,1,0.03028,4.693333,[9 1] ; [11 11],[6.25 3.75] ; [13.75  8.25],0
p7,1,0.042224,4.126197,[26 13] ; [31 36],[20.97169811 18.02830189] ; [36.02830189 30.97169811],0
u1,1,0.048239,3.901655,[ 8 31] ; [ 5 62],[ 4.78301887 34.21698113] ; [ 8.21698113 58.78301887],0
p11,1,0.049383,3.862278,[33  6] ; [45 22],[28.69811321 10.30188679] ; [49.30188679 17.69811321],0
v4,1,0.061824,3.487762,[38  1] ; [57  9],[35.28571429  3.71428571] ; [59.71428571  6.28571429],0
p4,1,0.065007,3.4048,[22 17] ; [25 41],[17.45714286 21.54285714] ; [29.54285714 36.45714286],0
s3,1,0.070497,3.271401,[23 16] ; [26 38],[18.55339806 20.44660194] ; [30.44660194 33.55339806],0
v3,1,0.085701,2.953331,[15 23] ; [15 49],[11.17647059 26.82352941] ; [18.82352941 45.17647059],0
d1,1,0.095955,2.771517,[24 15] ; [30 37],[19.86792453 19.13207547] ; [34.13207547 32.86792453],0
v2,1,0.10412,2.64127,[25 14] ; [31 34],[21. 18.] ; [35. 30.],0
a1,1,0.106234,2.609374,[ 3 36] ; [ 1 66],[ 1.47169811 37.52830189] ; [ 2.52830189 64.47169811],0
s5,1,0.110983,2.540169,[ 9 26] ; [ 8 54],[ 6.13402062 28.86597938] ; [10.86597938 51.13402062],0
p6,1,0.119845,2.419344,[15 22] ; [17 49],[11.49514563 25.50485437] ; [20.50485437 45.49514563],0
u3,1,0.127124,2.327273,[7 3] ; [ 9 13],[5. 5.] ; [11. 11.],0
p3,1,0.211367,1.562042,[20 19] ; [26 41],[16.9245283 22.0754717] ; [29.0754717 37.9245283],0
d5,1,0.228917,1.447577,[33  6] ; [50 17],[30.53773585  8.46226415] ; [52.46226415 14.53773585],0
b1,1,0.234646,1.412475,[14 25] ; [32 35],[16.9245283 22.0754717] ; [29.0754717 37.9245283],0
v1,1,0.3405,0.908548,[17 20] ; [24 42],[14.72815534 22.27184466] ; [26.27184466 39.72815534],0
r1,1,0.378431,0.775791,[32  7] ; [50 17],[30.16981132  8.83018868] ; [51.83018868 15.16981132],0
a6,1,0.396487,0.718955,[23 16] ; [45 22],[25.01886792 13.98113208] ; [42.98113208 24.01886792],0
b4,1,0.405373,0.692329,[27 12] ; [41 26],[25.01886792 13.98113208] ; [42.98113208 24.01886792],0
a7,1,0.436494,0.605481,[29 10] ; [45 22],[27.22641509 11.77358491] ; [46.77358491 20.22641509],0
a3,1,0.436494,0.605481,[29 10] ; [45 22],[27.22641509 11.77358491] ; [46.77358491 20.22641509],0
a5,1,0.450598,0.569147,[30  9] ; [47 20],[28.33018868 10.66981132] ; [48.66981132 18.33018868],0
a4,1,0.488756,0.479263,[19 20] ; [28 39],[17.29245283 21.70754717] ; [29.70754717 37.29245283],0
s1,1,0.489757,0.477061,[ 3 36] ; [ 3 64],[ 2.20754717 36.79245283] ; [ 3.79245283 63.20754717],0
b3,1,0.504821,0.444788,[13 22] ; [11 26],[11.66666667 23.33333333] ; [12.33333333 24.66666667],0
b2,1,0.504821,0.444788,[13 22] ; [11 26],[11.66666667 23.33333333] ; [12.33333333 24.66666667],0
n2,1,0.509432,0.435233,[5 4] ; [11  5],[5.76 3.24] ; [10.24  5.76],0
a2,1,0.519852,0.414186,[ 9 30] ; [12 55],[ 7.72641509 31.27358491] ; [13.27358491 53.72641509],0
p8,1,0.526753,0.400651,[16 23] ; [23 43],[14.48571429 24.51428571] ; [24.51428571 41.48571429],0
p2,1,0.569745,0.323109,[31  8] ; [50 17],[29.80188679  9.19811321] ; [51.19811321 15.80188679],0
p5,1,0.576575,0.311804,[ 2 37] ; [ 2 65],[ 1.47169811 37.52830189] ; [ 2.52830189 64.47169811],0
p12,1,0.608321,0.262627,[ 1 38] ; [ 3 63],[ 1.48571429 37.51428571] ; [ 2.51428571 63.48571429],0
s4,1,0.682493,0.167333,[ 7 32] ; [10 57],[ 6.25471698 32.74528302] ; [10.74528302 56.25471698],0
b5,1,0.765767,0.088754,[25 14] ; [41 26],[24.28301887 14.71698113] ; [41.71698113 25.28301887],0
r2,1,0.796401,0.066568,[33  4] ; [59  6],[33.37254902  3.62745098] ; [58.62745098  6.37254902],0
d3,1,0.857456,0.032261,[28 11] ; [47 20],[27.59433962 11.40566038] ; [47.40566038 19.59433962],0
n3,1,0.873382,0.025397,[8 1] ; [13  2],[7.875 1.125] ; [13.125  1.875],0
d4,1,0.888813,0.019546,[33  6] ; [56 11],[32.74528302  6.25471698] ; [56.25471698 10.74528302],0
p1,1,0.982647,0.000473,[ 3 36] ; [ 5 61],[ 2.97142857 36.02857143] ; [ 5.02857143 60.97142857],0
