Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.313149,[3 6] ; [67  5],[7.77777778 1.22222222] ; [62.22222222  9.77777778],1
v4,1,0.006059,7.532766,[6 3] ; [66  4],[8.20253165 0.79746835] ; [63.79746835  6.20253165],0
n6,1,0.006911,7.295956,[4 5] ; [60 12],[7.11111111 1.88888889] ; [56.88888889 15.11111111],0
r1,1,0.01731,5.664697,[4 5] ; [57 14],[6.8625 2.1375] ; [54.1375 16.8625],0
b4,1,0.018342,5.563187,[8 1] ; [34 38],[4.66666667 4.33333333] ; [37.33333333 34.66666667],0
p4,1,0.023054,5.164399,[2 7] ; [44 27],[5.175 3.825] ; [40.825 30.175],0
p7,1,0.02787,4.836085,[2 7] ; [42 27],[5.07692308 3.92307692] ; [38.92307692 30.07692308],0
b3,1,0.028814,4.778667,[4 2] ; [12 38],[1.71428571 4.28571429] ; [14.28571429 35.71428571],0
b2,1,0.028814,4.778667,[4 2] ; [12 38],[1.71428571 4.28571429] ; [14.28571429 35.71428571],0
p3,1,0.030065,4.705585,[1 8] ; [35 36],[4.05 4.95] ; [31.95 39.05],0
p11,1,0.031444,4.628571,[4 5] ; [56 16],[6.66666667 2.33333333] ; [53.33333333 18.66666667],0
p2,1,0.033922,4.498655,[4 5] ; [55 16],[6.6375 2.3625] ; [52.3625 18.6375],0
v2,1,0.039296,4.24802,[2 7] ; [41 29],[4.89873418 4.10126582] ; [38.10126582 31.89873418],0
s8,1,0.07082,3.263905,[1 8] ; [30 41],[3.4875 5.5125] ; [27.5125 43.4875],0
n1,1,0.072461,3.226364,[5 1] ; [6 9],[3.14285714 2.85714286] ; [7.85714286 7.14285714],0
a1,1,0.076392,3.140032,[1 8] ; [ 1 71],[0.22222222 8.77777778] ; [ 1.77777778 70.22222222],0
p10,1,0.080138,3.062094,[5 4] ; [56 13],[7.03846154 1.96153846] ; [53.96153846 15.03846154],0
s6,1,0.103856,2.645302,[3 6] ; [42 26],[5.25974026 3.74025974] ; [39.74025974 28.25974026],0
s1,1,0.139288,2.185811,[2 7] ; [ 5 64],[0.80769231 8.19230769] ; [ 6.19230769 62.80769231],0
s3,1,0.220433,1.501552,[2 5] ; [37 33],[3.54545455 3.45454545] ; [35.45454545 34.54545455],0
a5,1,0.222376,1.488971,[4 5] ; [47 25],[5.66666667 3.33333333] ; [45.33333333 26.66666667],0
p1,1,0.234117,1.415674,[3 6] ; [12 59],[1.6875 7.3125] ; [13.3125 57.6875],0
u2,1,0.239585,1.383037,[1 4] ; [14 15],[2.20588235 2.79411765] ; [12.79411765 16.20588235],0
p5,1,0.268819,1.222763,[2 7] ; [ 7 64],[1.0125 7.9875] ; [ 7.9875 63.0125],0
a4,1,0.306991,1.043577,[1 7] ; [21 50],[2.2278481 5.7721519] ; [19.7721519 51.2278481],0
d5,1,0.307039,1.043369,[3 6] ; [37 35],[4.44444444 4.55555556] ; [35.55555556 36.44444444],0
d2,1,0.316296,1.004201,[1 8] ; [19 53],[2.22222222 6.77777778] ; [17.77777778 54.22222222],0
n4,1,0.346894,0.884786,[6 3] ; [57 14],[7.0875 1.9125] ; [55.9125 15.0875],0
b1,1,0.381252,0.766661,[5 4] ; [29 43],[3.77777778 5.22222222] ; [30.22222222 41.77777778],0
a7,1,0.453255,0.5625,[5 4] ; [49 23],[6. 3.] ; [48. 24.],0
s7,1,0.463687,0.536979,[3 6] ; [31 36],[4.02631579 4.97368421] ; [29.97368421 37.02631579],0
n5,1,0.479157,0.500782,[8 1] ; [56 15],[7.2 1.8] ; [56.8 14.2],0
p8,1,0.49324,0.46945,[5 4] ; [30 39],[4.03846154 4.96153846] ; [30.96153846 38.03846154],0
u3,1,0.530172,0.394061,[2 3] ; [16 13],[2.64705882 2.35294118] ; [15.35294118 13.64705882],0
s5,1,0.558389,0.342502,[1 8] ; [13 55],[1.63636364 7.36363636] ; [12.36363636 55.63636364],0
a3,1,0.596163,0.280822,[4 4] ; [43 29],[4.7 3.3] ; [42.3 29.7],0
b5,1,0.625484,0.238235,[5 4] ; [46 26],[5.66666667 3.33333333] ; [45.33333333 26.66666667],0
s2,1,0.736705,0.113043,[3 6] ; [27 42],[3.46153846 5.53846154] ; [26.53846154 42.46153846],0
v3,1,0.810446,0.057528,[4 5] ; [29 43],[3.66666667 5.33333333] ; [29.33333333 42.66666667],0
p9,1,0.859575,0.031299,[7 2] ; [57 14],[7.2 1.8] ; [56.8 14.2],0
a2,1,0.904945,0.014261,[1 8] ; [ 9 63],[1.11111111 7.88888889] ; [ 8.88888889 63.11111111],0
p6,1,0.907927,0.013376,[3 6] ; [22 48],[2.84810127 6.15189873] ; [22.15189873 47.84810127],0
a6,1,0.936792,0.006289,[5 4] ; [41 31],[5.11111111 3.88888889] ; [40.88888889 31.11111111],0
d3,1,1.0,0.0,[3 6] ; [24 48],[3. 6.] ; [24. 48.],0
