Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,158.80658,[ 64 232] ; [130  26],[127.04424779 168.95575221] ; [66.95575221 89.04424779],1
s6,1,0.0,67.074464,[118 176] ; [125  30],[159.11358575 134.88641425] ; [83.88641425 71.11358575],1
s7,1,0.0,49.125302,[ 44 239] ; [72 83],[ 74.94977169 208.05022831] ; [ 41.05022831 113.94977169],1
s5,1,0.0,37.681355,[ 49 244] ; [67 87],[ 76.03579418 216.96420582] ; [ 39.96420582 114.03579418],1
s4,1,2e-05,18.18728,[ 28 268] ; [ 38 118],[ 43.22123894 252.77876106] ; [ 22.77876106 133.22123894],1
a7,1,0.006292,7.464794,[214  86] ; [131  27],[225.98253275  74.01746725] ; [119.01746725  38.98253275],0
u1,1,0.009669,6.694808,[ 32 268] ; [ 31 129],[ 41.08695652 258.91304348] ; [ 21.91304348 138.08695652],0
d4,1,0.009977,6.639004,[229  70] ; [137  21],[239.46170678  59.53829322] ; [126.53829322  31.46170678],0
a6,1,0.009999,6.635063,[221  79] ; [98 60],[208.95196507  91.04803493] ; [110.04803493  47.95196507],0
p12,1,0.013221,6.139262,[  9 288] ; [ 13 144],[ 14.39207048 282.60792952] ; [  7.60792952 149.39207048],0
s1,1,0.016958,5.700669,[  5 292] ; [  9 147],[  9.17880795 287.82119205] ; [  4.82119205 151.17880795],0
p6,1,0.041241,4.166085,[ 76 218] ; [ 54 100],[ 85.3125 208.6875] ; [ 44.6875 109.3125],0
p10,1,0.044171,4.050015,[215  80] ; [127  29],[223.70288248  71.29711752] ; [118.29711752  37.70288248],0
a1,1,0.066488,3.367657,[  7 293] ; [  9 151],[ 10.43478261 289.56521739] ; [  5.56521739 154.43478261],0
a2,1,0.066817,3.359542,[ 55 245] ; [ 41 119],[ 62.60869565 237.39130435] ; [ 33.39130435 126.60869565],0
a8,1,0.087327,2.922972,[ 27 244] ; [ 23 124],[ 32.41626794 238.58373206] ; [ 17.58373206 129.41626794],0
p9,1,0.088163,2.907599,[229  67] ; [128  24],[235.875  60.125] ; [121.125  30.875],0
b4,1,0.181679,1.783834,[172 128] ; [102  58],[178.69565217 121.30434783] ; [95.30434783 64.69565217],0
p4,1,0.202503,1.624231,[153 143] ; [91 66],[159.43487859 136.56512141] ; [84.56512141 72.43487859],0
v4,1,0.217362,1.5217,[286  12] ; [157   3],[288.24017467   9.75982533] ; [154.75982533   5.24017467],0
n2,1,0.21786,1.518413,[53 17] ; [26  4],[55.3 14.7] ; [23.7  6.3],0
u2,1,0.221702,1.493321,[52 54] ; [32 22],[55.65 50.35] ; [28.35 25.65],0
r1,1,0.289199,1.123349,[242  57] ; [135  24],[246.12008734  52.87991266] ; [130.87991266  28.12008734],0
n5,1,0.302244,1.064265,[203  95] ; [115  43],[207.81578947  90.18421053] ; [110.18421053  47.81578947],0
v3,1,0.316653,1.00272,[ 92 195] ; [57 98],[ 96.74886878 190.25113122] ; [ 52.25113122 102.74886878],0
p8,1,0.346228,0.887235,[147 148] ; [70 85],[142.25555556 152.74444444] ; [74.74444444 80.25555556],0
p7,1,0.347388,0.882977,[172 123] ; [95 56],[176.60313901 118.39686099] ; [90.39686099 60.60313901],0
n4,1,0.349806,0.874162,[212  87] ; [120  40],[216.27015251  82.72984749] ; [115.72984749  44.27015251],0
r2,1,0.362959,0.827628,[288  10] ; [157   3],[289.54148472   8.45851528] ; [155.45851528   4.54148472],0
d1,1,0.371197,0.799654,[150 150] ; [87 73],[154.56521739 145.43478261] ; [82.43478261 77.56521739],0
b1,1,0.371509,0.798611,[100 200] ; [ 60 100],[104.34782609 195.65217391] ; [ 55.65217391 104.34782609],0
d3,1,0.379779,0.771417,[200 100] ; [111  46],[204.15754923  95.84245077] ; [106.84245077  50.15754923],0
d2,1,0.423751,0.63989,[119 180] ; [69 89],[123.00218818 175.99781182] ; [64.99781182 93.00218818],0
a4,1,0.443829,0.586363,[122 176] ; [71 88],[125.8512035 172.1487965] ; [67.1487965 91.8512035],0
u3,1,0.45889,0.5486,[58 49] ; [32 21],[60.1875 46.8125] ; [29.8125 23.1875],0
n1,1,0.548437,0.360124,[25 44] ; [ 9 21],[23.6969697 45.3030303] ; [10.3030303 19.6969697],0
p5,1,0.557391,0.344242,[ 22 277] ; [ 14 143],[ 23.60526316 275.39473684] ; [ 12.39473684 144.60526316],0
p3,1,0.585723,0.297073,[133 167] ; [65 91],[130.26315789 169.73684211] ; [67.73684211 88.26315789],0
a5,1,0.587546,0.294193,[202  98] ; [111  48],[204.5751634  95.4248366] ; [108.4248366  50.5751634],0
r3,1,0.639171,0.219828,[296   4] ; [155   3],[295.41484716   4.58515284] ; [155.58515284   2.41484716],0
d5,1,0.668541,0.183313,[235  65] ; [121  37],[233.18777293  66.81222707] ; [122.81222707  35.18777293],0
p11,1,0.669116,0.182638,[234  66] ; [122  38],[232.17391304  67.82608696] ; [123.82608696  36.17391304],0
b5,1,0.674877,0.17595,[186 114] ; [96 64],[183.91304348 116.08695652] ; [98.08695652 61.91304348],0
u4,1,0.679907,0.17023,[  3 297] ; [  1 159],[  2.60869565 297.39130435] ; [  1.39130435 158.60869565],0
p2,1,0.687134,0.162205,[243  56] ; [130  27],[244.57675439  54.42324561] ; [128.42324561  28.57675439],0
n3,1,0.690635,0.158399,[55 13] ; [24  7],[54.26262626 13.73737374] ; [24.73737374  6.26262626],0
n6,1,0.73797,0.111919,[243  57] ; [130  28],[244.3231441  55.6768559] ; [128.6768559  29.3231441],0
v2,1,0.784736,0.074612,[153 134] ; [80 74],[151.63492063 135.36507937] ; [81.36507937 72.63492063],0
a3,1,0.785577,0.074016,[193 105] ; [105  54],[194.31947484 103.68052516] ; [103.68052516  55.31947484],0
b2,1,0.829043,0.046625,[ 51 113] ; [25 59],[ 50.25806452 113.74193548] ; [25.74193548 58.25806452],0
b3,1,0.829043,0.046625,[ 51 113] ; [25 59],[ 50.25806452 113.74193548] ; [25.74193548 58.25806452],0
p1,1,0.869004,0.0272,[ 22 276] ; [ 11 147],[ 21.56578947 276.43421053] ; [ 11.43421053 146.56578947],0
v1,1,0.869006,0.027199,[138 158] ; [74 82],[138.83185841 157.16814159] ; [73.16814159 82.83185841],0
