Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000274,13.238591,[42 19] ; [51 75],[30.3368984 30.6631016] ; [62.6631016 63.3368984],1
u1,1,0.007563,7.134157,[26 37] ; [29 99],[18.14136126 44.85863874] ; [36.85863874 91.14136126],0
p4,1,0.009938,6.645971,[42 21] ; [60 68],[33.64397906 29.35602094] ; [68.35602094 59.64397906],0
p2,1,0.019918,5.419049,[52 11] ; [85 43],[45.18848168 17.81151832] ; [91.81151832 36.18848168],0
u2,1,0.021947,5.25,[9 1] ; [12 13],[6. 4.] ; [15. 10.],0
s5,1,0.034998,4.445264,[29 28] ; [43 82],[22.54945055 34.45054945] ; [49.45054945 75.54945055],0
a4,1,0.038512,4.282243,[41 22] ; [63 65],[34.30366492 28.69633508] ; [69.69633508 58.30366492],0
p9,1,0.045722,3.99181,[58  5] ; [102  24],[53.33333333  9.66666667] ; [106.66666667  19.33333333],0
d2,1,0.049309,3.864811,[45 18] ; [72 55],[38.79473684 24.20526316] ; [78.20526316 48.79473684],0
a2,1,0.054802,3.688113,[27 36] ; [37 91],[21.10994764 41.89005236] ; [42.89005236 85.10994764],0
p10,1,0.059893,3.540356,[55  8] ; [96 31],[50.06842105 12.93157895] ; [100.93157895  26.06842105],0
a8,1,0.072815,3.218401,[ 5 50] ; [23 92],[ 9.05882353 45.94117647] ; [18.94117647 96.05882353],0
n2,1,0.095346,2.781711,[11  9] ; [29  9],[13.79310345  6.20689655] ; [26.20689655 11.79310345],0
b3,1,0.104235,2.639518,[27 24] ; [37 58],[22.35616438 28.64383562] ; [41.64383562 53.35616438],0
b2,1,0.104235,2.639518,[27 24] ; [37 58],[22.35616438 28.64383562] ; [41.64383562 53.35616438],0
u3,1,0.110058,2.553393,[9 1] ; [17 10],[7.02702703 2.97297297] ; [18.97297297  8.02702703],0
a6,1,0.128583,2.309533,[48 15] ; [83 44],[43.43684211 19.56315789] ; [87.56315789 39.43684211],0
