Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,143.26296,[255  33] ; [27 74],[208.781491  79.218509] ; [73.218509 27.781491],1
s6,1,0.0,38.050885,[260  25] ; [66 35],[240.69948187  44.30051813] ; [85.30051813 15.69948187],1
s7,1,9e-06,19.662713,[230  46] ; [59 37],[214.41935484  61.58064516] ; [74.58064516 21.41935484],1
s5,1,0.018417,5.55604,[131 139] ; [34 64],[121.05978261 148.94021739] ; [43.94021739 54.05978261],0
s4,1,0.021625,5.27574,[ 65 222] ; [12 88],[ 57.10335917 229.89664083] ; [19.89664083 80.10335917],0
n1,1,0.025644,4.97989,[34 30] ; [ 6 17],[29.42528736 34.57471264] ; [10.57471264 12.42528736],0
r2,1,0.028841,4.7771,[279   5] ; [94  6],[275.86458333   8.13541667] ; [97.13541667  2.86458333],0
n2,1,0.038255,4.293654,[52 14] ; [13 10],[48.20224719 17.79775281] ; [16.79775281  6.20224719],0
n5,1,0.06958,3.292898,[234  53] ; [73 27],[227.67183463  59.32816537] ; [79.32816537 20.67183463],0
p1,1,0.108149,2.58107,[ 33 253] ; [ 6 95],[ 28.82170543 257.17829457] ; [10.17829457 90.82170543],0
n3,1,0.112819,2.514286,[48 18] ; [12 10],[45. 21.] ; [15.  7.],0
p12,1,0.126353,2.33675,[ 36 250] ; [ 7 93],[ 31.86010363 254.13989637] ; [11.13989637 88.86010363],0
a6,1,0.148935,2.083126,[196  91] ; [61 40],[190.10051546  96.89948454] ; [66.89948454 34.10051546],0
d1,1,0.215197,1.536117,[199  89] ; [63 38],[193.97429306  94.02570694] ; [68.02570694 32.97429306],0
n6,1,0.222645,1.48724,[254  32] ; [85 16],[250.52713178  35.47286822] ; [88.47286822 12.52713178],0
u2,1,0.23752,1.395254,[37 22] ; [19  6],[39.33333333 19.66666667] ; [16.66666667  8.33333333],0
p11,1,0.244763,1.352953,[235  53] ; [77 24],[230.99228792  57.00771208] ; [81.00771208 19.99228792],0
s1,1,0.254746,1.297086,[ 13 272] ; [ 2 98],[ 11.1038961 273.8961039] ; [ 3.8961039 96.1038961],0
p2,1,0.279243,1.170769,[246  41] ; [82 19],[242.6185567  44.3814433] ; [85.3814433 15.6185567],0
v3,1,0.296415,1.090252,[123 151] ; [50 48],[127.42473118 146.57526882] ; [45.57526882 52.42473118],0
p5,1,0.374627,0.78826,[ 47 236] ; [13 88],[ 44.21875 238.78125] ; [15.78125 85.21875],0
b5,1,0.375033,0.786919,[168 120] ; [64 37],[171.76349614 116.23650386] ; [60.23650386 40.76349614],0
a3,1,0.378652,0.775073,[228  59] ; [76 25],[224.86597938  62.13402062] ; [79.13402062 21.86597938],0
p10,1,0.379403,0.772636,[251  33] ; [85 15],[248.5  35.5] ; [87.5 12.5],0
u3,1,0.389519,0.740444,[44 16] ; [16  9],[42.35294118 17.64705882] ; [17.64705882  7.35294118],0
d4,1,0.425109,0.636148,[248  39] ; [84 17],[245.57731959  41.42268041] ; [86.42268041 14.57731959],0
a2,1,0.432716,0.615521,[ 80 208] ; [24 77],[ 76.99742931 211.00257069] ; [27.00257069 73.99742931],0
b4,1,0.468533,0.525433,[162 126] ; [61 40],[165.10025707 122.89974293] ; [57.89974293 43.10025707],0
p9,1,0.503759,0.447008,[261  25] ; [89 11],[259.32642487  26.67357513] ; [90.67357513  9.32642487],0
p8,1,0.505897,0.442545,[168 117] ; [54 44],[165.19582245 119.80417755] ; [56.80417755 41.19582245],0
p6,1,0.537262,0.380639,[129 155] ; [49 51],[131.64583333 152.35416667] ; [46.35416667 53.64583333],0
b1,1,0.550175,0.357004,[121 167] ; [39 62],[118.45758355 169.54241645] ; [41.54241645 59.45758355],0
a5,1,0.562995,0.334545,[226  62] ; [82 19],[228.03084833  59.96915167] ; [79.96915167 21.03084833],0
d3,1,0.587355,0.294495,[205  83] ; [69 32],[202.85861183  85.14138817] ; [71.14138817 29.85861183],0
b2,1,0.590072,0.290231,[ 84 113] ; [32 37],[ 85.90977444 111.09022556] ; [30.09022556 38.90977444],0
b3,1,0.590072,0.290231,[ 84 113] ; [32 37],[ 85.90977444 111.09022556] ; [30.09022556 38.90977444],0
