Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.678111,[ 5 23] ; [73 19],[18.2  9.8] ; [59.8 32.2],1
r3,1,0.0,27.082372,[12 16] ; [82 10],[21.93333333  6.06666667] ; [72.06666667 19.93333333],1
p2,1,1.2e-05,19.166925,[ 7 20] ; [66 25],[16.70338983 10.29661017] ; [56.29661017 34.70338983],1
p11,1,2.8e-05,17.576239,[ 5 23] ; [58 34],[14.7 13.3] ; [48.3 43.7],1
r2,1,0.000155,14.308129,[16 11] ; [83  9],[22.46218487  4.53781513] ; [76.53781513 15.46218487],1
p10,1,0.001192,10.503331,[ 6 21] ; [52 38],[13.38461538 13.61538462] ; [44.61538462 45.38461538],0
p9,1,0.002537,9.113742,[ 9 18] ; [60 31],[15.78813559 11.21186441] ; [53.21186441 37.78813559],0
s6,1,0.002798,8.934465,[ 4 24] ; [42 50],[10.73333333 17.26666667] ; [35.26666667 56.73333333],0
n3,1,0.003445,8.555445,[ 5 10] ; [22  6],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
r1,1,0.003864,8.346659,[12 16] ; [66 25],[18.35294118  9.64705882] ; [59.64705882 31.35294118],0
d5,1,0.006552,7.391835,[13 15] ; [68 24],[18.9  9.1] ; [62.1 29.9],0
a1,1,0.010227,6.594937,[ 6 22] ; [ 5 87],[ 2.56666667 25.43333333] ; [ 8.43333333 83.56666667],0
d3,1,0.011689,6.357486,[ 9 19] ; [54 37],[14.82352941 13.17647059] ; [48.17647059 42.82352941],0
u2,1,0.01312,6.152861,[ 4 10] ; [23 11],[7.875 6.125] ; [19.125 14.875],0
p7,1,0.023348,5.142462,[ 7 21] ; [43 44],[12.17391304 15.82608696] ; [37.82608696 49.17391304],0
s8,1,0.033711,4.509317,[ 1 27] ; [19 73],[ 4.66666667 23.33333333] ; [15.33333333 76.66666667],0
b5,1,0.034454,4.47205,[12 16] ; [60 32],[16.8 11.2] ; [55.2 36.8],0
v2,1,0.041165,4.16922,[ 6 21] ; [38 48],[10.51327434 16.48672566] ; [33.48672566 52.51327434],0
s2,1,0.043377,4.080661,[ 3 25] ; [27 64],[ 7.05882353 20.94117647] ; [22.94117647 68.05882353],0
a6,1,0.044835,4.024845,[13 15] ; [62 30],[17.5 10.5] ; [57.5 34.5],0
p4,1,0.046906,3.94875,[ 6 22] ; [38 52],[10.44067797 17.55932203] ; [33.55932203 56.44067797],0
v1,1,0.067256,3.348759,[ 6 22] ; [36 53],[10.05128205 17.94871795] ; [31.94871795 57.05128205],0
d4,1,0.089971,2.874889,[16 12] ; [68 24],[19.6  8.4] ; [64.4 27.6],0
n2,1,0.092393,2.832184,[7 8] ; [21  8],[9.54545455 5.45454545] ; [18.45454545 10.54545455],0
s3,1,0.092841,2.824412,[ 7 20] ; [40 51],[10.75423729 16.24576271] ; [36.24576271 54.75423729],0
p3,1,0.117399,2.451684,[ 5 23] ; [30 60],[ 8.30508475 19.69491525] ; [26.69491525 63.30508475],0
