Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,59.799485,[158  83] ; [ 6 54],[131.3089701 109.6910299] ; [32.6910299 27.3089701],1
a5,1,0.0,34.766039,[195  46] ; [26 34],[176.94684385  64.05315615] ; [44.05315615 15.94684385],1
r4,1,1e-06,23.162131,[225  16] ; [43 17],[214.57807309  26.42192691] ; [53.42192691  6.57807309],1
d4,1,3e-06,22.022994,[205  36] ; [34 25],[191.99666667  49.00333333] ; [47.00333333 11.99666667],1
n4,1,5e-06,20.694743,[189  50] ; [30 30],[175.05351171  63.94648829] ; [43.94648829 16.05351171],1
p10,1,8e-06,20.037106,[208  32] ; [37 23],[196.  44.] ; [49. 11.],1
r3,1,1.3e-05,19.080106,[234   6] ; [50 10],[227.2  12.8] ; [56.8  3.2],1
r1,1,3e-05,17.449106,[200  37] ; [36 24],[188.32323232  48.67676768] ; [47.67676768 12.32323232],1
r2,1,0.000126,14.695572,[224  12] ; [47 12],[216.8  19.2] ; [54.2  4.8],1
d3,1,0.000288,13.148304,[172  69] ; [28 32],[160.13289037  80.86710963] ; [39.86710963 20.13289037],1
n5,1,0.000691,11.513262,[183  55] ; [33 27],[172.51006711  65.48993289] ; [43.48993289 16.51006711],1
v2,1,0.002014,9.536353,[144  85] ; [23 34],[133.71678322  95.28321678] ; [33.28321678 23.71678322],0
a7,1,0.002113,9.448334,[181  60] ; [33 27],[171.34219269  69.65780731] ; [42.65780731 17.34219269],0
a6,1,0.002262,9.323812,[174  67] ; [31 29],[164.13621262  76.86378738] ; [40.86378738 19.13621262],0
n6,1,0.007885,7.059494,[201  36] ; [42 18],[193.90909091  43.09090909] ; [49.09090909 10.90909091],0
p9,1,0.010226,6.595062,[204  35] ; [42 17],[197.29530201  41.70469799] ; [48.70469799 10.29530201],0
a4,1,0.015837,5.820906,[105 135] ; [16 44],[ 96.8 143.2] ; [24.2 35.8],0
a2,1,0.017182,5.677691,[ 58 183] ; [ 6 54],[ 51.24252492 189.75747508] ; [12.75747508 47.24252492],0
d2,1,0.021747,5.265931,[116 125] ; [19 41],[108.089701 132.910299] ; [26.910299 33.089701],0
v4,1,0.024664,5.047353,[230   8] ; [52  6],[226.74324324  11.25675676] ; [55.25675676  2.74324324],0
a3,1,0.027415,4.864456,[178  63] ; [35 24],[171.11  69.89] ; [41.89 17.11],0
a8,1,0.042735,4.105864,[ 41 180] ; [ 4 51],[ 36.0326087 184.9673913] ; [ 8.9673913 46.0326087],0
b1,1,0.046346,3.968974,[ 83 158] ; [29 31],[ 89.6744186 151.3255814] ; [22.3255814 37.6744186],0
p11,1,0.056893,3.62572,[199  42] ; [43 17],[193.76079734  47.23920266] ; [48.23920266 11.76079734],0
s6,1,0.058432,3.581352,[156  81] ; [31 28],[149.72635135  87.27364865] ; [37.27364865 21.72635135],0
u1,1,0.068689,3.314064,[ 38 203] ; [ 4 56],[ 33.62790698 207.37209302] ; [ 8.37209302 51.62790698],0
p2,1,0.091442,2.848801,[215  25] ; [49 11],[211.2  28.8] ; [52.8  7.2],0
v3,1,0.100276,2.701146,[ 98 134] ; [18 41],[ 92.48109966 139.51890034] ; [23.51890034 35.48109966],0
s7,1,0.135972,2.222958,[108 123] ; [20 36],[103.02439024 127.97560976] ; [24.97560976 31.02439024],0
p8,1,0.138924,2.189841,[145  94] ; [29 29],[140.02020202  98.97979798] ; [33.97979798 24.02020202],0
p3,1,0.175129,1.83848,[128 113] ; [26 34],[123.30232558 117.69767442] ; [30.69767442 29.30232558],0
s5,1,0.181176,1.787953,[ 77 162] ; [14 46],[ 72.73913043 166.26086957] ; [18.26086957 41.73913043],0
s1,1,0.216715,1.525993,[  5 232] ; [ 3 57],[  6.38383838 230.61616162] ; [ 1.61616162 58.38383838],0
p12,1,0.359111,0.841001,[ 10 231] ; [ 1 59],[  8.80730897 232.19269103] ; [ 2.19269103 57.80730897],0
s8,1,0.363473,0.825859,[101 139] ; [21 38],[ 97.9264214 142.0735786] ; [24.0735786 34.9264214],0
n2,1,0.380397,0.769419,[38  9] ; [12  5],[36.71875 10.28125] ; [13.28125  3.71875],0
s2,1,0.470231,0.521434,[112 127] ; [25 35],[109.5083612 129.4916388] ; [27.4916388 32.5083612],0
b4,1,0.471004,0.519619,[129 112] ; [29 31],[126.50498339 114.49501661] ; [31.49501661 28.50498339],0
n3,1,0.509206,0.435699,[39  9] ; [15  2],[39.87692308  8.12307692] ; [14.12307692  2.87692308],0
b3,1,0.525987,0.402138,[ 44 102] ; [10 30],[ 42.38709677 103.61290323] ; [11.61290323 28.38709677],0
b2,1,0.525987,0.402138,[ 44 102] ; [10 30],[ 42.38709677 103.61290323] ; [11.61290323 28.38709677],0
p1,1,0.58012,0.306041,[ 12 227] ; [ 2 58],[ 11.19063545 227.80936455] ; [ 2.80936455 57.19063545],0
p4,1,0.582906,0.301561,[138 103] ; [32 28],[136.11295681 104.88704319] ; [33.88704319 26.11295681],0
s3,1,0.597381,0.278965,[131 105] ; [35 24],[132.8 103.2] ; [33.2 25.8],0
u2,1,0.60777,0.263435,[33 28] ; [11 12],[31.95238095 29.04761905] ; [12.04761905 10.95238095],0
u3,1,0.728796,0.12022,[31 31] ; [11 13],[30.27906977 31.72093023] ; [11.72093023 12.27906977],0
s4,1,0.744125,0.106534,[ 36 204] ; [ 8 52],[ 35.2 204.8] ; [ 8.8 51.2],0
v1,1,0.746897,0.104157,[118 115] ; [28 30],[116.90034364 116.09965636] ; [29.09965636 28.90034364],0
n1,1,0.76824,0.086835,[15 30] ; [ 5 12],[14.51612903 30.48387097] ; [ 5.48387097 11.51612903],0
b5,1,0.79606,0.066796,[141 100] ; [34 26],[140.11627907 100.88372093] ; [34.88372093 25.11627907],0
u4,1,0.79846,0.065199,[  3 238] ; [ 1 59],[  3.20265781 237.79734219] ; [ 0.79734219 59.20265781],0
a1,1,0.861478,0.030448,[  7 234] ; [ 2 58],[  7.20598007 233.79401993] ; [ 1.79401993 58.20598007],0
p5,1,0.874673,0.024877,[ 18 222] ; [ 4 54],[ 17.71812081 222.28187919] ; [ 4.28187919 53.71812081],0
