Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,37.400929,[172  61] ; [63 85],[143.71391076  89.28608924] ; [91.28608924 56.71391076],1
v3,1,1e-06,24.851952,[134  99] ; [ 46 101],[110.36842105 122.63157895] ; [69.63157895 77.36842105],1
p10,1,8.9e-05,15.356492,[219  16] ; [119  30],[206.84895833  28.15104167] ; [131.15104167  17.84895833],1
n5,1,0.000431,12.392173,[215  22] ; [116  33],[203.23056995  33.76943005] ; [127.76943005  21.23056995],1
d5,1,0.000759,11.338831,[211  25] ; [115  35],[199.31606218  36.68393782] ; [126.68393782  23.31606218],1
d1,1,0.003345,8.60915,[163  74] ; [81 69],[149.42635659  87.57364341] ; [94.57364341 55.42635659],0
b5,1,0.00857,6.910361,[146  91] ; [72 78],[133.50387597 103.49612403] ; [84.49612403 65.50387597],0
s8,1,0.009857,6.660508,[135 100] ; [65 83],[122.7154047 112.2845953] ; [77.2845953 70.7154047],0
p9,1,0.010506,6.547019,[220  16] ; [127  22],[212.70649351  23.29350649] ; [134.29350649  14.70649351],0
n2,1,0.013718,6.074066,[25  3] ; [21 13],[20.77419355  7.22580645] ; [25.22580645  8.77419355],0
d3,1,0.022243,5.226683,[176  61] ; [95 55],[165.96124031  71.03875969] ; [105.03875969  44.96124031],0
a7,1,0.04331,4.083256,[181  55] ; [101  49],[172.41450777  63.58549223] ; [109.58549223  40.41450777],0
d4,1,0.045305,4.007237,[204  32] ; [118  32],[196.87046632  39.12953368] ; [125.12953368  24.87046632],0
n1,1,0.050092,3.838371,[16 12] ; [11 23],[12.19354839 15.80645161] ; [14.80645161 19.19354839],0
p2,1,0.052486,3.760215,[215  21] ; [127  23],[209.0984456  26.9015544] ; [132.9015544  17.0984456],0
p7,1,0.080392,3.056965,[189  45] ; [109  40],[182.06788512  51.93211488] ; [115.93211488  33.06788512],0
r2,1,0.080448,3.055835,[228   7] ; [138  10],[224.5691906  10.4308094] ; [141.4308094   6.5691906],0
u4,1,0.084953,2.967492,[  8 229] ; [  1 149],[  5.51162791 231.48837209] ; [  3.48837209 146.51162791],0
r4,1,0.088036,2.90993,[223  14] ; [134  16],[218.62790698  18.37209302] ; [138.37209302  11.62790698],0
a3,1,0.090318,2.868696,[184  51] ; [106  44],[177.01298701  57.98701299] ; [112.98701299  37.01298701],0
a5,1,0.103015,2.658239,[192  45] ; [111  39],[185.55813953  51.44186047] ; [117.44186047  32.55813953],0
