Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,37.400929,[172  61] ; [63 85],[143.71391076  89.28608924] ; [91.28608924 56.71391076],1
u3,1,0.131453,2.275261,[34 19] ; [21 22],[30.36458333 22.63541667] ; [24.63541667 18.36458333],0
r3,1,0.134719,2.237266,[230   7] ; [139   9],[227.15064935   9.84935065] ; [141.84935065   6.15064935],0
p12,1,0.146387,2.1095,[ 32 203] ; [ 13 136],[ 27.5390625 207.4609375] ; [ 17.4609375 131.5390625],0
p11,1,0.157526,1.997813,[204  33] ; [121  29],[199.03100775  37.96899225] ; [125.96899225  24.03100775],0
s7,1,0.169191,1.890101,[138  85] ; [77 64],[131.71703297  91.28296703] ; [83.28296703 57.71703297],0
p8,1,0.212848,1.55195,[165  69] ; [96 53],[159.46214099  74.53785901] ; [101.53785901  47.46214099],0
s2,1,0.230205,1.439596,[134 100] ; [76 73],[128.30287206 105.69712794] ; [81.69712794 67.30287206],0
p1,1,0.232904,1.42304,[ 25 211] ; [ 22 128],[ 28.7357513 207.2642487] ; [ 18.2642487 131.7357513],0
n4,1,0.239479,1.383659,[209  28] ; [126  24],[205.15503876  31.84496124] ; [129.84496124  20.15503876],0
a8,1,0.250319,1.32152,[ 32 179] ; [ 15 123],[ 28.41547278 182.58452722] ; [ 18.58452722 119.41547278],0
b2,1,0.26475,1.243749,[68 91] ; [32 58],[63.85542169 95.14457831] ; [36.14457831 53.85542169],0
b3,1,0.26475,1.243749,[68 91] ; [32 58],[63.85542169 95.14457831] ; [36.14457831 53.85542169],0
d2,1,0.276385,1.184779,[128 109] ; [72 77],[122.79792746 114.20207254] ; [77.20207254 71.79792746],0
a6,1,0.282123,1.156834,[168  68] ; [99 51],[163.24352332  72.75647668] ; [103.75647668  46.24352332],0
a2,1,0.310378,1.029067,[ 68 169] ; [ 36 114],[ 63.68992248 173.31007752] ; [ 40.31007752 109.68992248],0
s5,1,0.350023,0.873375,[ 99 127] ; [56 88],[ 94.67567568 131.32432432] ; [60.32432432 83.67567568],0
p5,1,0.35344,0.861068,[ 50 186] ; [ 26 124],[ 46.46632124 189.53367876] ; [ 29.53367876 120.46632124],0
a4,1,0.371109,0.799947,[118 118] ; [68 82],[113.72020725 122.27979275] ; [72.27979275 77.72020725],0
r1,1,0.378717,0.774864,[195  42] ; [118  32],[191.68217054  45.31782946] ; [121.31782946  28.68217054],0
p4,1,0.403247,0.698623,[199  38] ; [121  29],[195.96899225  41.03100775] ; [124.03100775  25.96899225],0
u1,1,0.456916,0.553438,[ 60 177] ; [ 33 117],[ 56.95348837 180.04651163] ; [ 36.04651163 113.95348837],0
p6,1,0.465225,0.533295,[121 111] ; [72 77],[117.52230971 114.47769029] ; [75.47769029 73.52230971],0
s4,1,0.497076,0.461174,[ 39 194] ; [ 29 120],[ 41.47643979 191.52356021] ; [ 26.52356021 122.47643979],0
s6,1,0.543618,0.368876,[171  61] ; [102  42],[168.44680851  63.55319149] ; [104.55319149  39.44680851],0
b4,1,0.614928,0.253061,[142  95] ; [86 64],[139.62790698  97.37209302] ; [88.37209302 61.62790698],0
b1,1,0.72992,0.119185,[ 99 138] ; [60 90],[ 97.37209302 139.62790698] ; [61.62790698 88.37209302],0
v4,1,0.738975,0.111029,[229   8] ; [143   6],[228.40414508   8.59585492] ; [143.59585492   5.40414508],0
s1,1,0.76073,0.092734,[  8 227] ; [  6 144],[  8.54545455 226.45454545] ; [  5.45454545 144.54545455],0
a1,1,0.762793,0.091092,[ 14 223] ; [ 10 140],[ 14.69767442 222.30232558] ; [  9.30232558 140.69767442],0
s3,1,0.796325,0.066619,[135 100] ; [87 61],[136.21409922  98.78590078] ; [85.78590078 62.21409922],0
u2,1,0.824349,0.049264,[26 26] ; [23 21],[26.54166667 25.45833333] ; [22.45833333 21.54166667],0
n3,1,0.843914,0.038766,[22  6] ; [26  8],[21.67741935  6.32258065] ; [26.32258065  7.67741935],0
