Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.962456,[54  6] ; [65 57],[39.23076923 20.76923077] ; [79.76923077 42.23076923],1
d4,1,0.14163,2.160162,[52  9] ; [91 29],[48.19337017 12.80662983] ; [94.80662983 25.19337017],0
d5,1,0.14163,2.160162,[52  9] ; [91 29],[48.19337017 12.80662983] ; [94.80662983 25.19337017],0
n6,1,0.1474,2.098952,[47 12] ; [84 37],[42.93888889 16.06111111] ; [88.06111111 32.93888889],0
d3,1,0.14775,2.09533,[45 16] ; [75 44],[40.66666667 20.33333333] ; [79.33333333 39.66666667],0
u3,1,0.193713,1.68915,[ 6 10] ; [27 21],[8.25 7.75] ; [24.75 23.25],0
p12,1,0.210563,1.567551,[ 2 58] ; [  1 121],[ 0.98901099 59.01098901] ; [  2.01098901 119.98901099],0
s1,1,0.223087,1.4844,[ 2 57] ; [ 10 112],[ 3.91160221 55.08839779] ; [  8.08839779 113.91160221],0
n3,1,0.230909,1.435251,[16  5] ; [25 16],[13.88709677  7.11290323] ; [27.11290323 13.88709677],0
p1,1,0.238686,1.38834,[ 7 53] ; [  8 114],[ 4.94505495 55.05494505] ; [ 10.05494505 111.94505495],0
v2,1,0.245384,1.349396,[34 27] ; [54 62],[30.32768362 30.67231638] ; [57.67231638 58.32768362],0
b1,1,0.295823,1.092929,[34 27] ; [58 64],[30.66666667 30.33333333] ; [61.33333333 60.66666667],0
a7,1,0.309496,1.032823,[41 20] ; [90 31],[43.90659341 17.09340659] ; [87.09340659 33.90659341],0
p7,1,0.342077,0.902632,[34 26] ; [60 62],[30.98901099 29.01098901] ; [63.01098901 58.98901099],0
d1,1,0.346185,0.887392,[35 26] ; [61 61],[32. 29.] ; [64. 58.],0
p3,1,0.364734,0.821527,[26 34] ; [44 77],[23.20441989 36.79558011] ; [46.79558011 74.20441989],0
v3,1,0.371018,0.800253,[23 37] ; [36 78],[20.34482759 39.65517241] ; [38.65517241 75.34482759],0
v4,1,0.449864,0.570994,[57  4] ; [109  12],[55.63736264  5.36263736] ; [110.36263736  10.63736264],0
p8,1,0.458152,0.550406,[18 42] ; [43 78],[20.22099448 39.77900552] ; [40.77900552 80.22099448],0
n5,1,0.482858,0.492402,[37 23] ; [68 53],[34.80662983 25.19337017] ; [70.19337017 50.80662983],0
n1,1,0.482864,0.492387,[ 9 11] ; [15 27],[ 7.74193548 12.25806452] ; [16.25806452 25.74193548],0
n4,1,0.486298,0.484707,[38 21] ; [72 50],[35.85635359 23.14364641] ; [74.14364641 47.85635359],0
p5,1,0.50713,0.439984,[ 5 55] ; [  7 115],[ 3.95604396 56.04395604] ; [  8.04395604 113.95604396],0
u2,1,0.517495,0.418883,[ 6 10] ; [22 25],[7.11111111 8.88888889] ; [20.88888889 26.11111111],0
a1,1,0.60914,0.261429,[ 2 59] ; [  6 116],[ 2.66666667 58.33333333] ; [  5.33333333 116.66666667],0
b3,1,0.662107,0.190974,[10 21] ; [17 44],[ 9.09782609 21.90217391] ; [17.90217391 43.09782609],0
b2,1,0.662107,0.190974,[10 21] ; [17 44],[ 9.09782609 21.90217391] ; [17.90217391 43.09782609],0
a2,1,0.715742,0.132609,[16 45] ; [29 93],[15. 46.] ; [30. 92.],0
u4,1,0.720731,0.127793,[ 1 60] ; [  3 119],[ 1.33333333 59.66666667] ; [  2.66666667 119.33333333],0
b5,1,0.738346,0.111585,[40 21] ; [83 39],[41. 20.] ; [82. 40.],0
p2,1,0.781853,0.076677,[43 17] ; [85 37],[42.1978022 17.8021978] ; [85.8021978 36.1978022],0
r1,1,0.829322,0.046471,[46 14] ; [91 30],[45.41436464 14.58563536] ; [91.58563536 29.41436464],0
a6,1,0.947818,0.004283,[37 24] ; [74 47],[37.2032967 23.7967033] ; [73.7967033 47.2032967],0
