Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,146.835258,[332  44] ; [23 62],[289.54446855  86.45553145] ; [65.45553145 19.54446855],1
n6,1,0.0,46.832878,[344  32] ; [53 31],[324.50434783  51.49565217] ; [72.49565217 11.50434783],1
s7,1,1.1e-05,19.404595,[214 146] ; [25 53],[196.43835616 163.56164384] ; [42.56164384 35.43835616],1
p11,1,1.1e-05,19.33144,[312  65] ; [52 33],[297.03030303  79.96969697] ; [66.96969697 18.03030303],1
p4,1,1.2e-05,19.155826,[263 111] ; [38 46],[245.79475983 128.20524017] ; [55.20524017 28.79475983],1
a5,1,4.9e-05,16.476829,[332  45] ; [60 25],[319.87878788  57.12121212] ; [72.12121212 12.87878788],1
a8,1,0.000332,12.882353,[ 56 271] ; [ 1 76],[ 46.13613861 280.86386139] ; [10.86386139 66.13613861],1
d2,1,0.000354,12.760111,[286  87] ; [49 36],[272.82751092 100.17248908] ; [62.17248908 22.82751092],1
p3,1,0.000357,12.743545,[214 160] ; [30 54],[199.2489083 174.7510917] ; [44.7510917 39.2489083],1
s8,1,0.000565,11.887709,[204 168] ; [29 56],[189.66301969 182.33698031] ; [43.33698031 41.66301969],1
p6,1,0.000737,11.393241,[160 213] ; [19 64],[146.41885965 226.58114035] ; [32.58114035 50.41885965],1
p10,1,0.001294,10.35126,[324  51] ; [59 23],[314.27789934  60.72210066] ; [68.72210066 13.27789934],0
a3,1,0.002131,9.433201,[311  64] ; [58 27],[300.81521739  74.18478261] ; [68.18478261 16.81521739],0
v3,1,0.002701,8.999336,[171 188] ; [23 56],[159.00913242 199.99086758] ; [34.99086758 44.00913242],0
a4,1,0.004164,8.210931,[236 140] ; [39 46],[224.29501085 151.70498915] ; [50.70498915 34.29501085],0
p7,1,0.005749,7.627352,[253 113] ; [43 38],[242.36241611 123.63758389] ; [53.63758389 27.36241611],0
p9,1,0.008815,6.859984,[328  45] ; [63 19],[320.53406593  52.46593407] ; [70.46593407 11.53406593],0
a2,1,0.010266,6.588118,[154 223] ; [22 63],[143.61904762 233.38095238] ; [32.38095238 52.61904762],0
u1,1,0.010792,6.499285,[124 253] ; [16 69],[114.24242424 262.75757576] ; [25.75757576 59.24242424],0
v1,1,0.018224,5.57453,[222 148] ; [37 44],[212.48337029 157.51662971] ; [46.51662971 34.48337029],0
p5,1,0.022412,5.213535,[ 52 322] ; [ 4 79],[ 45.82932166 328.17067834] ; [10.17067834 72.82932166],0
s2,1,0.047033,3.944196,[217 155] ; [39 45],[208.84210526 163.15789474] ; [47.15789474 36.84210526],0
p8,1,0.062763,3.462834,[218 153] ; [40 44],[210.36923077 160.63076923] ; [47.63076923 36.36923077],0
s6,1,0.06556,3.390827,[266 103] ; [52 32],[259.03311258 109.96688742] ; [58.96688742 25.03311258],0
a1,1,0.074417,3.182797,[ 22 355] ; [ 1 84],[ 18.76839827 358.23160173] ; [ 4.23160173 80.76839827],0
d5,1,0.077039,3.126293,[368   6] ; [81  4],[365.85185185   8.14814815] ; [83.14814815  1.85185185],0
n2,1,0.078562,3.094407,[48 19] ; [16 14],[44.20618557 22.79381443] ; [19.79381443 10.20618557],0
p12,1,0.080124,3.062383,[ 42 333] ; [ 4 79],[ 37.66375546 337.33624454] ; [ 8.33624454 74.66375546],0
p1,1,0.089407,2.885025,[ 35 342] ; [ 3 80],[ 31.14347826 345.85652174] ; [ 6.85652174 76.14347826],0
b1,1,0.13621,2.220263,[148 229] ; [26 59],[141.98701299 235.01298701] ; [32.01298701 52.98701299],0
p2,1,0.142995,2.145427,[323  53] ; [66 17],[318.65795207  57.34204793] ; [70.34204793 12.65795207],0
b5,1,0.143665,2.138259,[225 152] ; [58 27],[230.93290043 146.06709957] ; [52.06709957 32.93290043],0
r2,1,0.164468,1.932654,[368   5] ; [82  3],[366.48471616   6.51528384] ; [83.51528384  1.48471616],0
r4,1,0.170993,1.874213,[363  14] ; [79  6],[360.67965368  16.32034632] ; [81.32034632  3.67965368],0
s4,1,0.199723,1.644395,[ 57 312] ; [18 67],[ 60.95814978 308.04185022] ; [14.04185022 70.95814978],0
n1,1,0.205436,1.603298,[28 38] ; [ 9 22],[25.17525773 40.82474227] ; [11.82474227 19.17525773],0
u2,1,0.25033,1.321462,[40 25] ; [20  7],[42.39130435 22.60869565] ; [17.60869565  9.39130435],0
d3,1,0.259485,1.271502,[333  42] ; [79  6],[335.86956522  39.13043478] ; [76.13043478  8.86956522],0
s1,1,0.261847,1.258965,[ 13 358] ; [ 1 84],[ 11.39035088 359.60964912] ; [ 2.60964912 82.39035088],0
s3,1,0.307578,1.041047,[225 145] ; [46 38],[220.85903084 149.14096916] ; [50.14096916 33.85903084],0
u3,1,0.332434,0.939394,[42 24] ; [20  7],[44. 22.] ; [18.  9.],0
a7,1,0.367575,0.811847,[293  83] ; [70 15],[296.06941432  79.93058568] ; [66.93058568 18.06941432],0
r3,1,0.408797,0.682297,[363  11] ; [81  4],[361.77777778  12.22222222] ; [82.22222222  2.77777778],0
v4,1,0.540345,0.374902,[367   9] ; [81  3],[366.19130435   9.80869565] ; [81.80869565  2.19130435],0
n3,1,0.544813,0.366692,[48 18] ; [20 10],[46.75 19.25] ; [21.25  8.75],0
b4,1,0.586633,0.295634,[223 154] ; [53 32],[225.22077922 151.77922078] ; [50.77922078 34.22077922],0
s5,1,0.709934,0.138343,[138 225] ; [29 52],[136.53378378 226.46621622] ; [30.46621622 50.53378378],0
a6,1,0.764488,0.089756,[283  91] ; [63 22],[281.92592593  92.07407407] ; [64.07407407 20.92592593],0
b2,1,0.845504,0.03797,[100 152] ; [16 26],[ 99.42857143 152.57142857] ; [16.57142857 25.42857143],0
b3,1,0.845504,0.03797,[100 152] ; [16 26],[ 99.42857143 152.57142857] ; [16.57142857 25.42857143],0
v2,1,0.880218,0.022708,[228 140] ; [47 30],[227.41573034 140.58426966] ; [47.58426966 29.41573034],0
