Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001436,10.1591,[30 38] ; [23  6],[37.15463918 30.84536082] ; [15.84536082 13.15463918],0
p8,1,0.032145,4.590731,[22 47] ; [15 12],[26.59375 42.40625] ; [10.40625 16.59375],0
n4,1,0.038912,4.264717,[43 27] ; [24  5],[47.37373737 22.62626263] ; [19.62626263  9.37373737],0
s2,1,0.041499,4.155537,[41 30] ; [23  6],[45.44 25.56] ; [18.56 10.44],0
s7,1,0.063643,3.439803,[34 36] ; [20  9],[38.18181818 31.81818182] ; [15.81818182 13.18181818],0
a4,1,0.065533,3.391497,[25 46] ; [16 13],[29.11 41.89] ; [11.89 17.11],0
r4,1,0.069496,3.294887,[59 12] ; [28  1],[61.77  9.23] ; [25.23  3.77],0
n6,1,0.07652,3.137314,[54 15] ; [27  2],[57.03061224 11.96938776] ; [23.96938776  5.03061224],0
a5,1,0.097693,2.742812,[47 24] ; [24  5],[50.41 20.59] ; [20.59  8.41],0
s8,1,0.107262,2.594105,[31 39] ; [18 11],[34.64646465 35.35353535] ; [14.35353535 14.64646465],0
u2,1,0.111666,2.530481,[ 6 14] ; [5 3],[ 7.85714286 12.14285714] ; [3.14285714 4.85714286],0
p1,1,0.129141,2.302803,[ 5 65] ; [ 5 24],[ 7.07070707 62.92929293] ; [ 2.92929293 26.07070707],0
d4,1,0.133538,2.250883,[62  9] ; [21  7],[59.52525253 11.47474747] ; [23.47474747  4.52525253],0
u1,1,0.155993,2.012651,[ 9 62] ; [ 7 22],[11.36 59.64] ; [ 4.64 24.36],0
n1,1,0.160581,1.96875,[15  9] ; [1 3],[13.71428571 10.28571429] ; [2.28571429 1.71428571],0
b1,1,0.176053,1.830631,[24 47] ; [14 15],[26.98 44.02] ; [11.02 17.98],0
n5,1,0.195346,1.676835,[43 26] ; [22  7],[45.76530612 23.23469388] ; [19.23469388  9.76530612],0
a7,1,0.207407,1.589437,[41 30] ; [20  8],[43.74747475 27.25252525] ; [17.25252525 10.74747475],0
p3,1,0.208431,1.582293,[18 53] ; [11 18],[20.59 50.41] ; [ 8.41 20.59],0
r3,1,0.223712,1.4804,[62  8] ; [27  1],[63.57142857  6.42857143] ; [25.42857143  2.57142857],0
p2,1,0.292495,1.108101,[56 15] ; [20  9],[53.96 17.04] ; [22.04  6.96],0
p11,1,0.298085,1.082742,[49 22] ; [23  6],[51.12 19.88] ; [20.88  8.12],0
s1,1,0.344821,0.892424,[ 2 69] ; [ 2 27],[ 2.84 68.16] ; [ 1.16 27.84],0
s3,1,0.358118,0.844481,[45 25] ; [20  7],[46.90721649 23.09278351] ; [18.09278351  8.90721649],0
s6,1,0.363756,0.824883,[54 15] ; [25  4],[55.62244898 13.37755102] ; [23.37755102  5.62244898],0
b5,1,0.387692,0.74617,[41 30] ; [14 15],[39.05 31.95] ; [15.95 13.05],0
a6,1,0.396259,0.719649,[39 32] ; [18 10],[40.87878788 30.12121212] ; [16.12121212 11.87878788],0
r1,1,0.396293,0.719547,[56 15] ; [25  4],[57.51 13.49] ; [23.49  5.51],0
a2,1,0.402578,0.700612,[12 59] ; [ 7 22],[13.49 57.51] ; [ 5.51 23.49],0
v1,1,0.436318,0.605947,[34 34] ; [17 12],[35.75257732 32.24742268] ; [15.24742268 13.75257732],0
p7,1,0.447858,0.576066,[37 31] ; [17 10],[38.65263158 29.34736842] ; [15.34736842 11.65263158],0
b2,1,0.503854,0.446809,[19 28] ; [8 8],[20.14285714 26.85714286] ; [6.85714286 9.14285714],0
b3,1,0.503854,0.446809,[19 28] ; [8 8],[20.14285714 26.85714286] ; [6.85714286 9.14285714],0
d3,1,0.508523,0.437105,[34 37] ; [16 13],[35.5 35.5] ; [14.5 14.5],0
a8,1,0.552592,0.352693,[12 53] ; [ 3 20],[11.07954545 53.92045455] ; [ 3.92045455 19.07954545],0
b4,1,0.55392,0.350342,[42 29] ; [19 10],[43.31 27.69] ; [17.69 11.31],0
p10,1,0.555352,0.347817,[55 16] ; [24  5],[56.09 14.91] ; [22.91  6.09],0
a1,1,0.578112,0.309297,[ 3 68] ; [ 2 27],[ 3.55 67.45] ; [ 1.45 27.55],0
p5,1,0.580685,0.305129,[ 5 66] ; [ 3 26],[ 5.68 65.32] ; [ 2.32 26.68],0
p12,1,0.584694,0.298707,[ 7 63] ; [ 4 25],[ 7.77777778 62.22222222] ; [ 3.22222222 25.77777778],0
p6,1,0.585788,0.29697,[16 54] ; [ 5 23],[15. 55.] ; [ 6. 22.],0
d5,1,0.591508,0.287995,[55 16] ; [21  8],[53.96 17.04] ; [22.04  6.96],0
p9,1,0.642238,0.215827,[56 13] ; [23  4],[56.78125 12.21875] ; [22.21875  4.78125],0
d2,1,0.701559,0.146856,[35 36] ; [15 13],[35.85858586 35.14141414] ; [14.14141414 13.85858586],0
a3,1,0.72072,0.127804,[50 20] ; [21  7],[50.71428571 19.28571429] ; [20.28571429  7.71428571],0
d1,1,0.727638,0.121292,[34 37] ; [15 14],[34.79 36.21] ; [14.21 14.79],0
s4,1,0.727981,0.120974,[19 50] ; [ 7 22],[18.30612245 50.69387755] ; [ 7.69387755 21.30612245],0
n3,1,0.775732,0.081159,[17  6] ; [4 1],[17.25  5.75] ; [3.75 1.25],0
u3,1,0.793475,0.06854,[12  9] ; [5 3],[12.31034483  8.68965517] ; [4.68965517 3.31034483],0
