Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.47112,[19 23] ; [71 12],[30.24 11.76] ; [59.76 23.24],1
b5,1,0.22693,1.46,[28 14] ; [46 37],[24.864 17.136] ; [49.136 33.864],0
v3,1,0.242472,1.366165,[ 7 34] ; [20 55],[ 9.54310345 31.45689655] ; [17.45689655 57.54310345],0
a2,1,0.256942,1.285159,[ 2 40] ; [ 9 74],[ 3.696 38.304] ; [ 7.304 75.696],0
p4,1,0.279251,1.170732,[11 30] ; [30 52],[13.66666667 27.33333333] ; [27.33333333 54.66666667],0
p1,1,0.301044,1.069565,[ 4 37] ; [ 4 78],[ 2.66666667 38.33333333] ; [ 5.33333333 76.66666667],0
u1,1,0.310071,1.030373,[ 4 38] ; [ 4 79],[ 2.688 39.312] ; [ 5.312 77.688],0
p2,1,0.322592,0.978409,[27 14] ; [61 21],[29.33333333 11.66666667] ; [58.66666667 23.33333333],0
b2,1,0.329884,0.949354,[10 16] ; [12 32],[ 8.17142857 17.82857143] ; [13.82857143 30.17142857],0
b3,1,0.329884,0.949354,[10 16] ; [12 32],[ 8.17142857 17.82857143] ; [13.82857143 30.17142857],0
b1,1,0.331441,0.943258,[20 22] ; [32 51],[17.472 24.528] ; [34.528 48.472],0
n3,1,0.33355,0.935065,[8 6] ; [16  6],[9.33333333 4.66666667] ; [14.66666667  7.33333333],0
s3,1,0.351302,0.868749,[12 27] ; [19 64],[ 9.90983607 29.09016393] ; [21.09016393 61.90983607],0
p7,1,0.365615,0.818513,[17 23] ; [42 40],[19.3442623 20.6557377] ; [39.6557377 42.3442623],0
a7,1,0.386861,0.748785,[26 15] ; [59 24],[28.10483871 12.89516129] ; [56.89516129 26.10483871],0
p8,1,0.419829,0.650794,[12 29] ; [30 52],[14. 27.] ; [28. 54.],0
s8,1,0.436462,0.605566,[ 6 36] ; [ 8 75],[ 4.704 37.296] ; [ 9.296 73.704],0
d2,1,0.629712,0.232451,[16 26] ; [28 55],[14.784 27.216] ; [29.216 53.784],0
p3,1,0.674204,0.176724,[11 30] ; [25 57],[12. 29.] ; [24. 58.],0
n2,1,0.699454,0.149041,[7 7] ; [13 10],[7.56756757 6.43243243] ; [12.43243243 10.56756757],0
s7,1,0.700688,0.147757,[ 7 34] ; [15 60],[ 7.77586207 33.22413793] ; [14.22413793 60.77586207],0
p5,1,0.719261,0.129202,[ 1 40] ; [ 3 79],[ 1.33333333 39.66666667] ; [ 2.66666667 79.33333333],0
u2,1,0.767226,0.087619,[11 10] ; [12 13],[10.5 10.5] ; [12.5 12.5],0
p10,1,0.795412,0.067231,[19 21] ; [41 41],[19.67213115 20.32786885] ; [40.32786885 41.67213115],0
s1,1,0.809253,0.058269,[ 3 39] ; [ 5 78],[ 2.688 39.312] ; [ 5.312 77.688],0
p6,1,0.814052,0.05532,[ 7 32] ; [16 65],[ 7.475 31.525] ; [15.525 65.475],0
p9,1,0.883367,0.021522,[23 17] ; [46 36],[22.62295082 17.37704918] ; [46.37704918 35.62295082],0
a8,1,0.970282,0.001388,[ 3 37] ; [ 6 72],[ 3.05084746 36.94915254] ; [ 5.94915254 72.05084746],0
u3,1,0.979446,0.000664,[10 11] ; [12 13],[10.04347826 10.95652174] ; [11.95652174 13.04347826],0
a1,1,0.992103,9.8e-05,[ 1 41] ; [ 2 81],[ 1.008 40.992] ; [ 1.992 81.008],0
