Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001761,9.783628,[ 9 19] ; [11  2],[13.65853659 14.34146341] ; [6.34146341 6.65853659],0
s7,1,0.004249,8.174354,[ 4 24] ; [7 5],[ 7.7 20.3] ; [3.3 8.7],0
b3,1,0.004618,8.023392,[ 6 13] ; [8 1],[9.5 9.5] ; [4.5 4.5],0
b2,1,0.004618,8.023392,[ 6 13] ; [8 1],[9.5 9.5] ; [4.5 4.5],0
u1,1,0.011163,6.439257,[ 2 27] ; [5 8],[ 4.83333333 24.16666667] ; [ 2.16666667 10.83333333],0
a2,1,0.011163,6.439257,[ 2 27] ; [5 8],[ 4.83333333 24.16666667] ; [ 2.16666667 10.83333333],0
p6,1,0.011726,6.351794,[ 6 22] ; [8 5],[ 9.56097561 18.43902439] ; [4.43902439 8.56097561],0
a5,1,0.029023,4.766219,[17 12] ; [12  1],[20.02380952  8.97619048] ; [8.97619048 4.02380952],0
p3,1,0.041799,4.14333,[12 16] ; [10  3],[15.02439024 12.97560976] ; [6.97560976 6.02439024],0
n4,1,0.067915,3.332701,[19 10] ; [12  1],[21.4047619  7.5952381] ; [9.5952381 3.4047619],0
p7,1,0.071108,3.257256,[15 12] ; [11  2],[17.55  9.45] ; [8.45 4.55],0
n5,1,0.098514,2.729443,[17 12] ; [11  2],[19.33333333  9.66666667] ; [8.66666667 4.33333333],0
p4,1,0.115921,2.471586,[12 16] ; [9 4],[14.34146341 13.65853659] ; [6.65853659 6.34146341],0
a3,1,0.183083,1.77242,[18 10] ; [11  2],[19.80487805  8.19512195] ; [9.19512195 3.80487805],0
v3,1,0.184797,1.758616,[10 18] ; [7 5],[11.9 16.1] ; [5.1 6.9],0
v1,1,0.191063,1.709402,[15 12] ; [10  3],[16.875 10.125] ; [8.125 4.875],0
v2,1,0.25246,1.309637,[17 12] ; [10  3],[18.64285714 10.35714286] ; [8.35714286 4.64285714],0
a6,1,0.25246,1.309637,[17 12] ; [10  3],[18.64285714 10.35714286] ; [8.35714286 4.64285714],0
p9,1,0.259753,1.270072,[19  9] ; [11  2],[20.48780488  7.51219512] ; [9.51219512 3.48780488],0
s2,1,0.261698,1.259752,[ 7 22] ; [5 7],[ 8.48780488 20.51219512] ; [3.51219512 8.48780488],0
p1,1,0.276712,1.183166,[ 6 22] ; [ 1 12],[ 4.7804878 23.2195122] ; [ 2.2195122 10.7804878],0
d4,1,0.297327,1.086146,[25  3] ; [10  3],[23.90243902  4.09756098] ; [11.09756098  1.90243902],0
p2,1,0.36911,0.806659,[22  5] ; [12  1],[22.95  4.05] ; [11.05  1.95],0
s4,1,0.386311,0.750524,[ 2 27] ; [ 2 11],[ 2.76190476 26.23809524] ; [ 1.23809524 11.76190476],0
r1,1,0.390729,0.736671,[21  8] ; [11  2],[22.0952381  6.9047619] ; [9.9047619 3.0952381],0
d3,1,0.39084,0.736327,[16 13] ; [9 4],[17.26190476 11.73809524] ; [7.73809524 5.26190476],0
a7,1,0.4603,0.545165,[16 12] ; [9 4],[17.07317073 10.92682927] ; [7.92682927 5.07317073],0
b5,1,0.480933,0.496746,[ 8 21] ; [5 8],[ 8.97619048 20.02380952] ; [4.02380952 8.97619048],0
p12,1,0.568668,0.324915,[ 1 27] ; [ 1 12],[ 1.36585366 26.63414634] ; [ 0.63414634 12.36585366],0
d1,1,0.654293,0.200531,[18 11] ; [9 4],[18.64285714 10.35714286] ; [8.35714286 4.64285714],0
d2,1,0.67786,0.172545,[17 11] ; [7 6],[16.3902439 11.6097561] ; [7.6097561 5.3902439],0
n6,1,0.685653,0.163832,[23  6] ; [11  2],[23.47619048  5.52380952] ; [10.52380952  2.47619048],0
p11,1,0.685653,0.163832,[23  6] ; [11  2],[23.47619048  5.52380952] ; [10.52380952  2.47619048],0
p5,1,0.73568,0.11396,[ 5 22] ; [ 3 10],[ 5.4 21.6] ; [ 2.6 10.4],0
b4,1,0.813421,0.055703,[19 10] ; [9 4],[19.33333333  9.66666667] ; [8.66666667 4.33333333],0
d5,1,0.881342,0.022281,[24  5] ; [11  2],[24.16666667  4.83333333] ; [10.83333333  2.16666667],0
s3,1,0.885558,0.020715,[ 9 20] ; [4 8],[ 9.19512195 19.80487805] ; [3.80487805 8.19512195],0
b1,1,0.898705,0.016204,[14 15] ; [6 7],[13.80952381 15.19047619] ; [6.19047619 6.80952381],0
u3,1,0.905581,0.014069,[5 6] ; [1 1],[5.07692308 5.92307692] ; [0.92307692 1.07692308],0
a4,1,0.93637,0.006373,[13 16] ; [6 7],[13.11904762 15.88095238] ; [5.88095238 7.11904762],0
u2,1,1.0,0.0,[5 5] ; [1 1],[5. 5.] ; [1. 1.],0
