Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000995,10.837125,[ 9 23] ; [18  7],[15.15789474 16.84210526] ; [11.84210526 13.15789474],1
n4,1,0.011225,6.429384,[19 15] ; [24  4],[23.58064516 10.41935484] ; [19.41935484  8.58064516],0
u1,1,0.011797,6.341153,[ 4 30] ; [11 17],[ 8.22580645 25.77419355] ; [ 6.77419355 21.22580645],0
d2,1,0.012148,6.289121,[11 23] ; [18 10],[15.90322581 18.09677419] ; [13.09677419 14.90322581],0
p6,1,0.014215,6.011196,[12 21] ; [19  9],[16.7704918 16.2295082] ; [14.2295082 13.7704918],0
v2,1,0.025617,4.981685,[16 18] ; [21  7],[20.29032258 13.70967742] ; [16.70967742 11.29032258],0
n5,1,0.038953,4.262915,[19 14] ; [23  5],[22.72131148 10.27868852] ; [19.27868852  8.72131148],0
b2,1,0.041558,4.153134,[ 4 14] ; [9 7],[ 6.88235294 11.11764706] ; [6.11764706 9.88235294],0
b3,1,0.041558,4.153134,[ 4 14] ; [9 7],[ 6.88235294 11.11764706] ; [6.11764706 9.88235294],0
r1,1,0.044304,4.044956,[17 17] ; [21  7],[20.83870968 13.16129032] ; [17.16129032 10.83870968],0
d1,1,0.052965,3.745026,[16 18] ; [20  8],[19.74193548 14.25806452] ; [16.25806452 11.74193548],0
a3,1,0.060302,3.52906,[19 15] ; [22  6],[22.48387097 11.51612903] ; [18.51612903  9.48387097],0
d5,1,0.072235,3.231483,[25  8] ; [26  2],[27.59016393  5.40983607] ; [23.40983607  4.59016393],0
a4,1,0.077967,3.106784,[13 21] ; [17 11],[16.4516129 17.5483871] ; [13.5483871 14.4516129],0
r4,1,0.080842,3.047899,[26  8] ; [26  2],[28.51612903  5.48387097] ; [23.48387097  4.51612903],0
p3,1,0.096956,2.75491,[13 20] ; [17 11],[16.2295082 16.7704918] ; [13.7704918 14.2295082],0
b5,1,0.11742,2.451404,[19 15] ; [21  7],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
d4,1,0.134747,2.23695,[27  7] ; [26  2],[29.06451613  4.93548387] ; [23.93548387  4.06451613],0
