Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,119.281687,[ 85 192] ; [206  60],[148.44751381 128.55248619] ; [142.55248619 123.44751381],1
s2,1,0.0,71.001209,[101 188] ; [193  81],[150.91651865 138.08348135] ; [143.08348135 130.91651865],1
s6,1,0.0,61.729684,[156 130] ; [234  41],[198.82352941  87.17647059] ; [191.17647059  83.82352941],1
s3,1,0.0,53.625205,[119 168] ; [197  76],[161.95 125.05] ; [154.05 118.95],1
s5,1,0.0,29.830395,[ 74 210] ; [130 138],[104.95652174 179.04347826] ; [ 99.04347826 168.95652174],1
p9,1,0.0,26.838613,[225  63] ; [257  18],[246.56483126  41.43516874] ; [235.43516874  39.56483126],1
p6,1,1.3e-05,19.072517,[ 82 205] ; [128 148],[107.05150977 179.94849023] ; [102.94849023 173.05150977],1
v1,1,0.000113,14.912491,[144 144] ; [178  91],[166.49192101 121.50807899] ; [155.50807899 113.49192101],1
p10,1,0.000192,13.909069,[224  64] ; [246  29],[240.42628774  47.57371226] ; [229.57371226  45.42628774],1
d2,1,0.000193,13.894204,[149 141] ; [185  92],[170.82892416 119.17107584] ; [163.17107584 113.82892416],1
p3,1,0.000262,13.322676,[131 158] ; [168 109],[152.66961131 136.33038869] ; [146.33038869 130.66961131],1
p7,1,0.000362,12.719278,[168 118] ; [196  72],[187.9133574  98.0866426] ; [176.0866426  91.9133574],1
n5,1,0.0009,11.023143,[205  85] ; [227  48],[221.73451327  68.26548673] ; [210.26548673  64.73451327],1
b3,1,0.001268,10.38802,[ 53 113] ; [94 99],[67.97214485 98.02785515] ; [ 79.02785515 113.97214485],0
b2,1,0.001268,10.38802,[ 53 113] ; [94 99],[67.97214485 98.02785515] ; [ 79.02785515 113.97214485],0
n6,1,0.001643,9.911207,[233  57] ; [247  28],[246.37168142  43.62831858] ; [233.62831858  41.37168142],0
p4,1,0.001798,9.744751,[165 125] ; [192  84],[182.91519435 107.08480565] ; [174.08480565 101.91519435],0
d1,1,0.002056,9.499022,[182 110] ; [206  71],[199.1142355  92.8857645] ; [188.8857645  88.1142355],0
u4,1,0.002855,8.897636,[  2 290] ; [ 13 264],[  7.69771529 284.30228471] ; [  7.30228471 269.69771529],0
v3,1,0.00314,8.724346,[103 176] ; [132 135],[120.08241758 158.91758242] ; [114.91758242 152.08241758],0
p5,1,0.003174,8.704724,[ 23 266] ; [ 44 231],[ 34.33156028 254.66843972] ; [ 32.66843972 242.33156028],0
u1,1,0.003948,8.307674,[ 58 234] ; [ 84 193],[ 72.87170475 219.12829525] ; [ 69.12829525 207.87170475],0
n4,1,0.004088,8.244455,[227  65] ; [240  36],[240.07746479  51.92253521] ; [226.92253521  49.07746479],0
p8,1,0.004611,8.025928,[142 145] ; [167 105],[158.64579606 128.35420394] ; [150.35420394 121.64579606],0
r4,1,0.005287,7.778477,[273  19] ; [272   5],[279.68365554  12.31634446] ; [265.31634446  11.68365554],0
p12,1,0.005385,7.745342,[ 18 271] ; [ 36 238],[ 27.71936057 261.28063943] ; [ 26.28063943 247.71936057],0
a3,1,0.005789,7.614905,[221  70] ; [235  41],[234.03174603  56.96825397] ; [221.96825397  54.03174603],0
v4,1,0.018889,5.5118,[273  16] ; [272   5],[278.27738516  10.72261484] ; [266.72261484  10.27738516],0
a8,1,0.030978,4.654159,[ 30 229] ; [ 46 204],[ 38.6719057 220.3280943] ; [ 37.3280943 212.6719057],0
d5,1,0.042991,4.095753,[241  50] ; [245  31],[249.42857143  41.57142857] ; [236.57142857  39.42857143],0
d4,1,0.062602,3.467065,[245  46] ; [247  29],[252.50793651  38.49206349] ; [239.49206349  36.50793651],0
u3,1,0.097831,2.740546,[39 31] ; [30 12],[43.125 26.875] ; [25.875 16.125],0
a7,1,0.104416,2.636759,[228  64] ; [200  77],[219.64147627  72.35852373] ; [208.35852373  68.64147627],0
p11,1,0.144639,2.127902,[226  66] ; [228  49],[232.98418278  59.01581722] ; [221.01581722  55.98418278],0
a6,1,0.153825,2.033903,[222  69] ; [196  80],[214.52910053  76.47089947] ; [203.47089947  72.52910053],0
n1,1,0.162863,1.947437,[20 44] ; [24 31],[23.66386555 40.33613445] ; [20.33613445 34.66386555],0
v2,1,0.17084,1.875558,[164 114] ; [174  95],[171.78062157 106.21937843] ; [166.21937843 102.78062157],0
r3,1,0.209819,1.572673,[278  13] ; [270   7],[280.75352113  10.24647887] ; [267.24647887   9.75352113],0
u2,1,0.270186,1.215804,[37 32] ; [27 15],[39.78378378 29.21621622] ; [24.21621622 17.78378378],0
a2,1,0.284286,1.146486,[ 93 199] ; [100 177],[ 99.04393673 192.95606327] ; [ 93.95606327 183.04393673],0
s4,1,0.426486,0.632374,[ 43 244] ; [ 48 227],[ 46.47153025 240.52846975] ; [ 44.52846975 230.47153025],0
a1,1,0.472865,0.515272,[ 13 279] ; [ 16 261],[ 14.88224956 277.11775044] ; [ 14.11775044 262.88224956],0
n2,1,0.554643,0.349065,[46 20] ; [41 14],[47.45454545 18.54545455] ; [39.54545455 15.45454545],0
n3,1,0.608623,0.262185,[47 16] ; [38 16],[45.76923077 17.23076923] ; [39.23076923 14.76923077],0
b1,1,0.675139,0.17565,[112 180] ; [111 166],[114.43936731 177.56063269] ; [108.56063269 168.43936731],0
b5,1,0.682358,0.167484,[169 123] ; [165 112],[171.40246046 120.59753954] ; [162.59753954 114.40246046],0
r2,1,0.684271,0.165358,[280   9] ; [268   7],[280.80141844   8.19858156] ; [267.19858156   7.80141844],0
s1,1,0.721454,0.127103,[ 10 279] ; [  8 265],[  9.25622776 279.74377224] ; [  8.74377224 264.25622776],0
b4,1,0.744025,0.106621,[170 122] ; [165 112],[171.91564148 120.08435852] ; [163.08435852 113.91564148],0
a4,1,0.818802,0.052481,[159 132] ; [154 123],[160.35739437 130.64260563] ; [152.64260563 124.35739437],0
d3,1,0.890814,0.018844,[216  75] ; [207  70],[216.71302817  74.28697183] ; [206.28697183  70.71302817],0
p2,1,0.902173,0.015109,[245  44] ; [235  41],[245.52212389  43.47787611] ; [234.47787611  41.52212389],0
p1,1,0.975857,0.000916,[ 23 267] ; [ 22 253],[ 23.09734513 266.90265487] ; [ 21.90265487 253.09734513],0
