Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000143,14.467919,[251   9] ; [52 10],[244.65838509  15.34161491] ; [58.34161491  3.65838509],1
p2,1,0.000744,11.375549,[222  39] ; [42 21],[212.66666667  48.33333333] ; [51.33333333 11.66666667],1
n5,1,0.010446,6.557256,[187  72] ; [35 28],[178.56521739  80.43478261] ; [43.43478261 19.56521739],0
p8,1,0.01136,6.408141,[137 123] ; [22 41],[127.9876161 132.0123839] ; [31.0123839 31.9876161],0
p4,1,0.026796,4.903894,[146 115] ; [25 37],[138.17647059 122.82352941] ; [32.82352941 29.17647059],0
p5,1,0.026812,4.90285,[ 27 235] ; [ 1 62],[ 22.57230769 239.42769231] ; [ 5.42769231 57.57230769],0
r4,1,0.032043,4.596203,[231  31] ; [49 14],[225.72307692  36.27692308] ; [54.27692308  8.72307692],0
s4,1,0.034156,4.486873,[ 47 212] ; [19 44],[ 53.08695652 205.91304348] ; [12.91304348 50.08695652],0
p3,1,0.035737,4.409621,[121 140] ; [20 43],[113.58333333 147.41666667] ; [27.41666667 35.58333333],0
d2,1,0.041829,4.142107,[112 149] ; [36 27],[119.22222222 141.77777778] ; [28.77777778 34.22222222],0
n4,1,0.051841,3.780904,[198  64] ; [40 23],[191.86461538  70.13538462] ; [46.13538462 16.86461538],0
n6,1,0.074829,3.173783,[223  38] ; [48 15],[218.30555556  42.69444444] ; [52.69444444 10.30555556],0
p9,1,0.08529,2.961105,[239  23] ; [52 10],[235.31481481  26.68518519] ; [55.68518519  6.31481481],0
b1,1,0.107526,2.590213,[ 92 170] ; [29 34],[ 97.54461538 164.45538462] ; [23.45538462 39.54461538],0
p7,1,0.172624,1.860011,[161  96] ; [33 29],[156.29467085 100.70532915] ; [37.70532915 24.29467085],0
a8,1,0.239496,1.383559,[ 32 215] ; [ 4 51],[ 29.44370861 217.55629139] ; [ 6.55629139 48.44370861],0
a5,1,0.242258,1.367409,[190  72] ; [41 22],[186.22153846  75.77846154] ; [44.77846154 18.22153846],0
d1,1,0.24624,1.344508,[141 121] ; [39 24],[145.10769231 116.89230769] ; [34.89230769 28.10769231],0
s5,1,0.262614,1.254927,[ 74 179] ; [22 38],[ 77.59744409 175.40255591] ; [18.40255591 41.59744409],0
a6,1,0.326911,0.961094,[187  75] ; [41 22],[183.80307692  78.19692308] ; [44.19692308 18.80307692],0
b5,1,0.329884,0.949355,[136 126] ; [37 26],[139.46461538 122.53538462] ; [33.53538462 29.46461538],0
r2,1,0.352661,0.863859,[238  22] ; [58  3],[239.75077882  20.24922118] ; [56.24922118  4.75077882],0
p6,1,0.368208,0.809704,[ 76 185] ; [22 41],[ 78.94444444 182.05555556] ; [19.05555556 43.94444444],0
p1,1,0.375318,0.785982,[ 21 241] ; [ 3 60],[ 19.34769231 242.65230769] ; [ 4.65230769 58.34769231],0
s6,1,0.398457,0.712978,[165  91] ; [37 26],[162.10658307  93.89341693] ; [39.89341693 23.10658307],0
u2,1,0.413603,0.668419,[49 32] ; [9 9],[47.45454545 33.54545455] ; [10.54545455  7.45454545],0
s1,1,0.440964,0.593774,[  9 251] ; [ 1 62],[  8.0495356 251.9504644] ; [ 1.9504644 61.0495356],0
s7,1,0.448283,0.574989,[123 130] ; [25 33],[120.39871383 132.60128617] ; [27.60128617 30.39871383],0
d3,1,0.47204,0.517196,[181  81] ; [45 16],[183.31888545  78.68111455] ; [42.68111455 18.31888545],0
a7,1,0.559164,0.341154,[189  73] ; [47 15],[190.83950617  71.16049383] ; [45.16049383 16.83950617],0
d4,1,0.619778,0.24618,[209  53] ; [52 11],[210.40615385  51.59384615] ; [50.59384615 12.40615385],0
d5,1,0.632125,0.229191,[204  58] ; [50 12],[205.39506173  56.60493827] ; [48.60493827 13.39506173],0
b4,1,0.681757,0.168155,[153 109] ; [35 28],[151.55692308 110.44307692] ; [36.44307692 26.55692308],0
s2,1,0.698697,0.149831,[125 135] ; [32 31],[126.37770898 133.62229102] ; [30.62229102 32.37770898],0
r1,1,0.70168,0.14673,[197  64] ; [49 14],[198.16666667  62.83333333] ; [47.83333333 15.16666667],0
s3,1,0.730516,0.118639,[146 113] ; [34 29],[144.7826087 114.2173913] ; [35.2173913 27.7826087],0
n1,1,0.75041,0.101187,[19 42] ; [ 8 15],[19.60714286 41.39285714] ; [ 7.39285714 15.60714286],0
u3,1,0.754835,0.097513,[42 40] ; [8 9],[41.41414141 40.58585859] ; [8.58585859 8.41414141],0
n2,1,0.788702,0.071822,[44 18] ; [17  6],[44.49411765 17.50588235] ; [16.50588235  6.49411765],0
a2,1,0.830294,0.045935,[ 55 207] ; [14 49],[ 55.62461538 206.37538462] ; [13.37538462 49.62461538],0
s8,1,0.841733,0.039871,[103 158] ; [24 39],[102.30555556 158.69444444] ; [24.69444444 38.30555556],0
a3,1,0.860777,0.03076,[180  82] ; [44 19],[180.57846154  81.42153846] ; [43.42153846 19.57846154],0
n3,1,0.887657,0.019957,[46 15] ; [17  6],[45.75 15.25] ; [17.25  5.75],0
v2,1,0.888605,0.019619,[110 140] ; [27 33],[110.48387097 139.51612903] ; [26.51612903 33.48387097],0
u1,1,0.904107,0.014514,[ 39 223] ; [ 9 54],[ 38.69538462 223.30461538] ; [ 9.30461538 53.69538462],0
v3,1,0.949613,0.003993,[ 73 182] ; [18 44],[ 73.20189274 181.79810726] ; [17.79810726 44.20189274],0
b2,1,0.952488,0.00355,[ 45 104] ; [ 8 19],[ 44.86931818 104.13068182] ; [ 8.13068182 18.86931818],0
b3,1,0.952488,0.00355,[ 45 104] ; [ 8 19],[ 44.86931818 104.13068182] ; [ 8.13068182 18.86931818],0
v4,1,0.953968,0.003332,[244  16] ; [59  4],[243.90092879  16.09907121] ; [59.09907121  3.90092879],0
a4,1,0.998592,3e-06,[104 158] ; [25 38],[103.99384615 158.00615385] ; [25.00615385 37.99384615],0
