Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,35.617661,[ 11 143] ; [47 85],[ 31.23076923 122.76923077] ; [ 26.76923077 105.23076923],1
b2,1,0.175649,1.834059,[29 61] ; [14 49],[25.29411765 64.70588235] ; [17.70588235 45.29411765],0
b4,1,0.175967,1.831363,[83 74] ; [82 53],[88.71575342 68.28424658] ; [76.28424658 58.71575342],0
a4,1,0.184812,1.758496,[ 40 117] ; [ 25 107],[ 35.31141869 121.68858131] ; [ 29.68858131 102.31141869],0
d5,1,0.244343,1.35536,[76 80] ; [75 60],[80.94845361 75.05154639] ; [70.05154639 64.94845361],0
v1,1,0.322708,0.977941,[55 98] ; [55 77],[59.05263158 93.94736842] ; [50.94736842 81.05263158],0
a6,1,0.409074,0.681491,[85 72] ; [79 55],[88.48109966 68.51890034] ; [75.51890034 58.48109966],0
a5,1,0.436304,0.605984,[76 81] ; [71 63],[79.30927835 77.69072165] ; [67.69072165 66.30927835],0
s1,1,0.452939,0.563288,[  9 147] ; [  5 125],[  7.63636364 148.36363636] ; [  6.36363636 123.63636364],0
u1,1,0.521938,0.410062,[  4 153] ; [  2 133],[  3.2260274 153.7739726] ; [  2.7739726 132.2260274],0
a2,1,0.565331,0.330557,[  8 149] ; [  5 130],[  6.98972603 150.01027397] ; [  6.01027397 128.98972603],0
a1,1,0.666555,0.185659,[ 10 147] ; [  7 128],[  9.14041096 147.85958904] ; [  7.85958904 127.14041096],0
n1,1,0.683758,0.165926,[16 29] ; [14 21],[16.875 28.125] ; [13.125 21.875],0
n3,1,0.71613,0.132231,[31 13] ; [24 12],[30.25 13.75] ; [24.75 11.25],0
a3,1,0.806125,0.060235,[78 77] ; [65 68],[76.96180556 78.03819444] ; [66.03819444 66.96180556],0
a8,1,0.841086,0.040202,[ 15 131] ; [ 14 113],[ 15.50915751 130.49084249] ; [ 13.49084249 113.50915751],0
b5,1,0.90117,0.015422,[93 64] ; [79 56],[92.47945205 64.52054795] ; [79.52054795 55.47945205],0
