Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-05,18.176339,[42  7] ; [55 55],[29.89308176 19.10691824] ; [67.10691824 42.89308176],1
p1,1,0.000363,12.712421,[13 36] ; [  7 104],[ 6.125 42.875] ; [13.875 97.125],1
p5,1,0.001467,10.119845,[10 39] ; [  5 106],[ 4.59375 44.40625] ; [ 10.40625 100.59375],0
p12,1,0.001489,10.091923,[ 7 42] ; [  2 110],[ 2.73913043 46.26086957] ; [  6.26086957 105.73913043],0
p4,1,0.002441,9.184176,[35 14] ; [51 61],[26.17391304 22.82608696] ; [59.82608696 52.17391304],0
p3,1,0.002916,8.859377,[31 18] ; [42 69],[22.35625 26.64375] ; [50.64375 60.35625],0
b2,1,0.003777,8.388156,[12 18] ; [ 9 57],[ 6.5625 23.4375] ; [14.4375 51.5625],0
b3,1,0.003777,8.388156,[12 18] ; [ 9 57],[ 6.5625 23.4375] ; [14.4375 51.5625],0
s5,1,0.007797,7.079605,[17 29] ; [19 91],[10.61538462 35.38461538] ; [25.38461538 84.61538462],0
n2,1,0.030599,4.675325,[6 4] ; [27  3],[8.25 1.75] ; [24.75  5.25],0
p8,1,0.038177,4.297099,[29 20] ; [46 65],[22.96875 26.03125] ; [52.03125 58.96875],0
d5,1,0.062355,3.4736,[18 30] ; [60 52],[23.4 24.6] ; [54.6 57.4],0
u2,1,0.069868,3.286111,[14 10] ; [22 38],[10.28571429 13.71428571] ; [25.71428571 34.28571429],0
s7,1,0.087987,2.910826,[23 23] ; [37 68],[18.2781457 27.7218543] ; [41.7218543 63.2781457],0
n4,1,0.089133,2.889969,[38 11] ; [71 40],[33.38125 15.61875] ; [75.61875 35.38125],0
v4,1,0.101174,2.686931,[44  5] ; [105   4],[46.20886076  2.79113924] ; [102.79113924   6.20886076],0
v2,1,0.115945,2.471256,[26 22] ; [43 63],[21.50649351 26.49350649] ; [47.49350649 58.50649351],0
d1,1,0.116362,2.465619,[ 4 45] ; [  3 109],[ 2.13043478 46.86956522] ; [  4.86956522 107.13043478],0
a8,1,0.123063,2.377896,[ 9 38] ; [10 90],[ 6.07482993 40.92517007] ; [12.92517007 87.07482993],0
u1,1,0.144398,2.130449,[ 3 46] ; [  2 110],[ 1.52173913 47.47826087] ; [  3.47826087 108.52173913],0
a4,1,0.144449,2.129915,[15 33] ; [23 89],[11.4 36.6] ; [26.6 85.4],0
s4,1,0.149749,2.074804,[ 6 42] ; [25 87],[ 9.3 38.7] ; [21.7 90.3],0
a6,1,0.186676,1.74366,[33 16] ; [63 49],[29.2173913 19.7826087] ; [66.7826087 45.2173913],0
n3,1,0.238897,1.387094,[8 2] ; [27  2],[8.97435897 1.02564103] ; [26.02564103  2.97435897],0
b4,1,0.251443,1.315268,[28 21] ; [53 59],[24.65217391 24.34782609] ; [56.34782609 55.65217391],0
s3,1,0.261025,1.263312,[22 27] ; [60 50],[25.27044025 23.72955975] ; [56.72955975 53.27044025],0
b1,1,0.261368,1.261498,[23 26] ; [42 70],[19.7826087 29.2173913] ; [45.2173913 66.7826087],0
d2,1,0.264787,1.243557,[14 35] ; [23 89],[11.26086957 37.73913043] ; [25.73913043 86.26086957],0
s1,1,0.268996,1.221859,[ 1 46] ; [  7 103],[ 2.39490446 44.60509554] ; [  5.60509554 104.39490446],0
p2,1,0.287773,1.13001,[40  9] ; [82 29],[37.3625 11.6375] ; [84.6375 26.3625],0
v3,1,0.297143,1.086975,[18 31] ; [31 78],[15.19620253 33.80379747] ; [33.80379747 75.19620253],0
n5,1,0.337429,0.920175,[37 11] ; [78 34],[34.5 13.5] ; [80.5 31.5],0
s2,1,0.39652,0.718854,[21 28] ; [39 70],[18.60759494 30.39240506] ; [41.39240506 67.60759494],0
p9,1,0.40556,0.691778,[40  9] ; [84 27],[37.975 11.025] ; [86.025 24.975],0
r4,1,0.518079,0.417717,[42  7] ; [100  12],[43.2173913  5.7826087] ; [98.7826087 13.2173913],0
n6,1,0.533117,0.388446,[41  8] ; [89 23],[39.56521739  9.43478261] ; [90.43478261 21.56521739],0
a3,1,0.591484,0.288033,[25 24] ; [52 60],[23.43478261 25.56521739] ; [53.56521739 58.43478261],0
r1,1,0.60227,0.271586,[35 14] ; [74 36],[33.59119497 15.40880503] ; [75.40880503 34.59119497],0
r2,1,0.606872,0.264755,[45  4] ; [99 12],[44.1  4.9] ; [99.9 11.1],0
a5,1,0.622745,0.242028,[27 22] ; [57 55],[25.56521739 23.43478261] ; [58.43478261 53.56521739],0
p10,1,0.625048,0.238836,[37 11] ; [80 29],[35.77070064 12.22929936] ; [81.22929936 27.77070064],0
s8,1,0.630605,0.231242,[19 30] ; [39 73],[17.65217391 31.34782609] ; [40.34782609 71.65217391],0
a2,1,0.65322,0.201865,[ 5 44] ; [  9 103],[ 4.26086957 44.73913043] ; [  9.73913043 102.26086957],0
d3,1,0.699474,0.14902,[14 33] ; [30 82],[13.00628931 33.99371069] ; [30.99371069 81.00628931],0
u3,1,0.729996,0.119115,[11 13] ; [30 30],[11.71428571 12.28571429] ; [29.28571429 30.71428571],0
n1,1,0.795397,0.067241,[3 7] ; [10 19],[3.33333333 6.66666667] ; [ 9.66666667 19.33333333],0
a7,1,0.831742,0.045142,[30 18] ; [68 44],[29.4 18.6] ; [68.6 43.4],0
s6,1,0.848098,0.03669,[27 20] ; [65 45],[27.54140127 19.45859873] ; [64.45859873 45.54140127],0
v1,1,0.957755,0.002806,[22 27] ; [48 60],[21.84713376 27.15286624] ; [48.15286624 59.84713376],0
p11,1,0.958413,0.002719,[37 12] ; [85 27],[37.13043478 11.86956522] ; [84.86956522 27.13043478],0
b5,1,0.975841,0.000917,[29 20] ; [66 46],[28.91304348 20.08695652] ; [66.08695652 45.91304348],0
