Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,153.253731,[516  14] ; [91 55],[475.90236686  54.09763314] ; [131.09763314  14.90236686],1
r2,1,0.0,47.200111,[513  12] ; [117  24],[496.62162162  28.37837838] ; [133.37837838   7.62162162],1
v4,1,0.0,38.619984,[517  11] ; [124  21],[502.89450223  25.10549777] ; [138.10549777   6.89450223],1
r3,1,0.0,29.442347,[517  11] ; [127  18],[505.24814264  22.75185736] ; [138.75185736   6.24814264],1
a5,1,0.0,26.104944,[416 114] ; [84 62],[392.01183432 137.98816568] ; [107.98816568  38.01183432],1
d1,1,1e-06,24.039046,[334 196] ; [59 87],[308.12130178 221.87869822] ; [84.87869822 61.12130178],1
d3,1,4e-06,21.354519,[392 137] ; [78 66],[369.43536404 159.56463596] ; [100.56463596  43.43536404],1
v2,1,5e-06,20.850886,[314 193] ; [57 84],[290.27314815 216.72685185] ; [80.72685185 60.27314815],1
u1,1,1.4e-05,18.871821,[111 419] ; [  8 138],[ 93.29881657 436.70118343] ; [ 25.70118343 120.29881657],1
d4,1,1.5e-05,18.784558,[451  77] ; [102  44],[433.21068249  94.78931751] ; [119.78931751  26.21068249],1
a6,1,2.8e-05,17.557662,[385 143] ; [80 66],[364.27299703 163.72700297] ; [100.72700297  45.27299703],1
s6,1,3.6e-05,17.086939,[373 153] ; [74 67],[352.50674663 173.49325337] ; [94.49325337 46.50674663],1
a2,1,5e-05,16.444336,[148 382] ; [ 17 129],[129.36390533 400.63609467] ; [ 35.63609467 110.36390533],1
a7,1,0.000162,14.224991,[401 128] ; [87 58],[383.0148368 145.9851632] ; [104.9851632  40.0148368],1
d5,1,0.000292,13.119442,[442  86] ; [102  43],[426.79346211 101.20653789] ; [117.20653789  27.79346211],1
p7,1,0.000502,12.109039,[345 173] ; [72 70],[327.28181818 190.71818182] ; [89.71818182 52.28181818],1
a4,1,0.001123,10.612633,[261 267] ; [50 96],[243.63204748 284.36795252] ; [67.36795252 78.63204748],0
p8,1,0.001674,9.8766,[284 239] ; [56 86],[267.39849624 255.60150376] ; [72.60150376 69.39849624],0
v1,1,0.002276,9.312669,[293 224] ; [60 82],[276.93626707 240.06373293] ; [76.06373293 65.93626707],0
p4,1,0.002809,8.92786,[319 209] ; [67 77],[303.28571429 224.71428571] ; [82.71428571 61.28571429],0
s8,1,0.002999,8.807928,[250 278] ; [49 97],[234.23145401 293.76854599] ; [64.76854599 81.23145401],0
n4,1,0.003191,8.694952,[414 115] ; [97 49],[400.47259259 128.52740741] ; [110.52740741  35.47259259],0
s7,1,0.00322,8.678305,[259 250] ; [52 89],[243.53692308 265.46307692] ; [67.46307692 73.53692308],0
a3,1,0.00415,8.216806,[391 136] ; [90 55],[377.21279762 149.78720238] ; [103.78720238  41.21279762],0
u3,1,0.007252,7.209493,[84 53] ; [22 33],[75.63541667 61.36458333] ; [30.36458333 24.63541667],0
p10,1,0.008751,6.872991,[482  48] ; [120  24],[473.38278932  56.61721068] ; [128.61721068  15.38278932],0
p1,1,0.010731,6.509315,[ 27 500] ; [ 16 130],[ 33.67161961 493.32838039] ; [  9.32838039 136.67161961],0
n6,1,0.010805,6.497061,[452  73] ; [113  33],[442.06408346  82.93591654] ; [122.93591654  23.06408346],0
d2,1,0.010877,6.485241,[260 269] ; [54 91],[246.44807122 282.55192878] ; [67.55192878 77.44807122],0
s5,1,0.0118,6.340715,[173 341] ; [ 31 107],[160.82208589 353.17791411] ; [43.17791411 94.82208589],0
p2,1,0.021736,5.266811,[459  69] ; [115  30],[450.32986627  77.67013373] ; [123.67013373  21.32986627],0
u2,1,0.027215,4.87715,[82 54] ; [24 32],[75.08333333 60.91666667] ; [30.91666667 25.08333333],0
v3,1,0.034153,4.487018,[200 309] ; [ 42 100],[189.21351767 319.78648233] ; [52.78648233 89.21351767],0
s3,1,0.06466,3.413623,[303 220] ; [71 73],[293.25637181 229.74362819] ; [80.74362819 63.25637181],0
s2,1,0.065228,3.399192,[279 246] ; [65 81],[269.15052161 255.84947839] ; [74.84947839 71.15052161],0
a1,1,0.099965,2.706097,[ 17 513] ; [  9 137],[ 20.38461538 509.61538462] ; [  5.61538462 140.38461538],0
p11,1,0.103317,2.653576,[438  92] ; [112  34],[431.21301775  98.78698225] ; [118.78698225  27.21301775],0
p3,1,0.115681,2.474843,[262 268] ; [61 84],[253.61481481 276.38518519] ; [69.38518519 75.61481481],0
p12,1,0.116555,2.463018,[ 37 491] ; [  5 140],[ 32.95096582 495.04903418] ; [  9.04903418 135.95096582],0
b1,1,0.168102,1.899792,[178 352] ; [58 88],[185.0295858 344.9704142] ; [50.9704142 95.0295858],0
b5,1,0.175694,1.833679,[327 203] ; [99 47],[333.99408284 196.00591716] ; [92.00591716 53.99408284],0
n5,1,0.18681,1.7426,[401 124] ; [103  42],[394.92537313 130.07462687] ; [109.07462687  35.92537313],0
s4,1,0.279875,1.167697,[ 91 434] ; [ 31 115],[ 95.45454545 429.54545455] ; [ 26.54545455 119.45454545],0
n1,1,0.298642,1.080247,[35 70] ; [19 26],[37.8 67.2] ; [16.2 28.8],0
b2,1,0.345357,0.890444,[115 190] ; [28 59],[111.2627551 193.7372449] ; [31.7372449 55.2627551],0
b3,1,0.345357,0.890444,[115 190] ; [28 59],[111.2627551 193.7372449] ; [31.7372449 55.2627551],0
n2,1,0.401864,0.70274,[78 28] ; [36  9],[80.02649007 25.97350993] ; [33.97350993 11.02649007],0
b4,1,0.427148,0.630566,[300 230] ; [88 58],[304.20118343 225.79881657] ; [83.79881657 62.20118343],0
p6,1,0.468843,0.524701,[191 334] ; [47 95],[187.33133433 337.66866567] ; [50.66866567 91.33133433],0
a8,1,0.573884,0.316227,[ 71 407] ; [ 18 121],[ 68.94975689 409.05024311] ; [ 20.05024311 118.94975689],0
u4,1,0.675336,0.175424,[ 10 520] ; [  2 144],[  9.40828402 520.59171598] ; [  2.59171598 143.40828402],0
s1,1,0.8684,0.027454,[ 13 508] ; [  4 142],[ 13.27886057 507.72113943] ; [  3.72113943 142.27886057],0
n3,1,0.933504,0.006962,[80 25] ; [34 11],[79.8 25.2] ; [34.2 10.8],0
