Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.752766,[ 4 40] ; [32 10],[18.41860465 25.58139535] ; [17.58139535 24.41860465],1
s6,1,8e-06,20.024551,[15 30] ; [34  8],[25.34482759 19.65517241] ; [23.65517241 18.34482759],1
s8,1,0.000319,12.955736,[ 8 37] ; [23 19],[16.03448276 28.96551724] ; [14.96551724 27.03448276],1
a7,1,0.007528,7.142372,[23 22] ; [33  9],[28.96551724 16.03448276] ; [27.03448276 14.96551724],0
s7,1,0.008505,6.923918,[10 33] ; [20 19],[15.73170732 27.26829268] ; [14.26829268 24.73170732],0
s5,1,0.015991,5.803909,[ 5 40] ; [13 27],[ 9.52941176 35.47058824] ; [ 8.47058824 31.52941176],0
d2,1,0.039525,4.238153,[10 35] ; [18 24],[14.48275862 30.51724138] ; [13.51724138 28.48275862],0
r4,1,0.062347,3.473817,[31 14] ; [36  6],[34.65517241 10.34482759] ; [32.34482759  9.65517241],0
p7,1,0.072609,3.22304,[22 23] ; [26 12],[26.02409639 18.97590361] ; [21.97590361 16.02409639],0
u3,1,0.086348,2.941176,[ 6 11] ; [11  6],[8.5 8.5] ; [8.5 8.5],0
r3,1,0.090008,2.874225,[36  9] ; [38  3],[38.72093023  6.27906977] ; [35.27906977  5.72093023],0
r2,1,0.107245,2.594353,[35 10] ; [38  4],[37.75862069  7.24137931] ; [35.24137931  6.75862069],0
n6,1,0.138786,2.191365,[36  9] ; [27 14],[32.96511628 12.03488372] ; [30.03488372 10.96511628],0
p4,1,0.168093,1.899871,[18 27] ; [23 19],[21.20689655 23.79310345] ; [19.79310345 22.20689655],0
a4,1,0.169045,1.891393,[11 34] ; [16 26],[13.96551724 31.03448276] ; [13.03448276 28.96551724],0
n3,1,0.203605,1.616327,[11 10] ; [11  4],[12.83333333  8.16666667] ; [9.16666667 5.83333333],0
v2,1,0.238549,1.389151,[18 26] ; [21 18],[20.6746988 23.3253012] ; [18.3253012 20.6746988],0
s4,1,0.246577,1.342593,[10 35] ; [14 28],[12.4137931 32.5862069] ; [11.5862069 30.4137931],0
d1,1,0.255851,1.291069,[13 32] ; [17 25],[15.51724138 29.48275862] ; [14.48275862 27.51724138],0
p5,1,0.352453,0.864604,[ 3 42] ; [ 1 40],[ 2.09302326 42.90697674] ; [ 1.90697674 39.09302326],0
p11,1,0.356166,0.851368,[35 10] ; [29 13],[33.10344828 11.89655172] ; [30.89655172 11.10344828],0
b4,1,0.419041,0.653004,[24 21] ; [26 16],[25.86206897 19.13793103] ; [24.13793103 17.86206897],0
p2,1,0.446398,0.579781,[31 14] ; [32 10],[32.5862069 12.4137931] ; [30.4137931 11.5862069],0
p6,1,0.454469,0.559482,[10 35] ; [12 29],[11.51162791 33.48837209] ; [10.48837209 30.51162791],0
p8,1,0.472588,0.515917,[19 26] ; [20 20],[20.64705882 24.35294118] ; [18.35294118 21.64705882],0
d3,1,0.489243,0.478191,[24 20] ; [26 16],[25.58139535 18.41860465] ; [24.41860465 17.58139535],0
u2,1,0.491967,0.472222,[10  7] ; [8 9],[9. 8.] ; [9. 8.],0
a6,1,0.503305,0.447962,[28 17] ; [29 13],[29.48275862 15.51724138] ; [27.51724138 14.48275862],0
v1,1,0.529811,0.394753,[20 25] ; [21 20],[21.45348837 23.54651163] ; [19.54651163 21.45348837],0
a8,1,0.544952,0.366439,[ 2 41] ; [ 3 35],[ 2.65432099 40.34567901] ; [ 2.34567901 35.65432099],0
b3,1,0.608483,0.26239,[ 7 15] ; [ 9 14],[ 7.82222222 14.17777778] ; [ 8.17777778 14.82222222],0
b2,1,0.608483,0.26239,[ 7 15] ; [ 9 14],[ 7.82222222 14.17777778] ; [ 8.17777778 14.82222222],0
u1,1,0.624427,0.239694,[ 3 42] ; [ 4 38],[ 3.62068966 41.37931034] ; [ 3.37931034 38.62068966],0
b5,1,0.636449,0.223417,[29 16] ; [25 17],[27.93103448 17.06896552] ; [26.06896552 15.93103448],0
p10,1,0.637816,0.22161,[32 13] ; [31 10],[32.96511628 12.03488372] ; [30.03488372 10.96511628],0
d4,1,0.662285,0.19076,[31 14] ; [30 11],[31.91860465 13.08139535] ; [29.08139535 11.91860465],0
p9,1,0.664193,0.18847,[36  8] ; [32  9],[35.2  8.8] ; [32.8  8.2],0
v3,1,0.763147,0.090812,[10 35] ; [10 30],[10.58823529 34.41176471] ; [ 9.41176471 30.58823529],0
a5,1,0.776863,0.080321,[26 19] ; [23 19],[25.34482759 19.65517241] ; [23.65517241 18.34482759],0
v4,1,0.790048,0.070888,[41  4] ; [38  3],[41.3372093  3.6627907] ; [37.6627907  3.3372093],0
a3,1,0.796589,0.066442,[28 17] ; [25 17],[27.4137931 17.5862069] ; [25.5862069 16.4137931],0
p3,1,0.812238,0.056425,[15 30] ; [13 29],[14.48275862 30.51724138] ; [13.51724138 28.48275862],0
d5,1,0.815391,0.054511,[30 15] ; [27 15],[29.48275862 15.51724138] ; [27.51724138 14.48275862],0
n2,1,0.845252,0.038095,[16  5] ; [11  4],[15.75  5.25] ; [11.25  3.75],0
n1,1,0.869467,0.027006,[ 5 16] ; [ 3 11],[ 4.8 16.2] ; [ 3.2 10.8],0
b1,1,0.881425,0.02225,[20 25] ; [18 24],[19.65517241 25.34482759] ; [18.34482759 23.65517241],0
a2,1,0.88792,0.019863,[ 7 38] ; [ 7 35],[ 7.24137931 37.75862069] ; [ 6.75862069 35.24137931],0
p1,1,0.943676,0.004991,[ 2 43] ; [ 2 40],[ 2.06896552 42.93103448] ; [ 1.93103448 40.06896552],0
s1,1,0.946878,0.004439,[ 1 44] ; [ 1 40],[ 1.04651163 43.95348837] ; [ 0.95348837 40.04651163],0
p12,1,0.960628,0.002437,[ 1 44] ; [ 1 41],[ 1.03448276 43.96551724] ; [ 0.96551724 41.03448276],0
r1,1,0.987675,0.000239,[29 16] ; [27 15],[28.96551724 16.03448276] ; [27.03448276 14.96551724],0
