Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.002161,9.407431,[46 24] ; [ 8 18],[39.375 30.625] ; [14.625 11.375],0
a7,1,0.010927,6.477159,[56 17] ; [13 13],[50.87878788 22.12121212] ; [18.12121212  7.87878788],0
p8,1,0.012647,6.217858,[37 35] ; [ 6 20],[31.59183673 40.40816327] ; [11.40816327 14.59183673],0
a4,1,0.015266,5.885545,[25 48] ; [16 10],[30.23232323 42.76767677] ; [10.76767677 15.23232323],0
p9,1,0.015326,5.878546,[64  8] ; [17  8],[60.12371134 11.87628866] ; [20.87628866  4.12371134],0
a6,1,0.021621,5.276001,[52 21] ; [12 14],[47.19191919 25.80808081] ; [16.80808081  9.19191919],0
p11,1,0.024817,5.036595,[54 19] ; [13 13],[49.4040404 23.5959596] ; [17.5959596  8.4040404],0
d2,1,0.030924,4.657158,[22 51] ; [14 12],[26.54545455 46.45454545] ; [ 9.45454545 16.54545455],0
p3,1,0.047463,3.928888,[34 39] ; [ 6 19],[29.79591837 43.20408163] ; [10.20408163 14.79591837],0
p10,1,0.093578,2.811721,[58 14] ; [16  9],[54.92783505 17.07216495] ; [19.07216495  5.92783505],0
r2,1,0.131348,2.276505,[66  6] ; [21  5],[63.91836735  8.08163265] ; [23.08163265  2.91836735],0
u1,1,0.169848,1.884286,[10 63] ; [ 1 25],[ 8.11111111 64.88888889] ; [ 2.88888889 23.11111111],0
d3,1,0.179759,1.799619,[50 23] ; [14 12],[47.19191919 25.80808081] ; [16.80808081  9.19191919],0
p1,1,0.201488,1.631556,[ 5 67] ; [ 4 22],[ 6.6122449 65.3877551] ; [ 2.3877551 23.6122449],0
s3,1,0.210691,1.566674,[34 38] ; [16 10],[36.73469388 35.26530612] ; [13.26530612 12.73469388],0
s2,1,0.224368,1.476214,[32 41] ; [15 11],[34.65656566 38.34343434] ; [12.34343434 13.65656566],0
r1,1,0.259703,1.270339,[56 17] ; [17  9],[53.82828283 19.17171717] ; [19.17171717  6.82828283],0
a1,1,0.270766,1.212861,[ 2 71] ; [ 2 24],[ 2.94949495 70.05050505] ; [ 1.05050505 24.94949495],0
s1,1,0.277673,1.178442,[ 2 70] ; [ 2 24],[ 2.93877551 69.06122449] ; [ 1.06122449 24.93877551],0
v4,1,0.309947,1.030901,[68  4] ; [23  3],[66.85714286  5.14285714] ; [24.14285714  1.85714286],0
r4,1,0.320222,0.988039,[60 13] ; [19  7],[58.25252525 14.74747475] ; [20.74747475  5.25252525],0
d4,1,0.352483,0.864497,[62 11] ; [20  6],[60.46464646 12.53535354] ; [21.53535354  4.46464646],0
b1,1,0.352498,0.864446,[30 43] ; [ 8 18],[28.02020202 44.97979798] ; [ 9.97979798 16.02020202],0
v2,1,0.353762,0.859917,[46 25] ; [13 11],[44.09473684 26.90526316] ; [14.90526316  9.09473684],0
n5,1,0.38383,0.758398,[32 40] ; [ 9 17],[30.12244898 41.87755102] ; [10.87755102 15.12244898],0
s4,1,0.406807,0.688113,[14 59] ; [ 7 19],[15.48484848 57.51515152] ; [ 5.51515152 20.48484848],0
b4,1,0.411358,0.674872,[46 27] ; [14 12],[44.24242424 28.75757576] ; [15.75757576 10.24242424],0
u3,1,0.428539,0.626779,[17  7] ; [6 1],[17.80645161  6.19354839] ; [5.19354839 1.80645161],0
n6,1,0.491639,0.472936,[47 25] ; [15 11],[45.55102041 26.44897959] ; [16.44897959  9.55102041],0
d5,1,0.543117,0.369793,[55 18] ; [18  8],[53.82828283 19.17171717] ; [19.17171717  6.82828283],0
n3,1,0.557145,0.344671,[16  8] ; [8 6],[15.15789474  8.84210526] ; [8.84210526 5.15789474],0
a3,1,0.574049,0.315955,[49 24] ; [19  7],[50.14141414 22.85858586] ; [17.85858586  8.14141414],0
n1,1,0.588355,0.292921,[ 5 19] ; [ 4 10],[ 5.68421053 18.31578947] ; [ 3.31578947 10.68421053],0
a2,1,0.670706,0.180778,[14 59] ; [ 6 20],[14.74747475 58.25252525] ; [ 5.25252525 20.74747475],0
v3,1,0.677885,0.172516,[26 45] ; [ 8 17],[25.14583333 45.85416667] ; [ 8.85416667 16.14583333],0
s8,1,0.694766,0.153975,[26 47] ; [10 15],[26.81632653 46.18367347] ; [ 9.18367347 15.81632653],0
u2,1,0.697893,0.150673,[15  8] ; [4 3],[14.56666667  8.43333333] ; [4.43333333 2.56666667],0
p4,1,0.707455,0.140832,[34 39] ; [11 15],[33.18181818 39.81818182] ; [11.81818182 14.18181818],0
s7,1,0.718894,0.129555,[30 42] ; [ 9 15],[29.25 42.75] ; [ 9.75 14.25],0
s5,1,0.769539,0.085836,[23 50] ; [ 8 15],[23.57291667 49.42708333] ; [ 7.42708333 15.57291667],0
p12,1,0.771703,0.084186,[ 4 69] ; [ 1 24],[ 3.7244898 69.2755102] ; [ 1.2755102 23.7244898],0
r3,1,0.793137,0.068769,[65  7] ; [23  3],[64.65306122  7.34693878] ; [23.34693878  2.65306122],0
p6,1,0.837549,0.042037,[18 51] ; [ 6 19],[17.61702128 51.38297872] ; [ 6.38297872 18.61702128],0
b2,1,0.84028,0.040617,[15 21] ; [5 8],[14.69387755 21.30612245] ; [5.30612245 7.69387755],0
b3,1,0.84028,0.040617,[15 21] ; [5 8],[14.69387755 21.30612245] ; [5.30612245 7.69387755],0
d1,1,0.875188,0.024672,[35 38] ; [12 14],[34.65656566 38.34343434] ; [12.34343434 13.65656566],0
s6,1,0.901264,0.015392,[47 25] ; [16  8],[47.25 24.75] ; [15.75  8.25],0
a8,1,0.941154,0.005449,[ 3 66] ; [ 1 24],[ 2.93617021 66.06382979] ; [ 1.06382979 23.93617021],0
a5,1,0.94448,0.00485,[50 23] ; [18  8],[50.14141414 22.85858586] ; [17.85858586  8.14141414],0
