Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000157,14.291808,[12 62] ; [21 22],[20.87179487 53.12820513] ; [12.12820513 30.87179487],1
r1,1,0.000565,11.888658,[33 42] ; [33 10],[41.94915254 33.05084746] ; [24.05084746 18.94915254],1
p9,1,0.00077,11.312707,[40 32] ; [37  6],[48.20869565 23.79130435] ; [28.79130435 14.20869565],1
p10,1,0.000974,10.876993,[35 38] ; [34  9],[43.42241379 29.57758621] ; [25.57758621 17.42241379],1
p4,1,0.000996,10.835488,[27 48] ; [29 14],[35.59322034 39.40677966] ; [20.40677966 22.59322034],1
p11,1,0.001316,10.320499,[43 32] ; [37  6],[50.84745763 24.15254237] ; [29.15254237 13.84745763],0
v1,1,0.001681,9.86852,[22 52] ; [25 17],[29.98275862 44.01724138] ; [17.01724138 24.98275862],0
p3,1,0.0026,9.068986,[24 51] ; [26 17],[31.77966102 43.22033898] ; [18.22033898 24.77966102],0
r3,1,0.005709,7.639866,[53 21] ; [40  3],[58.82051282 15.17948718] ; [34.17948718  8.82051282],0
p7,1,0.020507,5.368193,[34 41] ; [29 14],[40.04237288 34.95762712] ; [22.95762712 20.04237288],0
v4,1,0.020811,5.342562,[59 15] ; [41  2],[63.24786325 10.75213675] ; [36.75213675  6.24786325],0
a7,1,0.029255,4.752566,[35 40] ; [29 14],[40.6779661 34.3220339] ; [23.3220339 19.6779661],0
p8,1,0.031423,4.62972,[27 45] ; [25 18],[32.55652174 39.44347826] ; [19.44347826 23.55652174],0
p2,1,0.032215,4.587001,[49 26] ; [36  7],[54.02542373 20.97457627] ; [30.97457627 12.02542373],0
n2,1,0.034356,4.476902,[16 13] ; [10  1],[18.85 10.15] ; [7.15 3.85],0
a8,1,0.043794,4.064492,[10 60] ; [ 1 40],[ 6.93693694 63.06306306] ; [ 4.06306306 36.93693694],0
p6,1,0.045316,4.00685,[15 59] ; [16 27],[19.60683761 54.39316239] ; [11.39316239 31.60683761],0
r4,1,0.046484,3.963984,[48 27] ; [35  8],[52.75423729 22.24576271] ; [30.24576271 12.75423729],0
s5,1,0.048769,3.88329,[ 6 67] ; [ 9 34],[ 9.43965517 63.56034483] ; [ 5.56034483 37.43965517],0
a3,1,0.05482,3.687541,[29 44] ; [25 18],[33.98275862 39.01724138] ; [20.01724138 22.98275862],0
u2,1,0.055167,3.67703,[16 30] ; [11  7],[19.40625 26.59375] ; [ 7.59375 10.40625],0
s4,1,0.094467,2.796563,[11 64] ; [ 2 41],[ 8.26271186 66.73728814] ; [ 4.73728814 38.26271186],0
a6,1,0.12812,2.315138,[38 37] ; [28 15],[41.94915254 33.05084746] ; [24.05084746 18.94915254],0
a5,1,0.139247,2.186265,[33 42] ; [25 18],[36.86440678 38.13559322] ; [21.13559322 21.86440678],0
n3,1,0.176827,1.82409,[19  8] ; [10  1],[20.60526316  6.39473684] ; [8.39473684 2.60526316],0
r2,1,0.184656,1.759746,[59 16] ; [38  5],[61.65254237 13.34745763] ; [35.34745763  7.65254237],0
p5,1,0.198455,1.653705,[ 5 69] ; [ 6 37],[ 6.95726496 67.04273504] ; [ 4.04273504 38.95726496],0
s6,1,0.223204,1.483652,[24 49] ; [19 24],[27.06034483 45.93965517] ; [15.93965517 27.06034483],0
p12,1,0.240618,1.376967,[ 3 72] ; [ 4 39],[ 4.44915254 70.55084746] ; [ 2.55084746 40.44915254],0
s8,1,0.254173,1.300223,[11 63] ; [10 33],[13.28205128 60.71794872] ; [ 7.71794872 35.28205128],0
s1,1,0.287986,1.129014,[ 5 68] ; [ 1 42],[ 3.77586207 69.22413793] ; [ 2.22413793 40.77586207],0
s7,1,0.311045,1.026234,[13 59] ; [10 28],[15.05454545 56.94545455] ; [ 7.94545455 30.05454545],0
n6,1,0.312802,1.018808,[51 24] ; [33 10],[53.38983051 21.61016949] ; [30.61016949 12.38983051],0
d2,1,0.321824,0.981518,[20 55] ; [ 8 35],[17.79661017 57.20338983] ; [10.20338983 32.79661017],0
u3,1,0.339448,0.912515,[17 29] ; [9 9],[18.6875 27.3125] ; [ 7.3125 10.6875],0
n4,1,0.378777,0.774669,[50 25] ; [32 11],[52.11864407 22.88135593] ; [29.88135593 13.11864407],0
d3,1,0.385925,0.751743,[17 57] ; [13 30],[18.97435897 55.02564103] ; [11.02564103 31.97435897],0
b4,1,0.56607,0.329302,[36 39] ; [23 20],[37.5 37.5] ; [21.5 21.5],0
a4,1,0.646363,0.210516,[18 55] ; [ 9 34],[16.99137931 56.00862069] ; [10.00862069 32.99137931],0
b3,1,0.688351,0.160877,[15 31] ; [ 7 18],[14.25352113 31.74647887] ; [ 7.74647887 17.25352113],0
b2,1,0.688351,0.160877,[15 31] ; [ 7 18],[14.25352113 31.74647887] ; [ 7.74647887 17.25352113],0
b1,1,0.714592,0.133734,[34 41] ; [18 25],[33.05084746 41.94915254] ; [18.94915254 24.05084746],0
n1,1,0.772484,0.083595,[12 17] ; [4 7],[11.6 17.4] ; [4.4 6.6],0
n5,1,0.776095,0.08089,[54 21] ; [32 11],[54.66101695 20.33898305] ; [31.33898305 11.66101695],0
d5,1,0.875357,0.024604,[29 46] ; [16 27],[28.60169492 46.39830508] ; [16.39830508 26.60169492],0
d1,1,0.909807,0.012833,[ 2 73] ; [ 1 42],[ 1.90677966 73.09322034] ; [ 1.09322034 41.90677966],0
s3,1,0.911627,0.012318,[18 55] ; [11 32],[18.25 54.75] ; [10.75 32.25],0
p1,1,0.924554,0.008968,[10 65] ; [ 6 37],[10.16949153 64.83050847] ; [ 5.83050847 37.16949153],0
