Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000104,15.056604,[ 6 22] ; [50 28],[14.79245283 13.20754717] ; [41.20754717 36.79245283],1
v4,1,0.00289,8.875812,[17 11] ; [67 10],[22.4  5.6] ; [61.6 15.4],0
p10,1,0.006314,7.458493,[10 17] ; [51 25],[15.99029126 11.00970874] ; [45.00970874 30.99029126],0
s7,1,0.020913,5.33399,[ 2 24] ; [23 53],[ 6.37254902 19.62745098] ; [18.62745098 57.37254902],0
r3,1,0.022882,5.177465,[18 10] ; [66 12],[22.18867925  5.81132075] ; [61.81132075 16.18867925],0
v3,1,0.025811,4.968639,[ 3 25] ; [25 52],[ 7.46666667 20.53333333] ; [20.53333333 56.46666667],0
p9,1,0.036767,4.361179,[14 13] ; [56 20],[18.34951456  8.65048544] ; [51.65048544 24.34951456],0
u3,1,0.056759,3.62963,[ 4 17] ; [21 28],[ 7.5 13.5] ; [17.5 31.5],0
a7,1,0.081874,3.027308,[11 17] ; [45 32],[14.93333333 13.06666667] ; [41.06666667 35.93333333],0
p7,1,0.11143,2.533819,[10 18] ; [40 35],[13.59223301 14.40776699] ; [36.40776699 38.59223301],0
s3,1,0.119706,2.421164,[ 7 20] ; [33 44],[10.38461538 16.61538462] ; [29.61538462 47.38461538],0
p8,1,0.120455,2.411395,[ 7 21] ; [32 45],[10.4 17.6] ; [28.6 48.4],0
n6,1,0.173342,1.8538,[17 11] ; [58 20],[19.81132075  8.18867925] ; [55.18867925 22.81132075],0
b1,1,0.190613,1.712874,[14 14] ; [28 50],[11.09433962 16.90566038] ; [30.90566038 47.09433962],0
s2,1,0.196112,1.671096,[ 6 22] ; [27 51],[ 8.71698113 19.28301887] ; [24.28301887 53.71698113],0
p6,1,0.207204,1.590857,[ 5 22] ; [24 53],[ 7.52884615 19.47115385] ; [21.47115385 55.52884615],0
d2,1,0.213682,1.546307,[ 9 19] ; [16 62],[ 6.60377358 21.39622642] ; [18.39622642 59.60377358],0
a3,1,0.226737,1.461215,[ 7 21] ; [29 48],[ 9.6 18.4] ; [26.4 50.6],0
p3,1,0.23916,1.385537,[ 6 22] ; [26 52],[ 8.45283019 19.54716981] ; [23.54716981 54.45283019],0
p11,1,0.268628,1.223739,[15 13] ; [51 27],[17.43396226 10.56603774] ; [48.56603774 29.43396226],0
p1,1,0.269746,1.21804,[ 1 27] ; [ 8 69],[ 2.4 25.6] ; [ 6.6 70.4],0
v1,1,0.274689,1.193182,[ 7 21] ; [28 49],[ 9.33333333 18.66666667] ; [25.66666667 51.33333333],0
n3,1,0.297156,1.086913,[7 6] ; [15  6],[8.41176471 4.58823529] ; [13.58823529  7.41176471],0
b2,1,0.325875,0.96522,[ 4 15] ; [15 30],[ 5.640625 13.359375] ; [13.359375 31.640625],0
b3,1,0.325875,0.96522,[ 4 15] ; [15 30],[ 5.640625 13.359375] ; [13.359375 31.640625],0
p2,1,0.328565,0.954545,[18 10] ; [57 20],[20.  8.] ; [55. 22.],0
n1,1,0.362999,0.827491,[ 3 10] ; [ 8 13],[4.20588235 8.79411765] ; [ 6.79411765 14.20588235],0
s8,1,0.392458,0.731312,[ 4 24] ; [17 61],[ 5.54716981 22.45283019] ; [15.45283019 62.54716981],0
a8,1,0.40561,0.691633,[ 3 22] ; [ 5 69],[ 2.02020202 22.97979798] ; [ 5.97979798 68.02020202],0
n2,1,0.454727,0.558843,[7 6] ; [14  7],[8.02941176 4.97058824] ; [12.97058824  8.02941176],0
d5,1,0.479892,0.499109,[12 16] ; [39 38],[13.6 14.4] ; [37.4 39.6],0
a1,1,0.48028,0.498227,[ 2 26] ; [ 3 75],[ 1.32075472 26.67924528] ; [ 3.67924528 74.32075472],0
s5,1,0.51863,0.416616,[ 6 22] ; [12 63],[ 4.89320388 23.10679612] ; [13.10679612 61.89320388],0
n4,1,0.530304,0.393809,[17 11] ; [42 36],[15.58490566 12.41509434] ; [43.41509434 34.58490566],0
b5,1,0.596684,0.280027,[16 12] ; [49 29],[17.16981132 10.83018868] ; [47.83018868 30.16981132],0
d3,1,0.597466,0.278834,[12 16] ; [37 39],[13.19230769 14.80769231] ; [35.80769231 40.19230769],0
a6,1,0.622074,0.242963,[10 18] ; [32 46],[11.09433962 16.90566038] ; [30.90566038 47.09433962],0
s6,1,0.638514,0.220691,[10 18] ; [31 45],[11.03846154 16.96153846] ; [29.96153846 46.03846154],0
p12,1,0.692301,0.156606,[ 2 26] ; [ 4 74],[ 1.58490566 26.41509434] ; [ 4.41509434 73.58490566],0
a4,1,0.703828,0.14452,[ 4 24] ; [ 9 69],[ 3.43396226 24.56603774] ; [ 9.56603774 68.43396226],0
d1,1,0.762319,0.091468,[ 5 23] ; [16 62],[ 5.54716981 22.45283019] ; [15.45283019 62.54716981],0
n5,1,0.780716,0.077499,[17 11] ; [45 33],[16.37735849 11.62264151] ; [45.62264151 32.37735849],0
s1,1,0.782762,0.076022,[ 1 27] ; [ 2 76],[ 0.79245283 27.20754717] ; [ 2.20754717 75.79245283],0
s4,1,0.837088,0.042279,[ 7 21] ; [18 60],[ 6.60377358 21.39622642] ; [18.39622642 59.60377358],0
p4,1,0.843644,0.038901,[11 17] ; [29 49],[10.56603774 17.43396226] ; [29.43396226 48.56603774],0
d4,1,0.88711,0.020153,[15 13] ; [43 35],[15.32075472 12.67924528] ; [42.67924528 35.32075472],0
u2,1,0.891138,0.018732,[10 11] ; [22 26],[ 9.73913043 11.26086957] ; [22.26086957 25.73913043],0
p5,1,0.911688,0.012301,[ 2 26] ; [ 6 71],[ 2.13333333 25.86666667] ; [ 5.86666667 71.13333333],0
v2,1,0.934119,0.006833,[ 9 18] ; [26 50],[ 9.17475728 17.82524272] ; [25.82524272 50.17475728],0
b4,1,0.93877,0.005901,[17 11] ; [48 30],[17.16981132 10.83018868] ; [47.83018868 30.16981132],0
