Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000267,13.288624,[67 10] ; [10 10],[61.12371134 15.87628866] ; [15.87628866  4.12371134],1
n4,1,0.00055,11.938328,[66 11] ; [10 10],[60.32989691 16.67010309] ; [15.67010309  4.32989691],1
n5,1,0.002781,8.945817,[65 11] ; [11  9],[60.16666667 15.83333333] ; [15.83333333  4.16666667],0
r4,1,0.002868,8.889661,[73  5] ; [14  6],[69.24489796  8.75510204] ; [17.75510204  2.24489796],0
p1,1,0.002868,8.889661,[ 5 73] ; [ 6 14],[ 8.75510204 69.24489796] ; [ 2.24489796 17.75510204],0
p11,1,0.003981,8.292308,[66 12] ; [11  9],[61.28571429 16.71428571] ; [15.71428571  4.28571429],0
r3,1,0.01233,6.262722,[75  3] ; [16  4],[72.42857143  5.57142857] ; [18.57142857  1.42857143],0
r2,1,0.01233,6.262722,[75  3] ; [16  4],[72.42857143  5.57142857] ; [18.57142857  1.42857143],0
s8,1,0.020538,5.365586,[46 32] ; [ 6 14],[41.3877551 36.6122449] ; [10.6122449  9.3877551],0
s4,1,0.027515,4.858177,[19 58] ; [10 10],[23.02061856 53.97938144] ; [ 5.97938144 14.02061856],0
b4,1,0.038079,4.301473,[47 31] ; [17  3],[50.93877551 27.06122449] ; [13.06122449  6.93877551],0
p2,1,0.051263,3.799664,[65 12] ; [13  7],[61.91752577 15.08247423] ; [16.08247423  3.91752577],0
a6,1,0.053401,3.731318,[34 44] ; [ 4 16],[30.24489796 47.75510204] ; [ 7.75510204 12.24489796],0
b3,1,0.053829,3.718002,[27 22] ; [ 4 11],[23.734375 25.265625] ; [7.265625 7.734375],0
b2,1,0.053829,3.718002,[27 22] ; [ 4 11],[23.734375 25.265625] ; [7.265625 7.734375],0
v1,1,0.068388,3.321301,[50 27] ; [ 8 11],[46.52083333 30.47916667] ; [11.47916667  7.52083333],0
v3,1,0.087193,2.925443,[33 45] ; [ 4 15],[29.75257732 48.24742268] ; [ 7.24742268 11.75257732],0
a3,1,0.093119,2.819617,[60 18] ; [11  8],[57.09278351 20.90721649] ; [13.90721649  5.09278351],0
p9,1,0.099575,2.712332,[66 11] ; [14  6],[63.50515464 13.49484536] ; [16.49484536  3.50515464],0
d5,1,0.099575,2.712332,[66 11] ; [14  6],[63.50515464 13.49484536] ; [16.49484536  3.50515464],0
a5,1,0.126182,2.338856,[60 18] ; [12  8],[57.30612245 20.69387755] ; [14.69387755  5.30612245],0
s1,1,0.133772,2.248172,[ 2 76] ; [ 2 18],[ 3.18367347 74.81632653] ; [ 0.81632653 19.18367347],0
s3,1,0.186891,1.74196,[55 23] ; [11  9],[52.53061224 25.46938776] ; [13.46938776  6.53061224],0
n6,1,0.194366,1.684211,[66 10] ; [15  5],[64.125 11.875] ; [16.875  3.125],0
p8,1,0.199686,1.644669,[45 32] ; [ 8 11],[42.51041667 34.48958333] ; [10.48958333  8.51041667],0
p3,1,0.265673,1.238951,[49 28] ; [10 10],[46.83505155 30.16494845] ; [12.16494845  7.83505155],0
p4,1,0.265673,1.238951,[49 28] ; [10 10],[46.83505155 30.16494845] ; [12.16494845  7.83505155],0
a1,1,0.312698,1.019245,[ 6 72] ; [ 3 17],[ 7.16326531 70.83673469] ; [ 1.83673469 18.16326531],0
a2,1,0.322932,0.977033,[10 68] ; [ 1 19],[ 8.75510204 69.24489796] ; [ 2.24489796 17.75510204],0
v2,1,0.35847,0.843246,[42 36] ; [ 8 11],[40.20618557 37.79381443] ; [9.79381443 9.20618557],0
u3,1,0.411314,0.675,[11  7] ; [4 5],[10.  8.] ; [5. 4.],0
v4,1,0.417501,0.657339,[74  4] ; [18  2],[73.2244898  4.7755102] ; [18.7755102  1.2244898],0
d4,1,0.426529,0.632255,[67 10] ; [16  4],[65.88659794 11.11340206] ; [17.11340206  2.88659794],0
s7,1,0.438451,0.600333,[48 29] ; [10  9],[46.52083333 30.47916667] ; [11.47916667  7.52083333],0
d1,1,0.469351,0.523504,[46 32] ; [10 10],[44.57142857 33.42857143] ; [11.42857143  8.57142857],0
s2,1,0.483747,0.490405,[48 30] ; [14  6],[49.34693878 28.65306122] ; [12.65306122  7.34693878],0
n3,1,0.48384,0.490196,[11  6] ; [4 4],[10.2  6.8] ; [4.8 3.2],0
p12,1,0.54439,0.367464,[ 7 69] ; [ 1 19],[ 6.33333333 69.66666667] ; [ 1.66666667 18.33333333],0
p5,1,0.646073,0.210887,[15 62] ; [ 3 17],[14.28865979 62.71134021] ; [ 3.71134021 16.28865979],0
u2,1,0.68017,0.169935,[9 8] ; [4 5],[8.5 8.5] ; [4.5 4.5],0
d3,1,0.689848,0.15925,[39 39] ; [ 9 11],[38.20408163 39.79591837] ; [ 9.79591837 10.20408163],0
a4,1,0.689848,0.15925,[39 39] ; [11  9],[39.79591837 38.20408163] ; [10.20408163  9.79591837],0
d2,1,0.695283,0.153425,[43 35] ; [12  8],[43.7755102 34.2244898] ; [11.2244898  8.7755102],0
b5,1,0.696799,0.151824,[27 51] ; [ 6 14],[26.26530612 51.73469388] ; [ 6.73469388 13.26530612],0
p6,1,0.757181,0.095595,[35 41] ; [ 8 11],[34.4 41.6] ; [ 8.6 10.4],0
n2,1,0.785792,0.073864,[15  3] ; [7 1],[15.23076923  2.76923077] ; [6.76923077 1.23076923],0
