Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.422531,[25  6] ; [12 36],[14.51898734 16.48101266] ; [22.48101266 25.51898734],1
s7,1,0.000477,12.204809,[20 11] ; [12 36],[12.55696203 18.44303797] ; [19.44303797 28.55696203],1
s8,1,0.002137,9.427986,[16 16] ; [ 9 41],[ 9.75609756 22.24390244] ; [15.24390244 34.75609756],0
s5,1,0.004506,8.067676,[11 19] ; [ 5 44],[ 6.07594937 23.92405063] ; [ 9.92405063 39.07594937],0
s6,1,0.007366,7.1816,[20 11] ; [17 33],[14.16049383 16.83950617] ; [22.83950617 27.16049383],0
v2,1,0.010625,6.526994,[18 13] ; [14 34],[12.55696203 18.44303797] ; [19.44303797 28.55696203],0
d1,1,0.012862,6.187978,[17 15] ; [13 37],[11.70731707 20.29268293] ; [18.29268293 31.70731707],0
p6,1,0.019739,5.434864,[13 19] ; [ 8 39],[ 8.50632911 23.49367089] ; [12.49367089 34.50632911],0
r3,1,0.020295,5.386319,[26  5] ; [29 20],[21.3125  9.6875] ; [33.6875 15.3125],0
p3,1,0.069033,3.305861,[15 17] ; [13 35],[11.2 20.8] ; [16.8 31.2],0
s4,1,0.069662,3.29097,[ 8 24] ; [ 5 45],[ 5.07317073 26.92682927] ; [ 7.92682927 42.07317073],0
b4,1,0.086386,2.940469,[15 17] ; [33 17],[18.73170732 13.26829268] ; [29.26829268 20.73170732],0
d5,1,0.088446,2.902441,[25  7] ; [30 20],[21.46341463 10.53658537] ; [33.53658537 16.46341463],0
n1,1,0.109906,2.555573,[2 9] ; [ 9 10],[4.03333333 6.96666667] ; [ 6.96666667 12.03333333],0
u3,1,0.149443,2.077922,[6 5] ; [ 6 15],[4.125 6.875] ; [ 7.875 13.125],0
a6,1,0.174366,1.845,[19 13] ; [22 28],[16. 16.] ; [25. 25.],0
p10,1,0.176472,1.827086,[27  4] ; [35 12],[24.64102564  6.35897436] ; [37.35897436  9.64102564],0
p5,1,0.193227,1.692843,[ 2 29] ; [ 8 41],[ 3.875 27.125] ; [ 6.125 42.875],0
b1,1,0.207518,1.588658,[14 18] ; [29 21],[16.7804878 15.2195122] ; [26.2195122 23.7804878],0
p7,1,0.226736,1.461221,[17 13] ; [20 27],[14.41558442 15.58441558] ; [22.58441558 24.41558442],0
d4,1,0.239139,1.385665,[25  7] ; [33 17],[22.63414634  9.36585366] ; [35.36585366 14.63414634],0
p1,1,0.257839,1.280323,[ 1 30] ; [ 5 45],[ 2.2962963 28.7037037] ; [ 3.7037037 46.2962963],0
p4,1,0.276959,1.18195,[17 15] ; [20 29],[14.61728395 17.38271605] ; [22.38271605 26.61728395],0
a5,1,0.297265,1.086425,[21 11] ; [27 23],[18.73170732 13.26829268] ; [29.26829268 20.73170732],0
p2,1,0.324944,0.968941,[26  5] ; [35 12],[24.24358974  6.75641026] ; [36.75641026 10.24358974],0
n5,1,0.355353,0.854248,[22  8] ; [31 18],[20.12658228  9.87341772] ; [32.87341772 16.12658228],0
d2,1,0.425525,0.635007,[13 19] ; [16 34],[11.31707317 20.68292683] ; [17.68292683 32.31707317],0
a3,1,0.445229,0.582769,[21 11] ; [28 21],[19.35802469 12.64197531] ; [29.64197531 19.35802469],0
n3,1,0.447256,0.577597,[6 5] ; [13  6],[6.96666667 4.03333333] ; [12.03333333  6.96666667],0
r2,1,0.473189,0.51452,[19  9] ; [28 19],[17.54666667 10.45333333] ; [29.45333333 17.54666667],0
v3,1,0.475608,0.508916,[ 9 22] ; [11 39],[ 7.65432099 23.34567901] ; [12.34567901 37.65432099],0
v1,1,0.494028,0.467741,[12 18] ; [23 25],[13.46153846 16.53846154] ; [21.53846154 26.46153846],0
p11,1,0.496766,0.461839,[24  8] ; [34 16],[22.63414634  9.36585366] ; [35.36585366 14.63414634],0
a1,1,0.502913,0.448784,[ 4 28] ; [ 4 46],[ 3.12195122 28.87804878] ; [ 4.87804878 45.12195122],0
s1,1,0.555486,0.34758,[ 1 31] ; [ 3 47],[ 1.56097561 30.43902439] ; [ 2.43902439 47.56097561],0
n4,1,0.608359,0.262571,[21 11] ; [30 20],[19.90243902 12.09756098] ; [31.09756098 18.90243902],0
a4,1,0.608417,0.262487,[12 20] ; [16 34],[10.92682927 21.07317073] ; [17.07317073 32.92682927],0
a8,1,0.612412,0.256677,[ 3 28] ; [ 3 43],[ 2.41558442 28.58441558] ; [ 3.58441558 42.41558442],0
d3,1,0.644756,0.212576,[18 14] ; [25 24],[16.98765432 15.01234568] ; [26.01234568 22.98765432],0
r1,1,0.728685,0.120322,[ 7 24] ; [13 37],[ 7.65432099 23.34567901] ; [12.34567901 37.65432099],0
n6,1,0.75457,0.097731,[19 10] ; [31 19],[18.35443038 10.64556962] ; [31.64556962 18.35443038],0
