Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.011603,6.37049,[18 12] ; [56 11],[22.88659794  7.11340206] ; [51.11340206 15.88659794],0
n2,1,0.020686,5.353043,[9 6] ; [21  2],[11.84210526  3.15789474] ; [18.15789474  4.84210526],0
p2,1,0.024817,5.036595,[19 13] ; [54 13],[23.5959596  8.4040404] ; [49.4040404 17.5959596],0
n6,1,0.025171,5.012081,[15 17] ; [47 20],[20.04040404 11.95959596] ; [41.95959596 25.04040404],0
p8,1,0.043963,4.057995,[ 9 22] ; [34 33],[13.60204082 17.39795918] ; [29.39795918 37.60204082],0
r3,1,0.048426,3.895126,[26  6] ; [63  4],[28.76767677  3.23232323] ; [60.23232323  6.76767677],0
p7,1,0.050881,3.812171,[13 18] ; [41 24],[17.4375 13.5625] ; [36.5625 28.4375],0
n5,1,0.063573,3.441619,[ 9 23] ; [32 35],[13.25252525 18.74747475] ; [27.74747475 39.25252525],0
r4,1,0.070654,3.267752,[23 10] ; [57 10],[26.4  6.6] ; [53.6 13.4],0
p9,1,0.07088,3.262527,[22  8] ; [59  8],[25.05154639  4.94845361] ; [55.94845361 11.05154639],0
a3,1,0.082994,3.005268,[19 14] ; [50 17],[22.77 10.23] ; [46.23 20.77],0
u2,1,0.087725,2.915629,[6 7] ; [13  4],[8.23333333 4.76666667] ; [10.76666667  6.23333333],0
p1,1,0.118075,2.442677,[ 5 27] ; [ 4 63],[ 2.90909091 29.09090909] ; [ 6.09090909 60.90909091],0
v2,1,0.128096,2.315434,[16 15] ; [44 21],[19.375 11.625] ; [40.625 24.375],0
v4,1,0.165682,1.921584,[29  4] ; [63  3],[30.66666667  2.33333333] ; [61.33333333  4.66666667],0
b1,1,0.172332,1.862539,[16 17] ; [23 44],[12.87 20.13] ; [26.13 40.87],0
a4,1,0.176057,1.830599,[17 16] ; [25 42],[13.86 19.14] ; [28.14 38.86],0
a5,1,0.202756,1.622408,[20 13] ; [49 18],[22.77 10.23] ; [46.23 20.77],0
n1,1,0.2255,1.469021,[ 2 13] ; [ 7 16],[ 3.55263158 11.44736842] ; [ 5.44736842 17.55263158],0
r1,1,0.240665,1.376692,[22 11] ; [52 15],[24.42  8.58] ; [49.58 17.42],0
v3,1,0.252192,1.31112,[ 9 23] ; [26 39],[11.54639175 20.45360825] ; [23.45360825 41.54639175],0
u3,1,0.252595,1.308892,[9 5] ; [14  3],[10.38709677  3.61290323] ; [12.61290323  4.38709677],0
a6,1,0.274658,1.193334,[19 14] ; [46 21],[21.45 11.55] ; [43.55 23.45],0
a2,1,0.279778,1.168169,[ 9 24] ; [12 55],[ 6.93 26.07] ; [14.07 52.93],0
s4,1,0.279778,1.168169,[ 9 24] ; [12 55],[ 6.93 26.07] ; [14.07 52.93],0
b4,1,0.353031,0.862534,[18 15] ; [43 24],[20.13 12.87] ; [40.87 26.13],0
s2,1,0.35785,0.845423,[18 15] ; [30 37],[15.84 17.16] ; [32.16 34.84],0
r2,1,0.365712,0.818182,[28  5] ; [60  6],[29.33333333  3.66666667] ; [58.66666667  7.33333333],0
s6,1,0.394473,0.72511,[22  9] ; [41 25],[20.13402062 10.86597938] ; [42.86597938 23.13402062],0
d2,1,0.430419,0.621692,[14 19] ; [23 44],[12.21 20.79] ; [24.79 42.21],0
d4,1,0.431301,0.619318,[26  7] ; [57 10],[27.39  5.61] ; [55.61 11.39],0
d1,1,0.43348,0.613483,[14 19] ; [34 33],[15.84 17.16] ; [32.16 34.84],0
s1,1,0.440331,0.595419,[ 2 30] ; [ 2 65],[ 1.29292929 30.70707071] ; [ 2.70707071 64.29292929],0
a1,1,0.460522,0.544625,[ 2 31] ; [ 2 65],[ 1.32 31.68] ; [ 2.68 64.32],0
u1,1,0.49611,0.463248,[ 5 28] ; [ 7 60],[ 3.96 29.04] ; [ 8.04 58.96],0
p12,1,0.56585,0.329675,[ 1 30] ; [ 4 63],[ 1.58163265 29.41836735] ; [ 3.41836735 63.58163265],0
s3,1,0.569652,0.323265,[18 15] ; [32 34],[16.66666667 16.33333333] ; [33.33333333 32.66666667],0
s5,1,0.606277,0.265632,[11 19] ; [21 46],[ 9.89690722 20.10309278] ; [22.10309278 44.89690722],0
b5,1,0.622221,0.242758,[19 14] ; [42 25],[20.13 12.87] ; [40.87 26.13],0
a7,1,0.676185,0.174452,[24  9] ; [46 21],[23.1  9.9] ; [46.9 20.1],0
s7,1,0.715654,0.132695,[13 17] ; [26 40],[12.1875 17.8125] ; [26.8125 39.1875],0
n3,1,0.717269,0.131125,[10  5] ; [14  9],[9.47368421 5.52631579] ; [14.52631579  8.47368421],0
b2,1,0.732954,0.116416,[4 7] ; [16 22],[4.48979592 6.51020408] ; [15.51020408 22.48979592],0
b3,1,0.732954,0.116416,[4 7] ; [16 22],[4.48979592 6.51020408] ; [15.51020408 22.48979592],0
p6,1,0.737855,0.112021,[ 7 23] ; [17 47],[ 7.65957447 22.34042553] ; [16.34042553 47.65957447],0
p3,1,0.77287,0.083303,[12 19] ; [28 39],[12.65306122 18.34693878] ; [27.34693878 39.65306122],0
s8,1,0.776207,0.080807,[11 21] ; [25 42],[11.63636364 20.36363636] ; [24.36363636 42.63636364],0
p4,1,0.813903,0.05541,[14 18] ; [31 36],[14.54545455 17.45454545] ; [30.45454545 36.54545455],0
d5,1,0.838639,0.041467,[24  9] ; [50 17],[24.42  8.58] ; [49.58 17.42],0
d3,1,0.840976,0.040258,[21 12] ; [44 23],[21.45 11.55] ; [43.55 23.45],0
