Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,38.448568,[175  53] ; [41 58],[150.60550459  77.39449541] ; [65.39449541 33.60550459],1
a6,1,0.0,36.929993,[179  49] ; [44 55],[155.48623853  72.51376147] ; [67.51376147 31.48623853],1
d4,1,0.000126,14.705139,[191  37] ; [64 35],[177.79816514  50.20183486] ; [77.20183486 21.79816514],1
a2,1,0.000395,12.555349,[ 54 174] ; [ 7 92],[ 42.53211009 185.46788991] ; [18.46788991 80.53211009],1
v2,1,0.002036,9.516541,[104 115] ; [27 67],[ 91.65814696 127.34185304] ; [39.34185304 54.65814696],0
v4,1,0.00214,9.425455,[215  10] ; [85 14],[208.33333333  16.66666667] ; [91.66666667  7.33333333],0
r4,1,0.002205,9.370513,[206  22] ; [77 22],[197.32110092  30.67889908] ; [85.67889908 13.32110092],0
b5,1,0.002843,8.905889,[133  95] ; [40 59],[120.62385321 107.37614679] ; [52.37614679 46.62385321],0
r3,1,0.004295,8.154761,[220   6] ; [89 10],[214.87384615  11.12615385] ; [94.12615385  4.87384615],0
r1,1,0.005195,7.810131,[178  49] ; [63 36],[167.81288344  59.18711656] ; [73.18711656 25.81288344],0
u1,1,0.009817,6.667866,[ 38 190] ; [ 6 93],[ 30.67889908 197.32110092] ; [13.32110092 85.67889908],0
d5,1,0.010849,6.489934,[180  48] ; [65 34],[170.82568807  57.17431193] ; [74.17431193 24.82568807],0
d1,1,0.01435,5.994541,[128 100] ; [41 58],[117.83486239 110.16513761] ; [51.16513761 47.83486239],0
p2,1,0.030376,4.687886,[194  33] ; [74 24],[187.18769231  39.81230769] ; [80.81230769 17.18769231],0
p10,1,0.030527,4.679363,[189  36] ; [73 26],[181.94444444  43.05555556] ; [80.05555556 18.94444444],0
u3,1,0.062036,3.482109,[41 32] ; [16 26],[36.1826087 36.8173913] ; [20.8173913 21.1826087],0
r2,1,0.080366,3.057489,[209  16] ; [86 13],[204.86111111  20.13888889] ; [90.13888889  8.86111111],0
a3,1,0.083449,2.996417,[154  74] ; [57 42],[147.11926606  80.88073394] ; [63.88073394 35.11926606],0
v3,1,0.083527,2.994898,[ 64 158] ; [19 78],[ 57.76175549 164.23824451] ; [25.23824451 71.76175549],0
a8,1,0.102842,2.660914,[ 30 182] ; [ 7 86],[ 25.71803279 186.28196721] ; [11.28196721 81.71803279],0
b1,1,0.119075,2.429441,[ 74 154] ; [41 58],[ 80.18348624 147.81651376] ; [34.81651376 64.18348624],0
p4,1,0.129704,2.296041,[125 102] ; [45 53],[118.73846154 108.26153846] ; [51.26153846 46.73846154],0
n5,1,0.154881,2.023508,[149  75] ; [73 25],[154.43478261  69.56521739] ; [67.56521739 30.43478261],0
p8,1,0.172394,1.862001,[118 106] ; [44 55],[112.34674923 111.65325077] ; [49.65325077 49.34674923],0
s2,1,0.177773,1.816145,[105 122] ; [37 60],[ 99.48765432 127.51234568] ; [42.51234568 54.48765432],0
p1,1,0.219433,1.508073,[ 14 211] ; [10 89],[ 16.66666667 208.33333333] ; [ 7.33333333 91.66666667],0
p9,1,0.263848,1.248454,[188  36] ; [78 21],[184.47058824  39.52941176] ; [81.52941176 17.47058824],0
b4,1,0.312848,1.018615,[138  90] ; [54 45],[133.87155963  94.12844037] ; [58.12844037 40.87155963],0
s3,1,0.392594,0.730893,[123 102] ; [48 49],[119.48757764 105.51242236] ; [51.51242236 45.48757764],0
n3,1,0.411451,0.674603,[40 11] ; [24 10],[38.4 12.6] ; [25.6  8.4],0
p6,1,0.418702,0.653955,[ 64 163] ; [32 66],[ 67.05230769 159.94769231] ; [28.94769231 69.05230769],0
s4,1,0.459336,0.547512,[ 38 186] ; [20 78],[ 40.34782609 183.65217391] ; [17.65217391 80.34782609],0
p7,1,0.487831,0.481307,[137  83] ; [57 41],[134.21383648  85.78616352] ; [59.78616352 38.21383648],0
u2,1,0.504892,0.444638,[38 35] ; [24 17],[39.70175439 33.29824561] ; [22.29824561 18.70175439],0
s6,1,0.535088,0.384721,[138  86] ; [55 40],[135.52351097  88.47648903] ; [57.47648903 37.52351097],0
u4,1,0.54252,0.370889,[  1 227] ; [ 1 98],[  1.39449541 226.60550459] ; [ 0.60550459 98.39449541],0
a1,1,0.5643,0.332313,[ 10 218] ; [ 3 96],[  9.06422018 218.93577982] ; [ 3.93577982 95.06422018],0
s7,1,0.578923,0.307979,[ 93 126] ; [44 52],[ 95.24761905 123.75238095] ; [41.75238095 54.24761905],0
a4,1,0.579374,0.307248,[ 87 141] ; [41 58],[ 89.24770642 138.75229358] ; [38.75229358 60.24770642],0
p3,1,0.590147,0.290115,[ 99 128] ; [40 59],[ 96.78834356 130.21165644] ; [42.21165644 56.78834356],0
a5,1,0.609595,0.260766,[154  74] ; [64 35],[152.  76.] ; [66. 33.],0
p5,1,0.613674,0.25486,[ 19 208] ; [10 89],[ 20.19325153 206.80674847] ; [ 8.80674847 90.19325153],0
d2,1,0.640442,0.218165,[ 96 132] ; [44 54],[ 97.91411043 130.08588957] ; [42.08588957 55.91411043],0
s1,1,0.663676,0.189089,[  7 217] ; [ 4 94],[  7.65217391 216.34782609] ; [ 3.34782609 94.65217391],0
n2,1,0.665743,0.186622,[35 15] ; [26  9],[35.88235294 14.11764706] ; [25.11764706  9.88235294],0
b2,1,0.697722,0.150853,[38 86] ; [17 44],[36.86486486 87.13513514] ; [18.13513514 42.86486486],0
b3,1,0.697722,0.150853,[38 86] ; [17 44],[36.86486486 87.13513514] ; [18.13513514 42.86486486],0
n6,1,0.70884,0.139438,[188  38] ; [84 15],[189.14461538  36.85538462] ; [82.85538462 16.14461538],0
n1,1,0.801146,0.063436,[16 34] ; [10 24],[15.47619048 34.52380952] ; [10.52380952 23.47619048],0
s5,1,0.82474,0.049042,[ 62 161] ; [27 66],[ 62.80696203 160.19303797] ; [26.19303797 66.80696203],0
s8,1,0.927976,0.008171,[ 81 145] ; [36 63],[ 81.36 144.64] ; [35.64 63.36],0
p12,1,0.975704,0.000928,[ 16 211] ; [ 7 91],[ 16.06461538 210.93538462] ; [ 6.93538462 91.06461538],0
n4,1,0.994045,5.6e-05,[165  62] ; [72 27],[165.02760736  61.97239264] ; [71.97239264 27.02760736],0
