Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2e-06,22.317067,[36 29] ; [14 65],[22.56944444 42.43055556] ; [27.43055556 51.56944444],1
a6,1,0.004963,7.892958,[51 15] ; [44 36],[42.94520548 23.05479452] ; [52.05479452 27.94520548],0
a3,1,0.006522,7.400041,[56 10] ; [52 28],[48.82191781 17.17808219] ; [59.17808219 20.82191781],0
r1,1,0.010883,6.484325,[59  7] ; [58 22],[52.89041096 13.10958904] ; [64.10958904 15.89041096],0
d5,1,0.012395,6.253497,[60  6] ; [60 20],[54.24657534 11.75342466] ; [65.75342466 14.24657534],0
a7,1,0.012522,6.235367,[53 13] ; [49 31],[46.10958904 19.89041096] ; [55.89041096 24.10958904],0
d2,1,0.013494,6.103207,[44 22] ; [37 43],[36.61643836 29.38356164] ; [44.38356164 35.61643836],0
r4,1,0.014497,5.976558,[64  2] ; [68 12],[59.67123288  6.32876712] ; [72.32876712  7.67123288],0
n3,1,0.054019,3.712121,[16  2] ; [17 10],[13.2  4.8] ; [19.8  7.2],0
p1,1,0.061099,3.507292,[ 2 64] ; [ 9 71],[ 4.97260274 61.02739726] ; [ 6.02739726 73.97260274],0
a2,1,0.067643,3.339311,[22 44] ; [16 64],[17.17808219 48.82191781] ; [20.82191781 59.17808219],0
r2,1,0.130326,2.28862,[63  3] ; [69  9],[60.5  5.5] ; [71.5  6.5],0
p10,1,0.145038,2.123673,[58  8] ; [63 17],[54.69863014 11.30136986] ; [66.30136986 13.69863014],0
n2,1,0.151547,2.056614,[14  4] ; [16 12],[11.73913043  6.26086957] ; [18.26086957  9.73913043],0
r3,1,0.152671,2.04536,[64  2] ; [73  7],[61.93150685  4.06849315] ; [75.06849315  4.93150685],0
u1,1,0.155424,2.018197,[18 48] ; [14 66],[14.46575342 51.53424658] ; [17.53424658 62.46575342],0
s1,1,0.161886,1.956522,[ 1 63] ; [ 5 75],[ 2.66666667 61.33333333] ; [ 3.33333333 76.66666667],0
d1,1,0.206776,1.593856,[47 19] ; [49 31],[43.39726027 22.60273973] ; [52.60273973 27.39726027],0
