Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,46.020309,[ 14 300] ; [11 17],[ 22.95321637 291.04678363] ; [ 2.04678363 25.95321637],1
p3,1,0.0,29.901491,[124 191] ; [26  2],[137.75510204 177.24489796] ; [12.24489796 15.75510204],1
a1,1,4e-06,21.161469,[  6 310] ; [ 5 23],[ 10.10465116 305.89534884] ; [ 0.89534884 27.10465116],1
s5,1,2.3e-05,17.956902,[ 80 227] ; [17  9],[ 89.42642643 217.57357357] ; [ 7.57357357 18.42642643],1
p6,1,5.2e-05,16.357029,[ 95 219] ; [19  9],[104.66666667 209.33333333] ; [ 9.33333333 18.66666667],1
p12,1,0.00028,13.19711,[ 10 304] ; [ 5 23],[ 13.77192982 300.22807018] ; [ 1.22807018 26.77192982],1
s7,1,0.000304,13.048423,[129 174] ; [20  5],[137.64329268 165.35670732] ; [11.35670732 13.64329268],1
s6,1,0.000465,12.252991,[187 125] ; [23  1],[195. 117.] ; [15.  9.],1
p8,1,0.00097,10.884315,[151 161] ; [22  5],[159.22123894 152.77876106] ; [13.77876106 13.22123894],1
p4,1,0.001109,10.635327,[169 145] ; [24  4],[177.19883041 136.80116959] ; [15.80116959 12.19883041],0
b5,1,0.008499,6.925294,[183 133] ; [ 9 19],[176.37209302 139.62790698] ; [15.62790698 12.37209302],0
p7,1,0.018641,5.534848,[194 116] ; [23  4],[199.61424332 110.38575668] ; [17.38575668  9.61424332],0
p9,1,0.041541,4.153804,[252  61] ; [26  1],[255.92352941  57.07647059] ; [22.07647059  4.92352941],0
s4,1,0.07476,3.175295,[ 66 245] ; [ 2 26],[ 62.38348083 248.61651917] ; [ 5.61651917 22.38348083],0
n4,1,0.075675,3.155416,[220  95] ; [24  4],[224.08163265  90.91836735] ; [19.91836735  8.08163265],0
b3,1,0.080249,3.059854,[ 47 121] ; [ 9 10],[ 50.31016043 117.68983957] ; [ 5.68983957 13.31016043],0
b2,1,0.080249,3.059854,[ 47 121] ; [ 9 10],[ 50.31016043 117.68983957] ; [ 5.68983957 13.31016043],0
n6,1,0.12438,2.361285,[256  59] ; [26  2],[258.97959184  56.02040816] ; [23.02040816  4.97959184],0
s8,1,0.129417,2.299481,[111 205] ; [13 13],[114.57309942 201.42690058] ; [ 9.42690058 16.57309942],0
p11,1,0.138183,2.198074,[244  72] ; [25  3],[247.10465116  68.89534884] ; [21.89534884  6.10465116],0
n5,1,0.147844,2.094353,[203 109] ; [22  6],[206.47058824 105.52941176] ; [18.52941176  9.47058824],0
a5,1,0.151136,2.060743,[206 110] ; [22  6],[209.44186047 106.55813953] ; [18.55813953  9.44186047],0
r1,1,0.169373,1.888485,[233  82] ; [24  4],[236.02040816  78.97959184] ; [20.97959184  7.02040816],0
s1,1,0.16954,1.887002,[  8 304] ; [ 2 26],[  9.17647059 302.82352941] ; [ 0.82352941 27.17647059],0
u1,1,0.256421,1.287975,[ 43 273] ; [ 6 22],[ 45.01162791 270.98837209] ; [ 3.98837209 24.01162791],0
p10,1,0.262063,1.257825,[240  74] ; [24  4],[242.38596491  71.61403509] ; [21.61403509  6.38596491],0
r4,1,0.277851,1.177574,[270  46] ; [26  2],[271.90697674  44.09302326] ; [24.09302326  3.90697674],0
v3,1,0.32647,0.96285,[ 77 234] ; [ 9 18],[ 79.13017751 231.86982249] ; [ 6.86982249 20.13017751],0
n1,1,0.328537,0.954656,[25 62] ; [4 5],[26.28125 60.71875] ; [2.71875 6.28125],0
n2,1,0.356998,0.848427,[62 26] ; [5 4],[60.78350515 27.21649485] ; [6.21649485 2.78350515],0
a3,1,0.464647,0.534677,[204 112] ; [20  8],[205.76744186 110.23255814] ; [18.23255814  9.76744186],0
