Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.015071,5.908105,[ 5 13] ; [92 67],[9.86440678 8.13559322] ; [87.13559322 71.86440678],0
u1,1,0.696211,0.152444,[ 1 17] ; [ 13 146],[ 1.42372881 16.57627119] ; [ 12.57627119 146.42372881],0
s5,1,0.712995,0.135304,[ 1 15] ; [ 14 142],[ 1.39534884 14.60465116] ; [ 13.60465116 142.39534884],0
v4,1,0.799789,0.064323,[13  4] ; [125  33],[13.40571429  3.59428571] ; [124.59428571  33.40571429],0
v3,1,0.814193,0.055235,[ 2 16] ; [ 20 133],[ 2.31578947 15.68421053] ; [ 19.68421053 133.31578947],0
p4,1,0.818113,0.052888,[ 6 12] ; [ 57 101],[ 6.44318182 11.55681818] ; [ 56.55681818 101.44318182],0
p3,1,0.819647,0.051984,[ 5 13] ; [ 48 110],[ 5.42045455 12.57954545] ; [ 47.57954545 110.42045455],0
b1,1,0.8305,0.045822,[ 7 11] ; [66 93],[ 7.42372881 10.57627119] ; [65.57627119 93.42372881],0
a7,1,0.843315,0.039068,[11  6] ; [99 60],[10.625  6.375] ; [99.375 59.625],0
p7,1,0.9738,0.001079,[ 7 10] ; [64 93],[ 6.93678161 10.06321839] ; [64.06321839 92.93678161],0
s1,1,0.975564,0.000938,[ 1 17] ; [  9 148],[ 1.02857143 16.97142857] ; [  8.97142857 148.02857143],0
u3,1,0.985009,0.000353,[4 5] ; [30 37],[4.02631579 4.97368421] ; [29.97368421 37.02631579],0
a5,1,0.98647,0.000288,[10  8] ; [88 71],[9.96610169 8.03389831] ; [88.03389831 70.96610169],0
