Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.015071,5.908105,[ 5 13] ; [92 67],[9.86440678 8.13559322] ; [87.13559322 71.86440678],0
s7,1,0.019293,5.474755,[ 7 10] ; [ 26 124],[ 3.35928144 13.64071856] ; [ 29.64071856 120.35928144],0
p2,1,0.020202,5.394354,[16  2] ; [96 61],[11.52  6.48] ; [100.48  56.52],0
p6,1,0.034413,4.47408,[ 7 11] ; [ 28 129],[ 3.6 14.4] ; [ 31.4 125.6],0
s2,1,0.054325,3.702687,[ 6 12] ; [ 24 133],[ 3.08571429 14.91428571] ; [ 26.91428571 130.08571429],0
d3,1,0.059479,3.551859,[13  4] ; [83 75],[9.32571429 7.67428571] ; [86.67428571 71.32571429],0
d2,1,0.085026,2.96612,[ 4 14] ; [68 89],[ 7.40571429 10.59428571] ; [64.59428571 92.40571429],0
d1,1,0.102265,2.669864,[ 4 14] ; [67 92],[ 7.22033898 10.77966102] ; [63.77966102 95.22033898],0
r3,1,0.11447,2.491397,[11  7] ; [123  35],[13.70454545  4.29545455] ; [120.29545455  37.70454545],0
r1,1,0.192437,1.698858,[ 7 11] ; [87 71],[9.61363636 8.38636364] ; [84.38636364 73.61363636],0
p11,1,0.212161,1.556621,[ 8 10] ; [95 64],[10.47457627  7.52542373] ; [92.52542373 66.47457627],0
a2,1,0.270747,1.212957,[ 1 17] ; [ 24 135],[ 2.54237288 15.45762712] ; [ 22.45762712 136.54237288],0
n6,1,0.36748,0.812167,[10  8] ; [104  53],[11.72571429  6.27428571] ; [102.27428571  54.72571429],0
b2,1,0.391367,0.734691,[3 9] ; [35 58],[4.34285714 7.65714286] ; [33.65714286 59.34285714],0
b3,1,0.391367,0.734691,[3 9] ; [35 58],[4.34285714 7.65714286] ; [33.65714286 59.34285714],0
s8,1,0.447914,0.575925,[ 3 15] ; [ 17 142],[ 2.03389831 15.96610169] ; [ 17.96610169 141.03389831],0
n1,1,0.454114,0.560362,[3 3] ; [19 36],[2.16393443 3.83606557] ; [19.83606557 35.16393443],0
a3,1,0.465049,0.533714,[9 9] ; [92 64],[10.44827586  7.55172414] ; [90.55172414 65.44827586],0
a4,1,0.484976,0.487653,[ 5 13] ; [ 57 101],[ 6.34090909 11.65909091] ; [ 55.65909091 102.34090909],0
r4,1,0.507683,0.43884,[10  8] ; [101  58],[11.28813559  6.71186441] ; [99.71186441 59.28813559],0
d4,1,0.521863,0.41021,[11  7] ; [109  50],[12.20338983  5.79661017] ; [107.79661017  51.20338983],0
p10,1,0.55261,0.352661,[9 9] ; [90 67],[10.18285714  7.81714286] ; [88.81714286 68.18285714],0
n5,1,0.556519,0.345768,[10  8] ; [99 59],[11.14772727  6.85227273] ; [97.85227273 60.14772727],0
p9,1,0.561387,0.337308,[10  8] ; [97 58],[11.13294798  6.86705202] ; [95.86705202 59.13294798],0
v1,1,0.564507,0.33196,[ 6 12] ; [ 42 114],[ 4.96551724 13.03448276] ; [ 43.03448276 112.96551724],0
s3,1,0.564507,0.33196,[ 6 12] ; [ 42 114],[ 4.96551724 13.03448276] ; [ 43.03448276 112.96551724],0
n4,1,0.579164,0.307589,[10  8] ; [99 60],[11.08474576  6.91525424] ; [97.91525424 61.08474576],0
d5,1,0.589016,0.291884,[10  7] ; [104  55],[11.01136364  5.98863636] ; [102.98863636  56.01136364],0
r2,1,0.598272,0.277611,[14  2] ; [130  28],[13.24137931  2.75862069] ; [130.75862069  27.24137931],0
u2,1,0.600343,0.274479,[5 4] ; [31 36],[4.26315789 4.73684211] ; [31.73684211 35.26315789],0
b5,1,0.604077,0.268891,[12  6] ; [96 63],[10.98305085  7.01694915] ; [97.01694915 61.98305085],0
n3,1,0.636375,0.223515,[4 2] ; [30 23],[3.45762712 2.54237288] ; [30.54237288 22.45762712],0
p8,1,0.646827,0.209924,[ 5 13] ; [ 52 105],[ 5.86285714 12.13714286] ; [ 51.13714286 105.86285714],0
a6,1,0.653961,0.200942,[10  8] ; [97 62],[10.88135593  7.11864407] ; [96.11864407 62.88135593],0
n2,1,0.673594,0.177427,[3 3] ; [33 23],[3.48387097 2.51612903] ; [32.51612903 23.48387097],0
