Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000118,14.827371,[23 46] ; [56 31],[34.94230769 34.05769231] ; [44.05769231 42.94230769],1
r3,1,0.000251,13.403589,[62  6] ; [57 29],[52.54545455 15.45454545] ; [66.45454545 19.54545455],1
r4,1,0.00081,11.218404,[55 14] ; [47 40],[45.11538462 23.88461538] ; [56.88461538 30.11538462],1
n6,1,0.006698,7.352313,[49 20] ; [42 43],[40.77272727 28.22727273] ; [50.22727273 34.77272727],0
v4,1,0.007368,7.181017,[61  8] ; [60 25],[54.21428571 14.78571429] ; [66.78571429 18.21428571],0
n2,1,0.026304,4.935897,[20  6] ; [22 22],[15.6 10.4] ; [26.4 17.6],0
r1,1,0.03264,4.564541,[50 19] ; [48 38],[43.62580645 25.37419355] ; [54.37419355 31.62580645],0
n3,1,0.043559,4.073572,[21  6] ; [22 19],[17.07352941  9.92647059] ; [25.92647059 15.07352941],0
p2,1,0.050794,3.815066,[41 28] ; [38 49],[34.94230769 34.05769231] ; [44.05769231 42.94230769],0
p9,1,0.068604,3.316101,[27 41] ; [22 63],[21.77777778 46.22222222] ; [27.22222222 57.77777778],0
v2,1,0.072549,3.224394,[29 37] ; [25 59],[23.76 42.24] ; [30.24 53.76],0
r2,1,0.115663,2.475082,[60  8] ; [66 18],[56.36842105 11.63157895] ; [69.63157895 14.36842105],0
v1,1,0.137732,2.203118,[28 39] ; [26 60],[23.64705882 43.35294118] ; [30.35294118 55.64705882],0
s4,1,0.140019,2.177751,[ 8 60] ; [18 69],[11.40645161 56.59354839] ; [14.59354839 72.40645161],0
p3,1,0.159743,1.976653,[14 55] ; [26 60],[17.80645161 51.19354839] ; [22.19354839 63.80645161],0
p1,1,0.177488,1.818537,[ 2 66] ; [ 7 80],[ 3.9483871 64.0516129] ; [ 5.0516129 81.9483871],0
d5,1,0.187371,1.73817,[42 27] ; [61 25],[45.8516129 23.1483871] ; [57.1483871 28.8516129],0
a7,1,0.194051,1.686587,[34 34] ; [52 34],[37.97402597 30.02597403] ; [48.02597403 37.97402597],0
a1,1,0.216271,1.528946,[ 4 65] ; [10 77],[ 6.19230769 62.80769231] ; [ 7.80769231 79.19230769],0
p6,1,0.220534,1.500893,[13 56] ; [10 75],[10.30519481 58.69480519] ; [12.69480519 72.30519481],0
d2,1,0.232734,1.424077,[37 31] ; [38 47],[33.33333333 34.66666667] ; [41.66666667 43.33333333],0
s1,1,0.241922,1.369357,[ 3 65] ; [ 8 78],[ 4.85714286 63.14285714] ; [ 6.14285714 79.85714286],0
b4,1,0.278349,1.175135,[44 25] ; [48 39],[40.69230769 28.30769231] ; [51.30769231 35.69230769],0
n4,1,0.297792,1.084058,[47 22] ; [51 34],[43.90909091 25.09090909] ; [54.09090909 30.90909091],0
a2,1,0.316489,1.0034,[10 59] ; [18 69],[12.38461538 56.61538462] ; [15.61538462 71.38461538],0
n1,1,0.318474,0.995205,[ 7 19] ; [17 27],[ 8.91428571 17.08571429] ; [15.08571429 28.91428571],0
