Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.481607,[82 12] ; [ 3 11],[73.98148148 20.01851852] ; [11.01851852  2.98148148],1
r3,1,3e-06,21.610719,[90  4] ; [8 6],[85.2962963  8.7037037] ; [12.7037037  1.2962963],1
b1,1,0.002016,9.535144,[33 61] ; [11  3],[38.2962963 55.7037037] ; [5.7037037 8.2962963],0
b4,1,0.00268,9.013287,[60 34] ; [ 3 11],[54.83333333 39.16666667] ; [8.16666667 5.83333333],0
v4,1,0.003317,8.624482,[89  5] ; [10  4],[86.16666667  7.83333333] ; [12.83333333  1.16666667],0
r1,1,0.003656,8.447002,[69 24] ; [5 9],[64.31775701 28.68224299] ; [9.68224299 4.31775701],0
a1,1,0.024622,5.050269,[ 2 92] ; [ 2 12],[ 3.48148148 90.51851852] ; [ 0.51851852 13.48148148],0
v2,1,0.025648,4.979577,[50 39] ; [ 3 10],[46.24509804 42.75490196] ; [6.75490196 6.24509804],0
d1,1,0.031976,4.599803,[49 45] ; [ 3 11],[45.25925926 48.74074074] ; [6.74074074 7.25925926],0
d5,1,0.03619,4.388124,[72 22] ; [7 7],[68.75925926 25.24074074] ; [10.24074074  3.75925926],0
s6,1,0.053128,3.7399,[65 29] ; [6 8],[61.7962963 32.2037037] ; [9.2037037 4.7962963],0
d2,1,0.058818,3.570392,[38 56] ; [ 2 12],[34.81481481 59.18518519] ; [5.18518519 8.81481481],0
n3,1,0.068585,3.316576,[24  7] ; [3 4],[22.02631579  8.97368421] ; [4.97368421 2.02631579],0
s4,1,0.098137,2.735562,[26 68] ; [ 1 13],[23.5 70.5] ; [ 3.5 10.5],0
p12,1,0.126374,2.336492,[ 4 90] ; [ 2 12],[ 5.22222222 88.77777778] ; [ 0.77777778 13.22222222],0
s8,1,0.150874,2.063396,[39 55] ; [ 3 11],[36.55555556 57.44444444] ; [5.44444444 8.55555556],0
s3,1,0.157869,1.994525,[52 41] ; [5 9],[49.54205607 43.45794393] ; [7.45794393 6.54205607],0
a7,1,0.176939,1.823147,[70 24] ; [8 6],[67.88888889 26.11111111] ; [10.11111111  3.88888889],0
n6,1,0.203445,1.617466,[62 30] ; [7 7],[59.88679245 32.11320755] ; [9.11320755 4.88679245],0
u3,1,0.215311,1.535354,[24  8] ; [3 3],[22.73684211  9.26315789] ; [4.26315789 1.73684211],0
p10,1,0.219273,1.509121,[68 25] ; [8 6],[66.05607477 26.94392523] ; [9.94392523 4.05607477],0
s5,1,0.310107,1.03022,[32 59] ; [ 3 11],[30.33333333 60.66666667] ; [4.66666667 9.33333333],0
a2,1,0.343714,0.896529,[16 78] ; [ 1 13],[14.7962963 79.2037037] ; [ 2.2037037 11.7962963],0
u2,1,0.346465,0.886364,[21 12] ; [5 1],[22. 11.] ; [4. 2.],0
p9,1,0.383413,0.759731,[70 23] ; [9 5],[68.6635514 24.3364486] ; [10.3364486  3.6635514],0
p5,1,0.424821,0.636941,[ 8 86] ; [ 2 11],[ 8.78504673 85.21495327] ; [ 1.21495327 11.78504673],0
b2,1,0.437202,0.603616,[17 36] ; [1 5],[16.16949153 36.83050847] ; [1.83050847 4.16949153],0
b3,1,0.437202,0.603616,[17 36] ; [1 5],[16.16949153 36.83050847] ; [1.83050847 4.16949153],0
b5,1,0.449781,0.571204,[57 37] ; [7 7],[55.7037037 38.2962963] ; [8.2962963 5.7037037],0
p11,1,0.467469,0.527952,[63 31] ; [8 6],[61.7962963 32.2037037] ; [9.2037037 4.7962963],0
s7,1,0.490398,0.475652,[39 50] ; [4 8],[37.89108911 51.10891089] ; [5.10891089 6.89108911],0
d3,1,0.53425,0.386302,[68 26] ; [9 5],[67.01851852 26.98148148] ; [9.98148148 4.01851852],0
p2,1,0.554573,0.349188,[73 20] ; [10  4],[72.14018692 20.85981308] ; [10.85981308  3.14018692],0
p6,1,0.578589,0.308522,[34 60] ; [ 4 10],[33.07407407 60.92592593] ; [4.92592593 9.07407407],0
p3,1,0.600056,0.274911,[54 40] ; [7 7],[53.09259259 40.90740741] ; [7.90740741 6.09259259],0
s2,1,0.617948,0.248763,[47 47] ; [6 8],[46.12962963 47.87037037] ; [6.87037037 7.12962963],0
a3,1,0.628831,0.233649,[60 34] ; [8 6],[59.18518519 34.81481481] ; [8.81481481 5.18518519],0
s1,1,0.631445,0.230106,[ 4 90] ; [ 1 13],[ 4.35185185 89.64814815] ; [ 0.64814815 13.35185185],0
a4,1,0.685867,0.163596,[35 59] ; [6 8],[35.68518519 58.31481481] ; [5.31481481 8.68518519],0
u1,1,0.686638,0.162749,[10 84] ; [ 1 13],[ 9.57407407 84.42592593] ; [ 1.42592593 12.57407407],0
