Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,56.22164,[226  22] ; [23 25],[208.62162162  39.37837838] ; [40.37837838  7.62162162],1
n6,1,0.0,37.163613,[236  13] ; [31 16],[224.60472973  24.39527027] ; [42.39527027  4.60472973],1
p4,1,0.012292,6.268201,[175  73] ; [25 23],[167.56756757  80.43243243] ; [32.43243243 15.56756757],0
v3,1,0.015906,5.813229,[127 113] ; [15 30],[119.57894737 120.42105263] ; [22.42105263 22.57894737],0
s4,1,0.017983,5.597758,[ 45 202] ; [16 32],[ 51.07457627 195.92542373] ; [ 9.92542373 38.07457627],0
r1,1,0.02031,5.385025,[214  34] ; [35 13],[208.62162162  39.37837838] ; [40.37837838  7.62162162],0
p11,1,0.020514,5.367617,[207  42] ; [33 15],[201.21212121  47.78787879] ; [38.78787879  9.21212121],0
v1,1,0.037859,4.311341,[158  82] ; [24 24],[151.66666667  88.33333333] ; [30.33333333 17.66666667],0
p8,1,0.056993,3.622784,[148  96] ; [22 26],[142.05479452 101.94520548] ; [27.94520548 20.05479452],0
p12,1,0.071485,3.248594,[ 33 214] ; [ 2 46],[ 29.30508475 217.69491525] ; [ 5.69491525 42.30508475],0
b4,1,0.073144,3.211013,[131 118] ; [32 16],[136.65656566 112.34343434] ; [26.34343434 21.65656566],0
s3,1,0.112515,2.51853,[200  47] ; [34 14],[195.92542373  51.07457627] ; [38.07457627  9.92542373],0
p5,1,0.11662,2.462141,[ 50 195] ; [ 5 42],[ 46.14726027 198.85273973] ; [ 8.85273973 38.14726027],0
a7,1,0.128063,2.315827,[164  85] ; [37 11],[168.51515152  80.48484848] ; [32.48484848 15.51515152],0
b1,1,0.130671,2.284516,[107 142] ; [15 33],[102.28282828 146.71717172] ; [19.71717172 28.28282828],0
p6,1,0.132251,2.265885,[126 120] ; [18 28],[121.31506849 124.68493151] ; [22.68493151 23.31506849],0
d1,1,0.133903,2.246667,[168  81] ; [27 21],[163.48484848  85.51515152] ; [31.51515152 16.48484848],0
p3,1,0.139195,2.18684,[148 101] ; [23 25],[143.36363636 105.63636364] ; [27.63636364 20.36363636],0
a4,1,0.177756,1.81629,[125 124] ; [19 29],[120.72727273 128.27272727] ; [23.27272727 24.72727273],0
n2,1,0.18188,1.782192,[42 11] ; [8 5],[40.15151515 12.84848485] ; [9.84848485 3.15151515],0
s2,1,0.187584,1.736494,[197  51] ; [34 14],[193.54054054  54.45945946] ; [37.45945946 10.54054054],0
n3,1,0.191517,1.705913,[35 18] ; [11  2],[36.93939394 16.06060606] ; [9.06060606 3.93939394],0
a3,1,0.195062,1.678969,[210  38] ; [37 11],[206.94594595  41.05405405] ; [40.05405405  7.94594595],0
r2,1,0.223423,1.482251,[238   7] ; [44  3],[236.60958904   8.39041096] ; [45.39041096  1.60958904],0
n1,1,0.263779,1.248814,[29 23] ; [5 8],[27.2 24.8] ; [6.8 6.2],0
p7,1,0.332371,0.939636,[175  65] ; [31 16],[172.26480836  67.73519164] ; [33.73519164 13.26480836],0
p1,1,0.379179,0.773363,[ 26 222] ; [ 7 40],[ 27.74237288 220.25762712] ; [ 5.25762712 41.74237288],0
p10,1,0.384642,0.755812,[221  26] ; [40  7],[219.2755102  27.7244898] ; [41.7244898  5.2755102],0
u2,1,0.414399,0.666144,[26 13] ; [8 2],[27.06122449 11.93877551] ; [6.93877551 3.06122449],0
b5,1,0.441868,0.591426,[146 103] ; [31 17],[148.39393939 100.60606061] ; [28.60606061 19.39393939],0
p9,1,0.454314,0.559866,[230  18] ; [43  5],[228.72972973  19.27027027] ; [44.27027027  3.72972973],0
s6,1,0.474647,0.511138,[219  27] ; [41  7],[217.55102041  28.44897959] ; [42.44897959  5.55102041],0
p2,1,0.502523,0.449604,[211  37] ; [39  9],[209.45945946  38.54054054] ; [40.54054054  7.45945946],0
u3,1,0.503273,0.448027,[28 11] ; [9 2],[28.86 10.14] ; [8.14 2.86],0
d3,1,0.509251,0.435605,[175  74] ; [36 12],[176.8989899  72.1010101] ; [34.1010101 13.8989899],0
a5,1,0.517836,0.4182,[202  47] ; [37 11],[200.37373737  48.62626263] ; [38.62626263  9.37373737],0
a6,1,0.526126,0.401868,[164  84] ; [34 14],[165.89189189  82.10810811] ; [32.10810811 15.89189189],0
a2,1,0.619346,0.246787,[ 71 178] ; [12 36],[ 69.58585859 179.41414141] ; [13.41414141 34.58585859],0
