Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,215.132076,[ 33 224] ; [296 121],[125.4495549 131.5504451] ; [203.5504451 213.4495549],1
d3,1,0.0,175.53149,[107 150] ; [373  45],[182.75555556  74.24444444] ; [297.24444444 120.75555556],1
d4,1,0.0,172.112443,[156 102] ; [411   6],[216.72  41.28] ; [350.28  66.72],1
d5,1,0.0,170.5253,[153 104] ; [409   8],[214.29376855  42.70623145] ; [347.70623145  69.29376855],1
a2,1,0.0,70.207782,[ 18 240] ; [149 270],[ 63.64254062 194.35745938] ; [103.35745938 315.64254062],1
a4,1,0.0,64.579246,[ 67 191] ; [241 177],[117.55029586 140.44970414] ; [190.44970414 227.55029586],1
u1,1,0.0,59.75612,[ 10 248] ; [116 303],[ 48.01772526 209.98227474] ; [ 77.98227474 341.01772526],1
a5,1,0.0,51.219692,[160  98] ; [360  59],[198.16838996  59.83161004] ; [321.83161004  97.16838996],1
a3,1,0.0,39.752384,[154 104] ; [341  76],[189.2  68.8] ; [305.8 111.2],1
p4,1,8.8e-05,15.38114,[141 116] ; [291 126],[164.72403561  92.27596439] ; [267.27596439 149.72403561],1
s8,1,0.000148,14.401773,[102 156] ; [227 189],[125.93768546 132.06231454] ; [203.06231454 212.93768546],1
n4,1,0.00077,11.311564,[190  68] ; [353  66],[206.93353028  51.06646972] ; [336.06646972  82.93353028],1
r1,1,0.000867,11.092173,[204  53] ; [371  47],[218.92592593  38.07407407] ; [356.07407407  61.92592593],1
a6,1,0.001436,10.158344,[164  94] ; [313 104],[182.32  75.68] ; [294.68 122.32],0
a7,1,0.003587,8.481986,[176  80] ; [330  89],[191.90518519  64.09481481] ; [314.09481481 104.90518519],0
p3,1,0.004444,8.092794,[122 136] ; [244 173],[139.89333333 118.10666667] ; [226.10666667 190.89333333],0
s2,1,0.004834,7.940503,[122 133] ; [246 171],[139.64285714 115.35714286] ; [228.35714286 188.64285714],0
v3,1,0.00677,7.333049,[ 91 162] ; [186 212],[107.65130568 145.34869432] ; [169.34869432 228.65130568],0
p6,1,0.008148,7.000757,[ 84 170] ; [180 235],[100.23318386 153.76681614] ; [163.76681614 251.23318386],0
s5,1,0.012721,6.207555,[ 80 170] ; [167 233],[ 95. 155.] ; [152. 248.],0
u4,1,0.022597,5.199245,[  1 257] ; [ 12 407],[  4.95420975 253.04579025] ; [  8.04579025 410.95420975],0
v1,1,0.026963,4.893188,[130 120] ; [248 160],[143.61702128 106.38297872] ; [234.38297872 173.61702128],0
s3,1,0.03359,4.515464,[137 119] ; [256 158],[150.16119403 105.83880597] ; [242.83880597 171.16119403],0
v2,1,0.037172,4.342535,[133 110] ; [254 149],[145.57430341  97.42569659] ; [241.42569659 161.57430341],0
p7,1,0.05121,3.801407,[161  91] ; [291 118],[172.32072617  79.67927383] ; [279.67927383 129.32072617],0
s7,1,0.051695,3.785616,[116 129] ; [222 180],[127.99072643 117.00927357] ; [210.00927357 191.99072643],0
p2,1,0.071341,3.251899,[215  42] ; [370  48],[222.73333333  34.26666667] ; [362.26666667  55.73333333],0
