Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,49.481002,[52 44] ; [ 43 213],[25.90909091 70.09090909] ; [ 69.09090909 186.90909091],1
v3,1,0.000251,13.404731,[47 48] ; [ 71 178],[32.5872093 62.4127907] ; [ 85.4127907 163.5872093],1
s6,1,0.000361,12.721563,[60 37] ; [101 148],[45.13583815 51.86416185] ; [115.86416185 133.13583815],1
a3,1,0.000436,12.372232,[78 19] ; [155 101],[64.02549575 32.97450425] ; [168.97450425  87.02549575],1
p3,1,0.000861,11.10433,[58 39] ; [102 153],[44.09090909 52.90909091] ; [115.90909091 139.09090909],1
p5,1,0.001402,10.203296,[18 79] ; [ 18 238],[ 9.89235127 87.10764873] ; [ 26.10764873 229.89235127],0
p7,1,0.007615,7.12175,[69 26] ; [143 108],[58.20809249 36.79190751] ; [153.79190751  97.20809249],0
p6,1,0.00865,6.893608,[38 56] ; [ 65 186],[28.06376812 65.93623188] ; [ 74.93623188 176.06376812],0
u1,1,0.024296,5.073404,[19 78] ; [ 27 229],[12.64022663 84.35977337] ; [ 33.35977337 222.64022663],0
b2,1,0.030495,4.681182,[37 41] ; [46 95],[29.56164384 48.43835616] ; [53.43835616 87.56164384],0
b3,1,0.030495,4.681182,[37 41] ; [46 95],[29.56164384 48.43835616] ; [53.43835616 87.56164384],0
a5,1,0.034195,4.484947,[75 22] ; [168  88],[66.7733711 30.2266289] ; [176.2266289  79.7733711],0
b4,1,0.040959,4.177709,[51 46] ; [165  91],[59.35410765 37.64589235] ; [156.64589235  99.35410765],0
s3,1,0.04819,3.903348,[29 67] ; [ 51 201],[22.06896552 73.93103448] ; [ 57.93103448 194.06896552],0
a2,1,0.061694,3.491263,[23 74] ; [ 39 217],[17.0368272 79.9631728] ; [ 44.9631728 211.0368272],0
p10,1,0.06263,3.466345,[83 12] ; [198  54],[76.93083573 18.06916427] ; [204.06916427  47.93083573],0
p4,1,0.067872,3.333759,[60 37] ; [129 124],[52.38 44.62] ; [136.62 116.38],0
p12,1,0.093584,2.811624,[ 8 87] ; [ 10 243],[ 4.9137931 90.0862069] ; [ 13.0862069 239.9137931],0
n4,1,0.09778,2.741387,[78 19] ; [183  72],[71.92329545 25.07670455] ; [189.07670455  65.92329545],0
b5,1,0.101896,2.675617,[49 48] ; [154 102],[55.78186969 41.21813031] ; [147.21813031 108.78186969],0
u2,1,0.111974,2.52614,[14  5] ; [54 46],[10.85714286  8.14285714] ; [57.14285714 42.85714286],0
a8,1,0.140597,2.17141,[14 69] ; [ 25 209],[10.21135647 72.78864353] ; [ 28.78864353 205.21135647],0
d2,1,0.148757,2.084954,[48 49] ; [104 150],[42.00569801 54.99430199] ; [109.99430199 144.00569801],0
d3,1,0.150557,2.066599,[70 27] ; [164  92],[64.30028329 32.69971671] ; [169.69971671  86.30028329],0
d4,1,0.150932,2.062803,[80 17] ; [192  63],[74.95454545 22.04545455] ; [197.04545455  57.95454545],0
