Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.9e-05,18.307327,[10 39] ; [43 29],[21.46280992 27.53719008] ; [31.53719008 40.46280992],1
s5,1,0.000141,14.482188,[ 5 41] ; [31 39],[14.27586207 31.72413793] ; [21.72413793 48.27586207],1
v1,1,0.000363,12.715053,[10 38] ; [38 33],[19.36134454 28.63865546] ; [28.63865546 42.36134454],1
p10,1,0.001319,10.315789,[31 17] ; [64  8],[38. 10.] ; [57. 15.],0
s3,1,0.001348,10.275076,[15 33] ; [44 28],[23.6 24.4] ; [35.4 36.6],0
s7,1,0.002984,8.817113,[10 37] ; [33 35],[17.57391304 29.42608696] ; [25.42608696 42.57391304],0
d4,1,0.00311,8.741702,[29 20] ; [60 12],[36.04132231 12.95867769] ; [52.95867769 19.04132231],0
p5,1,0.004001,8.283168,[ 1 48] ; [14 57],[ 6.125 42.875] ; [ 8.875 62.125],0
s8,1,0.004126,8.227703,[10 39] ; [33 39],[17.41322314 31.58677686] ; [25.58677686 46.41322314],0
p9,1,0.006027,7.542254,[36 12] ; [66  5],[41.14285714  6.85714286] ; [60.85714286 10.14285714],0
d1,1,0.015849,5.819498,[15 34] ; [38 34],[21.46280992 27.53719008] ; [31.53719008 40.46280992],0
b4,1,0.017317,5.663913,[25 24] ; [52 20],[31.18181818 17.81818182] ; [45.81818182 26.18181818],0
p8,1,0.024393,5.066504,[15 33] ; [37 34],[20.97478992 27.02521008] ; [31.02521008 39.97478992],0
n3,1,0.027449,4.862338,[13  1] ; [13  9],[10.11111111  3.88888889] ; [15.88888889  6.11111111],0
d3,1,0.029526,4.736694,[21 27] ; [46 26],[26.8 21.2] ; [40.2 31.8],0
p11,1,0.040672,4.189614,[33 16] ; [60 12],[37.66115702 11.33884298] ; [55.33884298 16.66115702],0
p4,1,0.052337,3.764968,[20 28] ; [43 29],[25.2 22.8] ; [37.8 34.2],0
a5,1,0.055877,3.655707,[22 27] ; [45 27],[27.1322314 21.8677686] ; [39.8677686 32.1322314],0
b2,1,0.092363,2.832703,[14 14] ; [14 32],[10.59459459 17.40540541] ; [17.40540541 28.59459459],0
b3,1,0.092363,2.832703,[14 14] ; [14 32],[10.59459459 17.40540541] ; [17.40540541 28.59459459],0
s4,1,0.117768,2.446761,[ 6 43] ; [17 55],[ 9.31404959 39.68595041] ; [13.68595041 58.31404959],0
p3,1,0.129847,2.29433,[19 30] ; [38 34],[23.08264463 25.91735537] ; [33.91735537 38.08264463],0
u2,1,0.156364,2.009043,[ 7 11] ; [18 12],[9.375 8.625] ; [15.625 14.375],0
v3,1,0.158924,1.98443,[12 37] ; [25 43],[15.4957265 33.5042735] ; [21.5042735 46.4957265],0
d2,1,0.192549,1.698002,[15 33] ; [31 41],[18.4 29.6] ; [27.6 44.4],0
n5,1,0.203858,1.614514,[30 19] ; [52 20],[33.20661157 15.79338843] ; [48.79338843 23.20661157],0
p6,1,0.221757,1.492962,[14 33] ; [29 42],[17.12711864 29.87288136] ; [25.87288136 45.12711864],0
b5,1,0.26834,1.225213,[36 13] ; [46 26],[33.20661157 15.79338843] ; [48.79338843 23.20661157],0
a6,1,0.283468,1.15039,[32 17] ; [40 32],[29.15702479 19.84297521] ; [42.84297521 29.15702479],0
a8,1,0.312715,1.019174,[ 6 40] ; [ 5 63],[ 4.43859649 41.56140351] ; [ 6.56140351 61.43859649],0
p7,1,0.331082,0.944661,[25 24] ; [42 28],[27.58823529 21.41176471] ; [39.41176471 30.58823529],0
v4,1,0.364198,0.823366,[46  3] ; [70  2],[46.97520661  2.02479339] ; [69.02479339  2.97520661],0
v2,1,0.384893,0.755016,[17 32] ; [29 39],[19.26495726 29.73504274] ; [26.73504274 41.26495726],0
n6,1,0.405768,0.691167,[41  8] ; [64  8],[42.52066116  6.47933884] ; [62.47933884  9.52066116],0
n4,1,0.478156,0.503066,[31 18] ; [50 22],[32.80165289 16.19834711] ; [48.19834711 23.80165289],0
s1,1,0.533389,0.387931,[ 1 47] ; [ 3 69],[ 1.6 46.4] ; [ 2.4 69.6],0
p2,1,0.585769,0.297001,[36 13] ; [56 16],[37.25619835 11.74380165] ; [54.74380165 17.25619835],0
a3,1,0.586186,0.296341,[31 18] ; [42 30],[29.56198347 19.43801653] ; [43.43801653 28.56198347],0
a2,1,0.594347,0.283606,[ 4 45] ; [ 8 64],[ 4.85950413 44.14049587] ; [ 7.14049587 64.85950413],0
u1,1,0.626636,0.23665,[ 3 46] ; [ 3 69],[ 2.42975207 46.57024793] ; [ 3.57024793 68.42975207],0
u3,1,0.653594,0.201399,[9 9] ; [13 17],[8.25 9.75] ; [13.75 16.25],0
p1,1,0.660024,0.193495,[ 6 43] ; [ 7 65],[ 5.26446281 43.73553719] ; [ 7.73553719 64.26446281],0
r2,1,0.671218,0.18018,[45  3] ; [66  6],[44.4  3.6] ; [66.6  5.4],0
a7,1,0.754632,0.09768,[32 16] ; [46 26],[31.2 16.8] ; [46.8 25.2],0
a4,1,0.81339,0.055722,[16 33] ; [25 47],[16.60330579 32.39669421] ; [24.39669421 47.60330579],0
n1,1,0.831657,0.045189,[5 7] ; [10 12],[5.29411765 6.70588235] ; [ 9.70588235 12.29411765],0
d5,1,0.932838,0.007102,[35 13] ; [53 19],[35.2 12.8] ; [52.8 19.2],0
b1,1,0.997435,1e-05,[17 32] ; [25 47],[17.00826446 31.99173554] ; [24.99173554 47.00826446],0
