Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,47.532883,[68  4] ; [ 9 21],[54.35294118 17.64705882] ; [22.64705882  7.35294118],1
v4,1,0.0,37.349394,[70  1] ; [15 15],[59.75247525 11.24752475] ; [25.24752475  4.75247525],1
r1,1,0.0,28.547187,[52 19] ; [ 5 26],[39.67647059 31.32352941] ; [17.32352941 13.67647059],1
r2,1,0.0,26.426391,[69  3] ; [17 14],[60.11650485 11.88349515] ; [25.88349515  5.11650485],1
p11,1,3.3e-05,17.225673,[57 15] ; [12 20],[47.76923077 24.23076923] ; [21.23076923 10.76923077],1
s6,1,4.1e-05,16.847505,[42 29] ; [ 5 27],[32.39805825 38.60194175] ; [14.60194175 17.39805825],1
n6,1,4.9e-05,16.487384,[59 13] ; [13 18],[50.33009709 21.66990291] ; [21.66990291  9.33009709],1
s3,1,5.4e-05,16.310854,[38 31] ; [ 4 28],[28.69306931 40.30693069] ; [13.30693069 18.69306931],1
p9,1,0.000103,15.072445,[55 14] ; [12 18],[46.6969697 22.3030303] ; [20.3030303  9.6969697],1
p10,1,0.000113,14.8999,[50 20] ; [ 9 21],[41.3 28.7] ; [17.7 12.3],1
n2,1,0.000953,10.916601,[19  1] ; [ 9 10],[14.35897436  5.64102564] ; [13.64102564  5.35897436],1
p7,1,0.00098,10.864949,[36 33] ; [ 5 25],[28.57575758 40.42424242] ; [12.42424242 17.57575758],1
s8,1,0.001147,10.573867,[23 48] ; [ 1 31],[16.54368932 54.45631068] ; [ 7.45631068 24.54368932],0
a1,1,0.004055,8.258881,[ 1 71] ; [ 5 27],[ 4.15384615 67.84615385] ; [ 1.84615385 30.15384615],0
n3,1,0.004203,8.193773,[17  1] ; [10  9],[13.13513514  4.86486486] ; [13.86486486  5.13513514],0
s2,1,0.004332,8.13933,[29 42] ; [ 4 28],[22.74757282 48.25242718] ; [10.25242718 21.74757282],0
b3,1,0.007693,7.103469,[ 7 32] ; [9 8],[11.14285714 27.85714286] ; [ 4.85714286 12.14285714],0
