Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.471988,[79  9] ; [20 41],[58.46979866 29.53020134] ; [40.53020134 20.46979866],1
s6,1,0.001208,10.477877,[50 37] ; [19 43],[40.2885906 46.7114094] ; [28.7114094 33.2885906],0
p2,1,0.002561,9.096671,[68 20] ; [34 29],[59.44370861 28.55629139] ; [42.55629139 20.44370861],0
s8,1,0.005026,7.869939,[29 59] ; [ 8 54],[21.70666667 66.29333333] ; [15.29333333 46.70666667],0
b1,1,0.010106,6.616167,[24 64] ; [30 33],[31.47019868 56.52980132] ; [22.52980132 40.47019868],0
d5,1,0.011846,6.33378,[70 17] ; [39 24],[63.22 23.78] ; [45.78 17.22],0
s5,1,0.020751,5.347561,[25 59] ; [ 8 52],[19.25 64.75] ; [13.75 46.25],0
p7,1,0.026783,4.904774,[41 44] ; [19 44],[34.45945946 50.54054054] ; [25.54054054 37.45945946],0
v4,1,0.027084,4.885454,[79  7] ; [50 13],[74.45637584 11.54362416] ; [54.54362416  8.45637584],0
s2,1,0.028467,4.799547,[36 52] ; [15 48],[29.7218543 58.2781457] ; [21.2781457 41.7218543],0
p8,1,0.040643,4.190855,[33 54] ; [14 49],[27.26 59.74] ; [19.74 43.26],0
s4,1,0.043814,4.063716,[23 65] ; [ 8 55],[18.06622517 69.93377483] ; [12.93377483 50.06622517],0
a8,1,0.050302,3.831376,[ 2 80] ; [ 6 53],[ 4.65248227 77.34751773] ; [ 3.34751773 55.65248227],0
p11,1,0.054163,3.707671,[61 27] ; [34 29],[55.36423841 32.63576159] ; [39.63576159 23.36423841],0
s3,1,0.058677,3.574377,[43 44] ; [21 41],[37.36912752 49.63087248] ; [26.63087248 35.36912752],0
a7,1,0.065608,3.389632,[66 21] ; [39 24],[60.9 26.1] ; [44.1 18.9],0
n6,1,0.085102,2.964664,[57 31] ; [32 31],[51.86754967 36.13245033] ; [37.13245033 25.86754967],0
u3,1,0.105193,2.625,[19 13] ; [ 9 15],[16. 16.] ; [12. 12.],0
d3,1,0.125463,2.347762,[59 28] ; [35 28],[54.52 32.48] ; [39.48 23.52],0
r4,1,0.131763,2.271611,[72 16] ; [45 18],[68.18543046 19.81456954] ; [48.81456954 14.18543046],0
n4,1,0.150945,2.062671,[29 59] ; [28 35],[33.21854305 54.78145695] ; [23.78145695 39.21854305],0
d1,1,0.164,1.936949,[45 43] ; [25 38],[40.79470199 47.20529801] ; [29.20529801 33.79470199],0
v3,1,0.173928,1.848761,[27 59] ; [12 45],[23.45454545 62.54545455] ; [15.54545455 41.45454545],0
