Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.045648,[38  4] ; [15 27],[26.5 15.5] ; [26.5 15.5],1
r2,1,0.000691,11.512011,[40  2] ; [27 14],[33.90361446  8.09638554] ; [33.09638554  7.90361446],1
s6,1,0.001981,9.566667,[27 14] ; [13 28],[20. 21.] ; [20. 21.],0
v3,1,0.002133,9.431538,[15 24] ; [ 4 38],[ 9.14814815 29.85185185] ; [ 9.85185185 32.14814815],0
r3,1,0.002902,8.868035,[37  5] ; [25 17],[31. 11.] ; [31. 11.],0
p3,1,0.008664,6.890847,[18 24] ; [ 7 35],[12.5 29.5] ; [12.5 29.5],0
v4,1,0.012436,6.247619,[39  2] ; [31 10],[35.  6.] ; [35.  6.],0
p11,1,0.018268,5.570292,[34  8] ; [24 18],[29. 13.] ; [29. 13.],0
v1,1,0.028887,4.774359,[18 23] ; [ 9 33],[13.3373494 27.6626506] ; [13.6626506 28.3373494],0
s7,1,0.041061,4.173476,[18 23] ; [ 9 31],[13.66666667 27.33333333] ; [13.33333333 26.66666667],0
a5,1,0.041851,4.141205,[20 22] ; [11 31],[15.5 26.5] ; [15.5 26.5],0
a3,1,0.044361,4.042781,[21 21] ; [12 30],[16.5 25.5] ; [16.5 25.5],0
s5,1,0.055257,3.674313,[10 29] ; [ 4 38],[ 6.74074074 32.25925926] ; [ 7.25925926 34.74074074],0
d5,1,0.064078,3.428571,[18 24] ; [10 32],[14. 28.] ; [14. 28.],0
u3,1,0.07019,3.278571,[10 11] ; [ 7 23],[ 7. 14.] ; [10. 20.],0
n4,1,0.094824,2.790508,[33  9] ; [26 16],[29.5 12.5] ; [29.5 12.5],0
s8,1,0.094824,2.790508,[16 26] ; [ 9 33],[12.5 29.5] ; [12.5 29.5],0
d3,1,0.095483,2.779412,[11 31] ; [ 5 37],[ 8. 34.] ; [ 8. 34.],0
a4,1,0.156855,2.004286,[11 30] ; [ 6 36],[ 8.39759036 32.60240964] ; [ 8.60240964 33.39759036],0
u2,1,0.173744,1.85034,[11 10] ; [10 20],[ 8.64705882 12.35294118] ; [12.35294118 17.64705882],0
n6,1,0.242755,1.364522,[31 11] ; [26 16],[28.5 13.5] ; [28.5 13.5],0
s3,1,0.267168,1.231231,[21 20] ; [16 25],[18.5 22.5] ; [18.5 22.5],0
a2,1,0.305507,1.05,[ 3 39] ; [ 1 41],[ 2. 40.] ; [ 2. 40.],0
a8,1,0.306015,1.047796,[ 7 31] ; [ 4 35],[ 5.42857143 32.57142857] ; [ 5.57142857 33.42857143],0
n1,1,0.306323,1.046465,[8 8] ; [ 7 14],[6.48648649 9.51351351] ; [ 8.51351351 12.48648649],0
s2,1,0.307337,1.042084,[15 26] ; [11 31],[12.84337349 28.15662651] ; [13.15662651 28.84337349],0
p8,1,0.36238,0.82963,[13 29] ; [17 25],[15. 27.] ; [15. 27.],0
s1,1,0.362589,0.828906,[ 4 36] ; [ 2 40],[ 2.92682927 37.07317073] ; [ 3.07317073 38.92682927],0
p4,1,0.373922,0.790588,[19 23] ; [15 27],[17. 25.] ; [17. 25.],0
n5,1,0.449692,0.571429,[30 12] ; [33  9],[31.5 10.5] ; [31.5 10.5],0
n2,1,0.456845,0.553613,[12  4] ; [14  8],[10.94736842  5.05263158] ; [15.05263158  6.94736842],0
p5,1,0.457244,0.552632,[ 5 37] ; [ 3 39],[ 4. 38.] ; [ 4. 38.],0
p1,1,0.457244,0.552632,[ 5 37] ; [ 3 39],[ 4. 38.] ; [ 4. 38.],0
d2,1,0.462912,0.538845,[13 29] ; [10 32],[11.5 30.5] ; [11.5 30.5],0
p6,1,0.48792,0.481109,[12 30] ; [ 9 32],[10.62650602 31.37349398] ; [10.37349398 30.62650602],0
b2,1,0.50516,0.444079,[10 20] ; [ 6 18],[ 8.88888889 21.11111111] ; [ 7.11111111 16.88888889],0
b3,1,0.50516,0.444079,[10 20] ; [ 6 18],[ 8.88888889 21.11111111] ; [ 7.11111111 16.88888889],0
p10,1,0.505561,0.443243,[24 17] ; [21 20],[22.5 18.5] ; [22.5 18.5],0
a6,1,0.511612,0.430769,[21 21] ; [18 24],[19.5 22.5] ; [19.5 22.5],0
b1,1,0.512571,0.428815,[19 23] ; [22 20],[20.5 21.5] ; [20.5 21.5],0
a1,1,0.556569,0.345679,[ 1 41] ; [ 2 40],[ 1.5 40.5] ; [ 1.5 40.5],0
s4,1,0.578403,0.308824,[ 9 33] ; [ 7 35],[ 8. 34.] ; [ 8. 34.],0
n3,1,0.591943,0.28732,[9 5] ; [16  6],[9.72222222 4.27777778] ; [15.27777778  6.72222222],0
p9,1,0.620974,0.2445,[24 18] ; [25 15],[25.09756098 16.90243902] ; [23.90243902 16.09756098],0
p2,1,0.821115,0.051126,[26 16] ; [27 15],[26.5 15.5] ; [26.5 15.5],0
b4,1,0.826042,0.048304,[24 18] ; [23 19],[23.5 18.5] ; [23.5 18.5],0
b5,1,0.827211,0.047646,[20 22] ; [21 21],[20.5 21.5] ; [20.5 21.5],0
v2,1,0.860631,0.030825,[11 28] ; [12 28],[11.35443038 27.64556962] ; [11.64556962 28.35443038],0
p7,1,1.0,0.0,[20 22] ; [20 22],[20. 22.] ; [20. 22.],0
p12,1,1.0,0.0,[ 3 39] ; [ 3 39],[ 3. 39.] ; [ 3. 39.],0
