Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,111.203079,[271  90] ; [ 5 61],[233.33957845 127.66042155] ; [42.66042155 23.33957845],1
d4,1,0.0,84.777771,[335  25] ; [33 32],[311.71764706  48.28235294] ; [56.28235294  8.71764706],1
d2,1,1e-06,24.439715,[211 148] ; [17 49],[192.59294118 166.40705882] ; [35.40705882 30.59294118],1
a4,1,1e-06,23.709085,[190 170] ; [13 52],[171.95294118 188.04705882] ; [31.04705882 33.95294118],1
u1,1,0.00011,14.955029,[ 95 266] ; [ 3 63],[ 82.85245902 278.14754098] ; [15.14754098 50.85245902],1
a2,1,0.000248,13.423787,[112 249] ; [ 6 60],[ 99.76112412 261.23887588] ; [18.23887588 47.76112412],1
d3,1,0.000304,13.043619,[273  88] ; [35 30],[261.00469484  99.99530516] ; [46.99530516 18.00469484],1
p4,1,0.001099,10.653573,[235 121] ; [28 35],[223.45584726 132.54415274] ; [39.54415274 23.45584726],0
a3,1,0.001359,10.261205,[287  73] ; [40 25],[276.98823529  83.01176471] ; [50.01176471 14.98823529],0
p1,1,0.004961,7.893704,[ 24 335] ; [11 53],[ 29.70449173 329.29550827] ; [ 5.29550827 58.70449173],0
a5,1,0.010492,6.549349,[299  62] ; [45 20],[291.51173709  69.48826291] ; [52.48826291 12.51173709],0
s8,1,0.019569,5.449931,[182 174] ; [23 42],[173.34916865 182.65083135] ; [31.65083135 33.34916865],0
p2,1,0.02093,5.332586,[309  49] ; [48 16],[302.85781991  55.14218009] ; [54.14218009  9.85781991],0
p9,1,0.060611,3.520581,[310  42] ; [50 13],[305.34939759  46.65060241] ; [54.65060241  8.34939759],0
s6,1,0.087897,2.912479,[249 106] ; [38 26],[243.16229117 111.83770883] ; [43.83770883 20.16229117],0
p10,1,0.100384,2.699436,[304  50] ; [49 14],[299.66906475  54.33093525] ; [53.33093525  9.66906475],0
b5,1,0.207183,1.591002,[216 145] ; [34 32],[211.35831382 149.64168618] ; [38.64168618 27.35831382],0
s7,1,0.217251,1.522436,[189 153] ; [29 33],[184.54455446 157.45544554] ; [33.45544554 28.54455446],0
n4,1,0.22149,1.494692,[289  70] ; [48 17],[285.33726415  73.66273585] ; [51.66273585 13.33726415],0
p8,1,0.26522,1.241305,[193 158] ; [40 24],[197.06746988 153.93253012] ; [35.93253012 28.06746988],0
p6,1,0.301228,1.068751,[130 222] ; [28 36],[133.69230769 218.30769231] ; [24.30769231 39.69230769],0
b1,1,0.33258,0.938827,[120 241] ; [26 40],[123.43325527 237.56674473] ; [22.56674473 43.43325527],0
s5,1,0.349414,0.875584,[132 216] ; [20 43],[128.70072993 219.29927007] ; [23.29927007 39.70072993],0
v3,1,0.359795,0.838609,[195 153] ; [41 25],[198.37681159 149.62318841] ; [37.62318841 28.37681159],0
p11,1,0.363379,0.826183,[289  72] ; [56 10],[291.67447307  69.32552693] ; [53.32552693 12.67447307],0
n2,1,0.36673,0.814716,[49 16] ; [8 1],[50.06756757 14.93243243] ; [6.93243243 2.06756757],0
a1,1,0.396378,0.719286,[ 20 341] ; [ 2 64],[ 18.59953162 342.40046838] ; [ 3.40046838 62.59953162],0
n6,1,0.41571,0.66241,[304  51] ; [59  7],[306.09263658  48.90736342] ; [56.90736342  9.09263658],0
s3,1,0.419362,0.652103,[193 159] ; [38 25],[195.93253012 156.06746988] ; [35.06746988 27.93253012],0
s2,1,0.441693,0.591881,[191 165] ; [31 33],[188.17142857 167.82857143] ; [33.82857143 30.17142857],0
p12,1,0.443159,0.588088,[ 34 322] ; [ 8 55],[ 35.6849642 320.3150358] ; [ 6.3150358 56.6849642],0
b4,1,0.454945,0.558301,[212 149] ; [42 24],[214.74004684 146.25995316] ; [39.25995316 26.74004684],0
v1,1,0.478249,0.502854,[232 122] ; [39 25],[229.50717703 124.49282297] ; [41.49282297 22.50717703],0
u3,1,0.534512,0.385806,[45 29] ; [14 12],[43.66 30.34] ; [15.34 10.66],0
r2,1,0.544568,0.36714,[346  10] ; [65  1],[346.72037915   9.27962085] ; [64.27962085  1.72037915],0
a8,1,0.545503,0.365436,[ 51 264] ; [ 8 53],[ 49.42819149 265.57180851] ; [ 9.57180851 51.42819149],0
a7,1,0.548376,0.360234,[275  84] ; [52 13],[276.87028302  82.12971698] ; [50.12971698 14.87028302],0
v4,1,0.629598,0.232607,[346  12] ; [63  3],[345.33490566  12.66509434] ; [63.66509434  2.33490566],0
p3,1,0.653655,0.201323,[196 163] ; [33 31],[194.35224586 164.64775414] ; [34.64775414 29.35224586],0
s4,1,0.704715,0.143613,[ 51 306] ; [ 8 56],[ 50.03087886 306.96912114] ; [ 8.96912114 55.03087886],0
p5,1,0.758141,0.094816,[ 40 318] ; [ 8 56],[ 40.72037915 317.27962085] ; [ 7.27962085 56.72037915],0
p7,1,0.786981,0.073026,[238 110] ; [42 21],[237.08029197 110.91970803] ; [42.91970803 20.08029197],0
u4,1,0.800027,0.064167,[  9 352] ; [ 2 64],[  9.29976581 351.70023419] ; [ 1.70023419 64.29976581],0
r3,1,0.80503,0.060931,[349   7] ; [65  1],[349.25118483   6.74881517] ; [64.74881517  1.25118483],0
n5,1,0.82923,0.046522,[272  83] ; [49 16],[271.32142857  83.67857143] ; [49.67857143 15.32142857],0
a6,1,0.846394,0.037528,[259 101] ; [46 19],[258.35294118 101.64705882] ; [46.64705882 18.35294118],0
u2,1,0.850725,0.035417,[40 32] ; [15 11],[40.40816327 31.59183673] ; [14.59183673 11.40816327],0
n3,1,0.894098,0.017721,[50 16] ; [7 2],[50.16 15.84] ; [6.84 2.16],0
n1,1,0.928607,0.008028,[23 43] ; [3 6],[22.88 43.12] ; [3.12 5.88],0
b2,1,0.997914,7e-06,[ 85 138] ; [16 26],[ 84.99245283 138.00754717] ; [16.00754717 25.99245283],0
b3,1,0.997914,7e-06,[ 85 138] ; [16 26],[ 84.99245283 138.00754717] ; [16.00754717 25.99245283],0
