Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.003628,8.461107,[12 79] ; [10 16],[17.11111111 73.88888889] ; [ 4.88888889 21.11111111],0
p8,1,0.005595,7.676444,[19 78] ; [12 14],[24.44715447 72.55284553] ; [ 6.55284553 19.44715447],0
s8,1,0.019491,5.456875,[ 7 90] ; [ 6 20],[10.25203252 86.74796748] ; [ 2.74796748 23.25203252],0
b5,1,0.02544,4.993686,[58 40] ; [ 9 17],[52.9516129 45.0483871] ; [14.0483871 11.9516129],0
p11,1,0.02931,4.74934,[37 61] ; [16 10],[41.88709677 56.11290323] ; [11.11290323 14.88709677],0
n6,1,0.036355,4.380356,[52 44] ; [20  6],[56.6557377 39.3442623] ; [15.3442623 10.6557377],0
s5,1,0.048566,3.890308,[11 85] ; [ 7 19],[14.16393443 81.83606557] ; [ 3.83606557 22.16393443],0
r1,1,0.07091,3.261839,[60 37] ; [21  5],[63.87804878 33.12195122] ; [17.12195122  8.87804878],0
d5,1,0.131142,2.278931,[64 34] ; [21  5],[67.17741935 30.82258065] ; [17.82258065  8.17741935],0
s3,1,0.131694,2.272424,[23 74] ; [10 16],[26.02439024 70.97560976] ; [ 6.97560976 19.02439024],0
n1,1,0.133246,2.254272,[14 27] ; [6 4],[16.07843137 24.92156863] ; [3.92156863 6.07843137],0
a8,1,0.144123,2.133378,[ 4 86] ; [ 3 21],[ 5.52631579 84.47368421] ; [ 1.47368421 22.52631579],0
p7,1,0.146308,2.110327,[35 62] ; [13 12],[38.16393443 58.83606557] ; [ 9.83606557 15.16393443],0
a3,1,0.14922,2.080211,[48 49] ; [17  9],[51.2601626 45.7398374] ; [13.7398374 12.2601626],0
r2,1,0.165551,1.922772,[77 19] ; [23  2],[79.33884298 16.66115702] ; [20.66115702  4.33884298],0
p4,1,0.169846,1.884301,[29 69] ; [11 14],[31.8699187 66.1300813] ; [ 8.1300813 16.8699187],0
d1,1,0.197941,1.657502,[39 59] ; [14 12],[41.88709677 56.11290323] ; [11.11290323 14.88709677],0
a7,1,0.200972,1.635295,[57 39] ; [19  7],[59.80327869 36.19672131] ; [16.19672131  9.80327869],0
n2,1,0.228056,1.452947,[20 21] ; [7 3],[21.70588235 19.29411765] ; [5.29411765 4.70588235],0
n3,1,0.237384,1.396063,[22 17] ; [7 2],[23.5625 15.4375] ; [5.4375 3.5625],0
d4,1,0.273162,1.2008,[63 33] ; [20  6],[65.31147541 30.68852459] ; [17.68852459  8.31147541],0
n5,1,0.274596,1.193645,[48 49] ; [16 10],[50.47154472 46.52845528] ; [13.52845528 12.47154472],0
p2,1,0.329536,0.950721,[46 52] ; [15 11],[48.20967742 49.79032258] ; [12.79032258 13.20967742],0
