Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,63.532572,[113  12] ; [13 31],[93.19526627 31.80473373] ; [32.80473373 11.19526627],1
p11,1,0.0,27.412652,[107  18] ; [22 25],[93.75 31.25] ; [35.25 11.75],1
p2,1,3.5e-05,17.103353,[102  22] ; [24 23],[91.36842105 32.63157895] ; [34.63157895 12.36842105],1
r4,1,9.5e-05,15.235223,[110  15] ; [29 18],[101.01744186  23.98255814] ; [37.98255814  9.01744186],1
n6,1,0.000207,13.767887,[110  15] ; [29 17],[101.60818713  23.39181287] ; [37.39181287  8.60818713],1
v4,1,0.000744,11.376129,[119   6] ; [36 10],[113.30409357  11.69590643] ; [41.69590643  4.30409357],1
p7,1,0.001195,10.4977,[79 45] ; [17 30],[69.61403509 54.38596491] ; [26.38596491 20.61403509],0
r3,1,0.001762,9.782606,[118   7] ; [36 10],[112.57309942  12.42690058] ; [41.42690058  4.57309942],0
p8,1,0.00223,9.34995,[71 54] ; [14 32],[62.13450292 62.86549708] ; [22.86549708 23.13450292],0
n5,1,0.002645,9.037439,[93 31] ; [24 23],[84.84210526 39.15789474] ; [32.15789474 14.84210526],0
v3,1,0.003398,8.580245,[53 65] ; [ 9 36],[44.88343558 73.11656442] ; [17.11656442 27.88343558],0
p4,1,0.003739,8.40661,[66 58] ; [13 33],[57.62352941 66.37647059] ; [21.37647059 24.62352941],0
r1,1,0.004932,7.904236,[104  21] ; [29 17],[97.22222222 27.77777778] ; [35.77777778 10.22222222],0
p3,1,0.007004,7.272004,[58 66] ; [11 35],[50.32941176 73.67058824] ; [18.67058824 27.32941176],0
v1,1,0.008623,6.899377,[63 61] ; [13 33],[55.43529412 68.56470588] ; [20.56470588 25.43529412],0
n4,1,0.013958,6.043488,[102  23] ; [30 17],[95.93023256 29.06976744] ; [36.06976744 10.93023256],0
s2,1,0.015995,5.803418,[28 96] ; [ 3 43],[ 22.61176471 101.38823529] ; [ 8.38823529 37.61176471],0
v2,1,0.038424,4.286143,[76 46] ; [20 25],[70.13173653 51.86826347] ; [25.86826347 19.13173653],0
r2,1,0.042323,4.122236,[118   4] ; [39  5],[115.38554217   6.61445783] ; [41.61445783  2.38554217],0
s3,1,0.05315,3.739196,[37 87] ; [ 7 39],[32.09411765 91.90588235] ; [11.90588235 34.09411765],0
s5,1,0.053968,3.713675,[23 99] ; [ 3 42],[ 18.99401198 103.00598802] ; [ 7.00598802 37.99401198],0
b2,1,0.055038,3.680924,[37 36] ; [ 9 21],[32.60194175 40.39805825] ; [13.39805825 16.60194175],0
b3,1,0.055038,3.680924,[37 36] ; [ 9 21],[32.60194175 40.39805825] ; [13.39805825 16.60194175],0
b1,1,0.056548,3.635854,[39 86] ; [22 25],[44.33139535 80.66860465] ; [16.66860465 30.33139535],0
a4,1,0.069295,3.299636,[62 63] ; [30 16],[67.25146199 57.74853801] ; [24.74853801 21.25146199],0
s8,1,0.091412,2.849325,[34 91] ; [ 7 40],[29.79651163 95.20348837] ; [11.20348837 35.79651163],0
d5,1,0.096135,2.768514,[123   2] ; [44  3],[121.36627907   3.63372093] ; [45.63372093  1.36627907],0
p5,1,0.123283,2.375108,[ 11 113] ; [ 1 46],[  8.70175439 115.29824561] ; [ 3.29824561 43.70175439],0
a7,1,0.138068,2.199362,[98 27] ; [31 15],[94.29824561 30.70175439] ; [34.70175439 11.29824561],0
n3,1,0.200004,1.642345,[17  8] ; [12 12],[14.79591837 10.20408163] ; [14.20408163  9.79591837],0
n2,1,0.201224,1.633471,[16  9] ; [11 13],[13.7755102 11.2244898] ; [13.2244898 10.7755102],0
p1,1,0.247743,1.335989,[  7 118] ; [ 5 42],[  8.72093023 116.27906977] ; [ 3.27906977 43.72093023],0
a8,1,0.252481,1.309524,[ 12 100] ; [ 2 40],[ 10.18181818 101.81818182] ; [ 3.81818182 38.18181818],0
d2,1,0.254222,1.299953,[86 39] ; [35 10],[88.97058824 36.02941176] ; [32.02941176 12.97058824],0
d4,1,0.280391,1.165194,[123   2] ; [43  2],[122.05882353   2.94117647] ; [43.94117647  1.05882353],0
p6,1,0.349375,0.875725,[35 89] ; [ 9 34],[32.67065868 91.32934132] ; [11.32934132 31.67065868],0
u3,1,0.375711,0.784689,[16 16] ; [6 3],[17.17073171 14.82926829] ; [4.82926829 4.17073171],0
s7,1,0.376003,0.783731,[31 89] ; [ 8 34],[28.88888889 91.11111111] ; [10.11111111 31.88888889],0
a3,1,0.419716,0.65111,[93 31] ; [38  9],[94.99415205 29.00584795] ; [36.00584795 10.99415205],0
d3,1,0.441649,0.591994,[106  19] ; [42  5],[107.55813953  17.44186047] ; [40.44186047  6.55813953],0
b5,1,0.464526,0.534966,[64 61] ; [27 20],[66.13372093 58.86627907] ; [24.86627907 22.13372093],0
u4,1,0.469192,0.523879,[  1 124] ; [ 1 46],[  1.45348837 123.54651163] ; [ 0.54651163 46.45348837],0
a1,1,0.518654,0.416569,[  3 122] ; [ 2 45],[  3.63372093 121.36627907] ; [ 1.36627907 45.63372093],0
u2,1,0.526572,0.401003,[16 16] ; [5 3],[16.8 15.2] ; [4.2 3.8],0
a6,1,0.556423,0.345936,[93 32] ; [37 10],[94.47674419 30.52325581] ; [35.52325581 11.47674419],0
n1,1,0.652524,0.202733,[ 8 17] ; [ 6 17],[ 7.29166667 17.70833333] ; [ 6.70833333 16.29166667],0
a2,1,0.656875,0.197342,[33 92] ; [14 33],[34.15697674 90.84302326] ; [12.84302326 34.15697674],0
s4,1,0.677806,0.172606,[  6 119] ; [ 3 44],[  6.54069767 118.45930233] ; [ 2.45930233 44.54069767],0
u1,1,0.717523,0.130879,[ 21 104] ; [ 9 38],[ 21.80232558 103.19767442] ; [ 8.19767442 38.80232558],0
a5,1,0.888526,0.019648,[97 28] ; [36 11],[96.65697674 28.34302326] ; [36.34302326 10.65697674],0
b4,1,0.910092,0.012752,[73 52] ; [27 20],[72.6744186 52.3255814] ; [27.3255814 19.6744186],0
