Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7e-06,20.254567,[356  36] ; [55 21],[344.25641026  47.74358974] ; [66.74358974  9.25641026],1
p8,1,4.7e-05,16.562577,[283 108] ; [37 39],[267.92291221 123.07708779] ; [52.07708779 23.92291221],1
p10,1,5.1e-05,16.421005,[352  41] ; [55 21],[341.04690832  51.95309168] ; [65.95309168 10.04690832],1
p2,1,0.006398,7.434736,[365  29] ; [63 13],[358.79148936  35.20851064] ; [69.20851064  6.79148936],0
b1,1,0.008277,6.972468,[149 246] ; [41 35],[159.3418259 235.6581741] ; [30.6581741 45.3418259],0
p4,1,0.011897,6.326222,[285 109] ; [44 32],[275.8 118.2] ; [53.2 22.8],0
r3,1,0.018939,5.507128,[388   5] ; [71  4],[385.44230769   7.55769231] ; [73.55769231  1.44230769],0
n6,1,0.021629,5.275375,[346  46] ; [58 16],[339.84549356  52.15450644] ; [64.15450644  9.84549356],0
s1,1,0.028327,4.808075,[  8 382] ; [ 5 71],[ 10.87982833 379.12017167] ; [ 2.12017167 73.87982833],0
n4,1,0.038902,4.265142,[325  70] ; [54 21],[318.5212766  76.4787234] ; [60.4787234 14.5212766],0
r4,1,0.043211,4.08713,[386   9] ; [71  5],[383.25902335  11.74097665] ; [73.74097665  2.25902335],0
b3,1,0.045052,4.016704,[105 147] ; [10 30],[ 99.24657534 152.75342466] ; [15.75342466 24.24657534],0
b2,1,0.045052,4.016704,[105 147] ; [10 30],[ 99.24657534 152.75342466] ; [15.75342466 24.24657534],0
s6,1,0.06892,3.30855,[268 119] ; [59 15],[274.50976139 112.49023861] ; [52.49023861 21.50976139],0
b5,1,0.071379,3.251012,[221 174] ; [51 25],[228.1104034 166.8895966] ; [43.8895966 32.1104034],0
v4,1,0.098726,2.726011,[384   8] ; [71  4],[381.92719486  10.07280514] ; [73.07280514  1.92719486],0
v3,1,0.103108,2.656799,[173 208] ; [26 48],[166.63516484 214.36483516] ; [32.36483516 41.63516484],0
n5,1,0.108812,2.571387,[315  79] ; [53 21],[309.81196581  84.18803419] ; [58.18803419 15.81196581],0
p12,1,0.118263,2.44018,[ 37 356] ; [ 3 73],[ 33.51812367 359.48187633] ; [ 6.48187633 69.51812367],0
d1,1,0.124222,2.363268,[255 140] ; [42 34],[249.07643312 145.92356688] ; [47.92356688 28.07643312],0
p3,1,0.129124,2.303007,[244 150] ; [40 36],[238.07659574 155.92340426] ; [45.92340426 30.07659574],0
v2,1,0.14104,2.166578,[242 140] ; [39 33],[236.43612335 145.56387665] ; [44.56387665 27.43612335],0
p5,1,0.152592,2.046144,[ 61 332] ; [ 7 69],[ 56.98081023 336.01918977] ; [11.01918977 64.98081023],0
s4,1,0.153556,2.036562,[ 61 328] ; [17 59],[ 65.2516129 323.7483871] ; [12.7483871 63.2516129],0
d3,1,0.217508,1.520738,[290 104] ; [50 25],[285.62899787 108.37100213] ; [54.37100213 20.62899787],0
v1,1,0.226263,1.464198,[232 154] ; [40 36],[227.25541126 158.74458874] ; [44.74458874 31.25541126],0
a6,1,0.227826,1.454383,[274 119] ; [47 28],[269.55769231 123.44230769] ; [51.44230769 23.55769231],0
p1,1,0.228621,1.449422,[ 38 355] ; [ 4 71],[ 35.26923077 357.73076923] ; [ 6.73076923 68.26923077],0
a3,1,0.26821,1.225876,[302  92] ; [53 22],[298.23027719  95.76972281] ; [56.76972281 18.23027719],0
d4,1,0.273507,1.199075,[338  55] ; [60 14],[334.93361884  58.06638116] ; [63.06638116 10.93361884],0
s8,1,0.273971,1.196758,[199 192] ; [33 42],[194.66094421 196.33905579] ; [37.33905579 37.66094421],0
u2,1,0.278517,1.174313,[53 38] ; [10 12],[50.73451327 40.26548673] ; [12.26548673  9.73451327],0
a4,1,0.396998,0.717402,[186 207] ; [40 36],[189.37739872 203.62260128] ; [36.62260128 39.37739872],0
n1,1,0.458291,0.550064,[17 41] ; [ 8 13],[18.35443038 39.64556962] ; [ 6.64556962 14.35443038],0
u3,1,0.468002,0.526689,[54 39] ; [14  7],[55.47368421 37.52631579] ; [12.52631579  8.47368421],0
d2,1,0.508969,0.436187,[199 195] ; [41 34],[201.62046908 192.37953092] ; [38.37953092 36.62046908],0
s7,1,0.550931,0.355653,[213 167] ; [36 33],[210.73496659 169.26503341] ; [38.26503341 30.73496659],0
