Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,221.451356,[509  25] ; [32 53],[466.71082391  67.28917609] ; [74.28917609 10.71082391],1
p11,1,0.0,51.417366,[465  71] ; [50 40],[440.95846645  95.04153355] ; [74.04153355 15.95846645],1
p2,1,0.0,34.091078,[468  66] ; [57 33],[449.27884615  84.72115385] ; [75.72115385 14.27884615],1
r4,1,3e-06,21.850873,[499  37] ; [70 20],[487.19488818  48.80511182] ; [81.80511182  8.19488818],1
p7,1,1.4e-05,18.932483,[357 166] ; [39 49],[338.96563011 184.03436989] ; [57.03436989 30.96563011],1
r3,1,1.5e-05,18.770519,[510  22] ; [75 14],[501.15942029  30.84057971] ; [83.84057971  5.15942029],1
p3,1,4.3e-05,16.755273,[308 226] ; [31 59],[290.10576923 243.89423077] ; [48.89423077 41.10576923],1
v1,1,4.9e-05,16.475627,[320 203] ; [34 55],[302.51960784 220.48039216] ; [51.48039216 37.51960784],1
p8,1,5.2e-05,16.357211,[314 214] ; [32 56],[296.57142857 231.42857143] ; [49.42857143 38.57142857],1
p4,1,0.000122,14.759516,[361 173] ; [42 48],[344.875 189.125] ; [58.125 31.875],1
v2,1,0.000225,13.609826,[307 207] ; [34 54],[291.15282392 222.84717608] ; [49.84717608 38.15282392],1
a5,1,0.000478,12.199577,[419 117] ; [55 35],[405.85303514 130.14696486] ; [68.14696486 21.85303514],1
a3,1,0.00093,10.961734,[402 132] ; [52 37],[389.14285714 144.85714286] ; [64.85714286 24.14285714],1
s5,1,0.001079,10.686583,[200 314] ; [18 69],[186.44259567 327.55740433] ; [31.55740433 55.44259567],0
a6,1,0.003711,8.42018,[374 161] ; [49 41],[362.088 172.912] ; [60.912 29.088],0
d4,1,0.003906,8.326973,[447  88] ; [63 26],[437.25961538  97.74038462] ; [72.74038462 16.25961538],0
s8,1,0.004856,7.932391,[268 265] ; [30 58],[255.77133655 277.22866345] ; [42.22866345 45.77133655],0
r2,1,0.007246,7.210897,[508  23] ; [79 10],[502.73709677  28.26290323] ; [84.26290323  4.73709677],0
s7,1,0.007258,7.208016,[286 222] ; [35 51],[274.52525253 233.47474747] ; [46.47474747 39.52525253],0
p12,1,0.01112,6.446064,[ 57 476] ; [ 2 88],[ 50.47672552 482.52327448] ; [ 8.52327448 81.47672552],0
s2,1,0.015334,5.877629,[294 237] ; [36 51],[283.54368932 247.45631068] ; [46.45631068 40.54368932],0
b1,1,0.016946,5.701934,[197 339] ; [45 45],[207.20766773 328.79233227] ; [34.79233227 55.20766773],0
v3,1,0.022397,5.214715,[237 283] ; [29 60],[227.12643678 292.87356322] ; [38.87356322 50.12643678],0
d3,1,0.035081,4.441238,[370 166] ; [52 38],[361.32907348 174.67092652] ; [60.67092652 29.32907348],0
v4,1,0.038804,4.269425,[513  21] ; [82  8],[509.18269231  24.81730769] ; [85.81730769  4.18269231],0
s1,1,0.042956,4.097141,[ 14 516] ; [ 6 83],[ 17.12439418 512.87560582] ; [ 2.87560582 86.12439418],0
s6,1,0.046594,3.959971,[375 147] ; [54 34],[367.11147541 154.88852459] ; [61.88852459 26.11147541],0
p6,1,0.06078,3.515959,[219 312] ; [27 61],[211.02746365 319.97253635] ; [34.97253635 53.02746365],0
n4,1,0.061282,3.502343,[487  49] ; [76 14],[482.05750799  53.94249201] ; [80.94249201  9.05750799],0
a7,1,0.061509,3.496216,[383 152] ; [55 34],[375.52884615 159.47115385] ; [62.47115385 26.52884615],0
d1,1,0.064319,3.422369,[335 201] ; [47 43],[327.0798722 208.9201278] ; [54.9201278 35.0798722],0
n2,1,0.065602,3.389774,[77 18] ; [23 12],[73.07692308 21.92307692] ; [26.92307692  8.07692308],0
r1,1,0.080542,3.053922,[438  96] ; [66 23],[432. 102.] ; [72. 17.],0
n3,1,0.080671,3.051325,[71 24] ; [20 14],[67.01550388 27.98449612] ; [23.98449612 10.01550388],0
b5,1,0.086947,2.930011,[312 224] ; [61 29],[319.37380192 216.62619808] ; [53.62619808 36.37380192],0
u4,1,0.100924,2.690887,[ 13 522] ; [ 5 85],[ 15.408 519.592] ; [ 2.592 87.408],0
p5,1,0.11102,2.539635,[ 81 450] ; [ 8 82],[ 76.10144928 454.89855072] ; [12.89855072 77.10144928],0
d5,1,0.14781,2.094705,[444  91] ; [69 21],[439.128  95.872] ; [73.872 16.128],0
s3,1,0.166434,1.914771,[310 220] ; [44 43],[304.08427877 225.91572123] ; [49.91572123 37.08427877],0
b3,1,0.235125,1.409585,[138 191] ; [21 41],[133.78772379 195.21227621] ; [25.21227621 36.78772379],0
