Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.907351,[29 39] ; [ 7 86],[15.20496894 52.79503106] ; [20.79503106 72.20496894],1
v1,1,6e-06,20.533592,[41 29] ; [22 71],[27.05521472 42.94478528] ; [35.94478528 57.05521472],1
r1,1,4.1e-05,16.83708,[58 14] ; [46 47],[45.38181818 26.61818182] ; [58.61818182 34.38181818],1
d5,1,0.00147,10.116186,[57 15] ; [51 41],[47.41463415 24.58536585] ; [60.58536585 31.41463415],0
a3,1,0.005677,7.6501,[51 21] ; [46 47],[42.32727273 29.67272727] ; [54.67272727 38.32727273],0
a5,1,0.005831,7.601745,[45 27] ; [38 55],[36.21818182 35.78181818] ; [46.78181818 46.21818182],0
v4,1,0.005875,7.588119,[69  3] ; [76 17],[63.27272727  8.72727273] ; [81.72727273 11.27272727],0
r4,1,0.007111,7.244624,[60 12] ; [60 33],[52.36363636 19.63636364] ; [67.63636364 25.36363636],0
r3,1,0.010675,6.518602,[66  5] ; [73 20],[60.17682927 10.82317073] ; [78.82317073 14.17682927],0
d1,1,0.015256,5.886679,[35 37] ; [28 65],[27.49090909 44.50909091] ; [35.50909091 57.49090909],0
r2,1,0.029093,4.762075,[65  7] ; [72 21],[59.78181818 12.21818182] ; [77.21818182 15.78181818],0
a7,1,0.035707,4.41106,[57 15] ; [59 33],[50.92682927 21.07317073] ; [65.07317073 26.92682927],0
s6,1,0.035834,4.40501,[36 35] ; [32 61],[29.43902439 41.56097561] ; [38.56097561 54.43902439],0
a6,1,0.03597,4.398522,[51 21] ; [51 42],[44.50909091 27.49090909] ; [57.49090909 35.50909091],0
b1,1,0.046215,3.97373,[23 49] ; [44 49],[29.23636364 42.76363636] ; [37.76363636 55.23636364],0
p5,1,0.047384,3.931684,[ 5 67] ; [ 1 91],[ 2.63414634 69.36585366] ; [ 3.36585366 88.63414634],0
d3,1,0.052671,3.75432,[51 21] ; [51 40],[45.05521472 26.94478528] ; [56.94478528 34.05521472],0
p4,1,0.056921,3.624885,[34 38] ; [30 62],[28.09756098 43.90243902] ; [35.90243902 56.09756098],0
d4,1,0.064468,3.418538,[56 16] ; [60 33],[50.61818182 21.38181818] ; [65.38181818 27.61818182],0
a2,1,0.068147,3.327093,[12 60] ; [ 7 86],[ 8.29090909 63.70909091] ; [10.70909091 82.29090909],0
n1,1,0.129248,2.301515,[ 2 20] ; [10 30],[ 4.25806452 17.74193548] ; [ 7.74193548 32.25806452],0
p8,1,0.160525,1.96927,[34 37] ; [34 58],[29.6196319 41.3803681] ; [38.3803681 53.6196319],0
a4,1,0.185663,1.751698,[22 50] ; [20 73],[18.32727273 53.67272727] ; [23.67272727 69.32727273],0
p11,1,0.188795,1.726998,[49 23] ; [54 39],[44.94545455 27.05454545] ; [58.05454545 34.94545455],0
b5,1,0.212779,1.552419,[42 30] ; [63 30],[45.81818182 26.18181818] ; [59.18181818 33.81818182],0
p9,1,0.253132,1.305936,[52 19] ; [59 32],[48.64814815 22.35185185] ; [62.35185185 28.64814815],0
p10,1,0.264203,1.246599,[47 24] ; [53 39],[43.55828221 27.44171779] ; [56.44171779 35.55828221],0
u1,1,0.281684,1.158949,[ 6 66] ; [ 4 89],[ 4.36363636 67.63636364] ; [ 5.63636364 87.36363636],0
p2,1,0.308668,1.036368,[54 18] ; [63 30],[51.05454545 20.94545455] ; [65.94545455 27.05454545],0
s4,1,0.353598,0.860502,[10 62] ; [18 75],[12.21818182 59.78181818] ; [15.78181818 77.21818182],0
b4,1,0.389902,0.739247,[42 30] ; [48 45],[39.27272727 32.72727273] ; [50.72727273 42.27272727],0
b2,1,0.394462,0.725144,[10 23] ; [11 39],[ 8.34939759 24.65060241] ; [12.65060241 37.34939759],0
b3,1,0.394462,0.725144,[10 23] ; [11 39],[ 8.34939759 24.65060241] ; [12.65060241 37.34939759],0
s1,1,0.421736,0.645473,[ 2 69] ; [ 5 88],[ 3.0304878 67.9695122] ; [ 3.9695122 89.0304878],0
s7,1,0.453932,0.560815,[19 53] ; [19 70],[16.99378882 55.00621118] ; [21.00621118 67.99378882],0
s8,1,0.476036,0.50793,[13 59] ; [21 72],[14.83636364 57.16363636] ; [19.16363636 73.83636364],0
