Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7.5e-05,15.685185,[34  2] ; [2 4],[30.85714286  5.14285714] ; [5.14285714 0.85714286],1
v4,1,0.007132,7.239316,[35  1] ; [4 2],[33.42857143  2.57142857] ; [5.57142857 0.42857143],0
s6,1,0.033518,4.519141,[26  8] ; [2 4],[23.8 10.2] ; [4.2 1.8],0
p2,1,0.037025,4.349265,[31  5] ; [3 3],[29.14285714  6.85714286] ; [4.85714286 1.14285714],0
p7,1,0.107244,2.594378,[21 15] ; [1 4],[19.31707317 16.68292683] ; [2.68292683 2.31707317],0
s5,1,0.14812,2.091503,[22 12] ; [2 4],[20.4 13.6] ; [3.6 2.4],0
r1,1,0.151928,2.052786,[28  8] ; [3 3],[26.57142857  9.42857143] ; [4.42857143 1.57142857],0
p4,1,0.165613,1.922208,[27  8] ; [3 3],[25.6097561  9.3902439] ; [4.3902439 1.6097561],0
b4,1,0.19936,1.647059,[20 16] ; [5 1],[21.42857143 14.57142857] ; [3.57142857 2.42857143],0
a6,1,0.19936,1.647059,[20 16] ; [5 1],[21.42857143 14.57142857] ; [3.57142857 2.42857143],0
a3,1,0.209482,1.575,[27  9] ; [3 3],[25.71428571 10.28571429] ; [4.28571429 1.71428571],0
v1,1,0.210228,1.569859,[24 11] ; [2 3],[22.75 12.25] ; [3.25 1.75],0
s2,1,0.243022,1.362981,[15 21] ; [1 5],[13.71428571 22.28571429] ; [2.28571429 3.71428571],0
a7,1,0.292915,1.106173,[22 14] ; [5 1],[23.14285714 12.85714286] ; [3.85714286 2.14285714],0
u2,1,0.310494,1.028571,[6 3] ; [1 2],[5.25 3.75] ; [1.75 1.25],0
s1,1,0.327877,0.957265,[ 2 34] ; [1 5],[ 2.57142857 33.42857143] ; [0.42857143 5.57142857],0
d1,1,0.349575,0.875,[23 13] ; [5 1],[24. 12.] ; [4. 2.],0
n3,1,0.386916,0.748611,[5 3] ; [1 2],[4.36363636 3.63636364] ; [1.63636364 1.36363636],0
s8,1,0.412617,0.671247,[18 17] ; [2 4],[17.07317073 17.92682927] ; [2.92682927 3.07317073],0
d3,1,0.413598,0.668435,[24 12] ; [5 1],[24.85714286 11.14285714] ; [4.14285714 1.85714286],0
p3,1,0.430223,0.622222,[24 12] ; [3 3],[23.14285714 12.85714286] ; [3.85714286 2.14285714],0
a4,1,0.430223,0.622222,[12 24] ; [3 3],[12.85714286 23.14285714] ; [2.14285714 3.85714286],0
n1,1,0.490153,0.47619,[3 4] ; [2 1],[3.5 3.5] ; [1.5 1.5],0
a2,1,0.519708,0.414474,[ 3 33] ; [1 5],[ 3.42857143 32.57142857] ; [0.57142857 5.42857143],0
p9,1,0.536939,0.381242,[32  3] ; [5 1],[31.58536585  3.41463415] ; [5.41463415 0.58536585],0
n6,1,0.569243,0.323951,[32  4] ; [4 1],[31.6097561  4.3902439] ; [4.3902439 0.6097561],0
a5,1,0.657255,0.196875,[27  9] ; [5 1],[27.42857143  8.57142857] ; [4.57142857 1.42857143],0
d2,1,0.700228,0.148235,[21 15] ; [4 2],[21.42857143 14.57142857] ; [3.57142857 2.42857143],0
u3,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
p8,1,0.74462,0.106108,[20 15] ; [3 3],[19.63414634 15.36585366] ; [3.36585366 2.63414634],0
p1,1,0.75881,0.094276,[ 8 28] ; [1 5],[ 7.71428571 28.28571429] ; [1.28571429 4.71428571],0
p11,1,0.75881,0.094276,[28  8] ; [5 1],[28.28571429  7.71428571] ; [4.71428571 1.28571429],0
s7,1,0.789452,0.071301,[19 15] ; [3 3],[18.7 15.3] ; [3.3 2.7],0
s3,1,0.80017,0.064073,[16 20] ; [3 3],[16.28571429 19.71428571] ; [2.71428571 3.28571429],0
b5,1,0.80017,0.064073,[20 16] ; [3 3],[19.71428571 16.28571429] ; [3.28571429 2.71428571],0
n5,1,0.872548,0.025735,[29  7] ; [5 1],[29.14285714  6.85714286] ; [4.85714286 1.14285714],0
d5,1,0.872548,0.025735,[29  7] ; [5 1],[29.14285714  6.85714286] ; [4.85714286 1.14285714],0
p10,1,0.878828,0.023243,[30  5] ; [5 1],[29.87804878  5.12195122] ; [5.12195122 0.87804878],0
n2,1,0.898195,0.016369,[5 3] ; [2 1],[5.09090909 2.90909091] ; [1.90909091 1.09090909],0
n4,1,1.0,0.0,[30  6] ; [5 1],[30.  6.] ; [5. 1.],0
r2,1,1.0,0.0,[30  6] ; [5 1],[30.  6.] ; [5. 1.],0
b1,1,1.0,0.0,[18 18] ; [3 3],[18. 18.] ; [3. 3.],0
