Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,108.012489,[32 54] ; [280  33],[67.2481203 18.7518797] ; [244.7518797  68.2481203],1
n6,1,0.0,43.709679,[56 29] ; [290  22],[74.08060453 10.91939547] ; [271.91939547  40.08060453],1
s7,1,0.0,28.335926,[41 41] ; [239  62],[59.94778068 22.05221932] ; [220.05221932  80.94778068],1
a3,1,0.00021,13.738118,[53 34] ; [250  62],[66.06766917 20.93233083] ; [236.93233083  75.06766917],1
s4,1,0.000218,13.664981,[35 52] ; [ 64 244],[21.80506329 65.19493671] ; [ 77.19493671 230.80506329],1
p11,1,0.000292,13.121393,[55 32] ; [256  58],[67.47381546 19.52618454] ; [243.52618454  70.47381546],1
p5,1,0.000391,12.573998,[ 2 84] ; [ 54 257],[12.13098237 73.86901763] ; [ 43.86901763 267.13098237],1
v3,1,0.001134,10.594438,[22 60] ; [142 161],[34.92987013 47.07012987] ; [129.07012987 173.92987013],0
u1,1,0.001886,9.657034,[ 9 78] ; [ 82 232],[19.74314214 67.25685786] ; [ 71.25685786 242.74314214],0
d2,1,0.002256,9.328641,[34 53] ; [179 132],[46.56030151 40.43969849] ; [166.43969849 144.56030151],0
a4,1,0.002615,9.058294,[30 57] ; [165 148],[42.4125 44.5875] ; [152.5875 160.4125],0
p4,1,0.00274,8.972782,[47 40] ; [221  90],[58.58291457 28.41708543] ; [209.41708543 101.58291457],0
r1,1,0.005089,7.847379,[63 23] ; [270  44],[71.595 14.405] ; [261.405  52.595],0
p3,1,0.008142,7.002004,[36 51] ; [179 133],[46.87969925 40.12030075] ; [168.12030075 143.87969925],0
d1,1,0.010304,6.581614,[47 40] ; [216  98],[57.05985037 29.94014963] ; [205.94014963 108.05985037],0
p2,1,0.013032,6.164735,[65 22] ; [268  44],[72.60902256 14.39097744] ; [260.39097744  51.60902256],0
a5,1,0.014468,5.980082,[58 29] ; [248  65],[66.555 20.445] ; [239.445  73.555],0
v1,1,0.017824,5.613403,[39 45] ; [185 119],[48.49484536 35.50515464] ; [175.50515464 128.49484536],0
a2,1,0.018992,5.502259,[16 71] ; [ 98 216],[24.73316708 62.26683292] ; [ 89.26683292 224.73316708],0
p6,1,0.020888,5.336122,[29 57] ; [147 161],[38.41624365 47.58375635] ; [137.58375635 170.41624365],0
