Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-06,24.849565,[86  4] ; [6 6],[81.17647059  8.82352941] ; [10.82352941  1.17647059],1
r1,1,1.1e-05,19.335001,[77 14] ; [ 5 10],[70.39622642 20.60377358] ; [11.60377358  3.39622642],1
v4,1,1.4e-05,18.863158,[86  4] ; [9 6],[81.42857143  8.57142857] ; [13.57142857  1.42857143],1
p11,1,0.001452,10.139186,[72 19] ; [6 9],[66.96226415 24.03773585] ; [11.03773585  3.96226415],0
p10,1,0.007638,7.116557,[60 31] ; [ 4 10],[55.46666667 35.53333333] ; [8.53333333 5.46666667],0
s8,1,0.009021,6.818751,[38 53] ; [ 1 14],[33.48113208 57.51886792] ; [5.51886792 9.48113208],0
p9,1,0.025996,4.956294,[66 25] ; [6 8],[62.4 28.6] ; [9.6 4.4],0
a7,1,0.035084,4.441065,[67 24] ; [7 8],[63.52830189 27.47169811] ; [10.47169811  4.52830189],0
s6,1,0.046356,3.968614,[49 41] ; [ 4 11],[45.42857143 44.57142857] ; [7.57142857 7.42857143],0
b1,1,0.049692,3.851834,[36 55] ; [10  5],[39.49056604 51.50943396] ; [6.50943396 8.49056604],0
a5,1,0.07023,3.27764,[69 22] ; [8 7],[66.10377358 24.89622642] ; [10.89622642  4.10377358],0
p7,1,0.086584,2.936764,[52 39] ; [ 5 10],[48.93396226 42.06603774] ; [8.06603774 6.93396226],0
p2,1,0.106035,2.612337,[72 19] ; [9 6],[69.53773585 21.46226415] ; [11.46226415  3.53773585],0
p4,1,0.127926,2.317498,[43 47] ; [ 4 11],[40.28571429 49.71428571] ; [6.71428571 8.28571429],0
s2,1,0.137761,2.202797,[36 54] ; [ 3 12],[33.42857143 56.57142857] ; [5.57142857 9.42857143],0
v3,1,0.138927,2.189808,[28 59] ; [ 2 13],[25.58823529 61.41176471] ; [ 4.41176471 10.58823529],0
p6,1,0.144366,2.130795,[30 59] ; [ 2 12],[27.65048544 61.34951456] ; [4.34951456 9.65048544],0
s1,1,0.165155,1.926379,[ 4 87] ; [ 2 13],[ 5.1509434 85.8490566] ; [ 0.8490566 14.1509434],0
a2,1,0.168042,1.900324,[20 71] ; [ 1 14],[18.02830189 72.97169811] ; [ 2.97169811 12.02830189],0
n6,1,0.30238,1.063667,[61 30] ; [8 7],[59.23584906 31.76415094] ; [9.76415094 5.23584906],0
d2,1,0.315633,1.006958,[43 48] ; [ 5 10],[41.20754717 49.79245283] ; [6.79245283 8.20754717],0
s5,1,0.316278,1.004277,[16 68] ; [ 1 12],[14.72164948 69.27835052] ; [ 2.27835052 10.72164948],0
d3,1,0.323025,0.976658,[66 25] ; [9 6],[64.38679245 26.61320755] ; [10.61320755  4.38679245],0
s7,1,0.339588,0.911986,[39 48] ; [4 9],[37.41 49.59] ; [5.59 7.41],0
a6,1,0.345729,0.889073,[60 31] ; [8 7],[58.37735849 32.62264151] ; [9.62264151 5.37735849],0
a4,1,0.354403,0.857629,[42 49] ; [ 5 10],[40.3490566 50.6509434] ; [6.6509434 8.3490566],0
d1,1,0.360174,0.837287,[48 43] ; [6 9],[46.35849057 44.64150943] ; [7.64150943 7.35849057],0
p8,1,0.364407,0.82265,[35 55] ; [ 4 11],[33.42857143 56.57142857] ; [5.57142857 9.42857143],0
a3,1,0.371671,0.798069,[65 26] ; [9 6],[63.52830189 27.47169811] ; [10.47169811  4.52830189],0
p3,1,0.401982,0.70239,[38 53] ; [8 7],[39.49056604 51.50943396] ; [6.50943396 8.49056604],0
b2,1,0.449692,0.571429,[20 43] ; [4 5],[21. 42.] ; [3. 6.],0
b3,1,0.449692,0.571429,[20 43] ; [4 5],[21. 42.] ; [3. 6.],0
u1,1,0.475669,0.508776,[12 79] ; [ 1 14],[11.16037736 79.83962264] ; [ 1.83962264 13.16037736],0
p5,1,0.525676,0.402744,[ 3 88] ; [ 1 14],[ 3.43396226 87.56603774] ; [ 0.56603774 14.43396226],0
a1,1,0.525676,0.402744,[ 3 88] ; [ 1 14],[ 3.43396226 87.56603774] ; [ 0.56603774 14.43396226],0
p12,1,0.532377,0.389851,[ 3 87] ; [ 1 14],[ 3.42857143 86.57142857] ; [ 0.57142857 14.42857143],0
a8,1,0.592345,0.286698,[10 73] ; [ 1 13],[ 9.41237113 73.58762887] ; [ 1.58762887 12.41237113],0
d5,1,0.614359,0.253876,[72 19] ; [11  4],[71.25471698 19.74528302] ; [11.74528302  3.25471698],0
s4,1,0.651742,0.203711,[14 77] ; [ 3 12],[14.59433962 76.40566038] ; [ 2.40566038 12.59433962],0
d4,1,0.651742,0.203711,[77 14] ; [12  3],[76.40566038 14.59433962] ; [12.59433962  2.40566038],0
n1,1,0.668108,0.183824,[ 3 14] ; [2 6],[ 3.4 13.6] ; [1.6 6.4],0
v2,1,0.75632,0.096296,[49 41] ; [7 7],[48.46153846 41.53846154] ; [7.53846154 6.46153846],0
v1,1,0.801881,0.062958,[35 54] ; [6 8],[35.42718447 53.57281553] ; [5.57281553 8.42718447],0
u2,1,0.815076,0.054701,[16 10] ; [4 2],[16.25  9.75] ; [3.75 2.25],0
b4,1,0.826431,0.048084,[58 33] ; [10  5],[58.37735849 32.62264151] ; [9.62264151 5.37735849],0
b5,1,0.845199,0.038122,[57 34] ; [9 6],[56.66037736 34.33962264] ; [9.33962264 5.66037736],0
p1,1,0.880629,0.022552,[ 7 83] ; [ 1 14],[ 6.85714286 83.14285714] ; [ 1.14285714 13.85714286],0
s3,1,0.912732,0.012011,[43 47] ; [6 7],[42.81553398 47.18446602] ; [6.18446602 6.81553398],0
n2,1,0.914641,0.011489,[11  6] ; [5 3],[10.88  6.12] ; [5.12 2.88],0
n3,1,1.0,0.0,[14  2] ; [7 1],[14.  2.] ; [7. 1.],0
