Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000293,13.116373,[ 7 47] ; [9 7],[12.34285714 41.65714286] ; [ 3.65714286 12.34285714],1
b1,1,0.578606,0.308494,[33 21] ; [11  5],[33.94285714 20.05714286] ; [10.05714286  5.94285714],0
p8,1,0.580984,0.304647,[ 7 46] ; [ 3 13],[ 7.68115942 45.31884058] ; [ 2.31884058 13.68115942],0
r1,1,0.68665,0.162736,[17 36] ; [ 6 10],[17.66666667 35.33333333] ; [ 5.33333333 10.66666667],0
a1,1,0.687516,0.161787,[ 9 45] ; [ 2 14],[ 8.48571429 45.51428571] ; [ 2.51428571 13.48571429],0
p1,1,0.705684,0.142626,[ 5 49] ; [ 1 15],[ 4.62857143 49.37142857] ; [ 1.37142857 14.62857143],0
n2,1,0.725622,0.123169,[13 15] ; [4 6],[12.52631579 15.47368421] ; [4.47368421 5.52631579],0
d2,1,0.768252,0.086826,[21 32] ; [7 9],[21.50724638 31.49275362] ; [6.49275362 9.50724638],0
a6,1,0.79435,0.067947,[25 29] ; [8 8],[25.45714286 28.54285714] ; [7.54285714 8.45714286],0
a5,1,0.896429,0.016945,[26 28] ; [8 8],[26.22857143 27.77142857] ; [7.77142857 8.22857143],0
p6,1,0.916859,0.010897,[ 6 46] ; [ 2 14],[ 6.11764706 45.88235294] ; [ 1.88235294 14.11764706],0
a3,1,0.918749,0.010406,[30 22] ; [9 7],[29.82352941 22.17647059] ; [9.17647059 6.82352941],0
