Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7e-06,20.15374,[37 22] ; [123  14],[48.16326531 10.83673469] ; [111.83673469  25.16326531],1
p8,1,1.9e-05,18.312665,[27 32] ; [104  31],[39.84020619 19.15979381] ; [91.15979381 43.84020619],1
p7,1,0.000309,13.015126,[39 17] ; [123  13],[47.25  8.75] ; [114.75  21.25],1
p5,1,0.005207,7.806033,[ 6 53] ; [39 98],[13.54591837 45.45408163] ; [ 31.45408163 105.54591837],0
a3,1,0.009894,6.65391,[42 17] ; [117  18],[48.3556701 10.6443299] ; [110.6443299  24.3556701],0
r3,1,0.014354,5.994029,[53  6] ; [134   3],[56.29081633  2.70918367] ; [130.70918367   6.29081633],0
p12,1,0.014996,5.916952,[ 3 56] ; [ 25 111],[ 8.47179487 50.52820513] ; [ 19.52820513 116.47179487],0
p9,1,0.023021,5.16689,[51  8] ; [130   6],[54.76410256  4.23589744] ; [126.23589744   9.76410256],0
d1,1,0.03334,4.528236,[33 26] ; [98 39],[39.43367347 19.56632653] ; [91.56632653 45.43367347],0
p10,1,0.038598,4.278455,[47 12] ; [123  13],[51.43589744  7.56410256] ; [118.56410256  17.43589744],0
v2,1,0.04369,4.068495,[29 29] ; [89 47],[35.27835052 22.72164948] ; [82.72164948 53.27835052],0
s1,1,0.068887,3.309332,[ 6 53] ; [  5 132],[ 3.31122449 55.68877551] ; [  7.68877551 129.31122449],0
p11,1,0.074517,3.180603,[42 17] ; [113  24],[46.65816327 12.34183673] ; [108.34183673  28.65816327],0
p1,1,0.078151,3.102936,[ 5 54] ; [ 25 111],[ 9.07692308 49.92307692] ; [ 20.92307692 115.07692308],0
a5,1,0.096578,2.761164,[43 16] ; [114  23],[47.26020408 11.73979592] ; [109.73979592  27.26020408],0
v3,1,0.119963,2.417801,[23 36] ; [68 65],[27.96354167 31.03645833] ; [63.03645833 69.96354167],0
b5,1,0.139271,2.186,[39 20] ; [75 62],[34.31632653 24.68367347] ; [79.68367347 57.31632653],0
n5,1,0.162548,1.950359,[46 13] ; [117  19],[49.31794872  9.68205128] ; [113.68205128  22.31794872],0
p2,1,0.177476,1.818632,[50  9] ; [125  12],[52.67857143  6.32142857] ; [122.32142857  14.67857143],0
u3,1,0.179339,1.803093,[15  2] ; [14  6],[13.32432432  3.67567568] ; [15.67567568  4.32432432],0
b1,1,0.19595,1.672305,[20 39] ; [60 77],[24.08163265 34.91836735] ; [55.91836735 81.08163265],0
d5,1,0.20996,1.571699,[46 13] ; [116  20],[49.01538462  9.98461538] ; [112.98461538  23.01538462],0
u4,1,0.267766,1.228157,[ 1 58] ; [  7 130],[ 2.40816327 56.59183673] ; [  5.59183673 131.40816327],0
a8,1,0.283556,1.149966,[11 42] ; [ 18 108],[ 8.58659218 44.41340782] ; [ 20.41340782 105.58659218],0
a1,1,0.301609,1.067065,[ 3 56] ; [ 13 124],[ 4.81632653 54.18367347] ; [ 11.18367347 125.81632653],0
a4,1,0.302265,1.064173,[28 31] ; [76 61],[31.30612245 27.69387755] ; [72.69387755 64.30612245],0
v1,1,0.315746,1.006486,[34 24] ; [90 46],[37.07216495 20.92783505] ; [86.92783505 49.07216495],0
d4,1,0.408617,0.682821,[49 10] ; [119  17],[50.83076923  8.16923077] ; [117.16923077  18.83076923],0
a2,1,0.459294,0.547614,[15 44] ; [42 95],[17.15816327 41.84183673] ; [39.84183673 97.15816327],0
s5,1,0.460034,0.545812,[28 28] ; [71 56],[30.29508197 25.70491803] ; [68.70491803 58.29508197],0
d2,1,0.464655,0.534659,[32 27] ; [82 55],[34.31632653 24.68367347] ; [79.68367347 57.31632653],0
n4,1,0.49127,0.473743,[50  9] ; [121  16],[51.4744898  7.5255102] ; [119.5255102  17.4744898],0
n6,1,0.510326,0.433399,[53  6] ; [126  10],[54.15897436  4.84102564] ; [124.84102564  11.15897436],0
n2,1,0.516211,0.421456,[10  5] ; [22  7],[10.90909091  4.09090909] ; [21.09090909  7.90909091],0
b2,1,0.524724,0.404599,[19 24] ; [49 49],[20.73758865 22.26241135] ; [47.26241135 50.73758865],0
b3,1,0.524724,0.404599,[19 24] ; [49 49],[20.73758865 22.26241135] ; [47.26241135 50.73758865],0
d3,1,0.529132,0.396058,[46 13] ; [101  36],[44.25 14.75] ; [102.75  34.25],0
s8,1,0.559861,0.339944,[45 14] ; [99 38],[43.34693878 15.65306122] ; [100.65306122  36.34693878],0
a6,1,0.606556,0.265221,[40 19] ; [87 49],[38.42564103 20.57435897] ; [88.57435897 47.42564103],0
r1,1,0.61162,0.257822,[50  9] ; [112  25],[48.76530612 10.23469388] ; [113.23469388  23.76530612],0
s4,1,0.623554,0.240904,[13 45] ; [ 35 101],[14.35051546 43.64948454] ; [ 33.64948454 102.35051546],0
r2,1,0.624312,0.239853,[57  1] ; [132   4],[56.50515464  1.49484536] ; [132.49484536   3.50515464],0
u2,1,0.658725,0.195076,[13  4] ; [14  6],[12.40540541  4.59459459] ; [14.59459459  5.40540541],0
u1,1,0.738013,0.111881,[15 44] ; [38 99],[15.95408163 43.04591837] ; [37.04591837 99.95408163],0
a7,1,0.751102,0.100607,[40 19] ; [96 41],[40.93877551 18.06122449] ; [95.06122449 41.93877551],0
n3,1,0.763406,0.090608,[11  4] ; [20  9],[10.56818182  4.43181818] ; [20.43181818  8.56818182],0
r4,1,0.776479,0.080605,[54  5] ; [127  10],[54.48469388  4.51530612] ; [126.51530612  10.48469388],0
s3,1,0.839616,0.04096,[42 15] ; [99 38],[41.42783505 15.57216495] ; [99.57216495 37.42783505],0
n1,1,0.907548,0.013487,[8 7] ; [16 13],[8.18181818 6.81818182] ; [15.81818182 13.18181818],0
b4,1,0.923904,0.009124,[31 28] ; [73 64],[31.30612245 27.69387755] ; [72.69387755 64.30612245],0
s6,1,0.927155,0.008358,[49 10] ; [112  22],[49.21761658  9.78238342] ; [111.78238342  22.21761658],0
s2,1,0.955151,0.003163,[45 14] ; [105  32],[45.15306122 13.84693878] ; [104.84693878  32.15306122],0
