Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.577023,[ 1 16] ; [55 10],[11.6097561  5.3902439] ; [44.3902439 20.6097561],1
v4,1,0.000654,11.614647,[9 8] ; [57  7],[13.85185185  3.14814815] ; [52.14814815 11.85185185],1
r1,1,0.001023,10.784645,[ 6 11] ; [50 15],[11.6097561  5.3902439] ; [44.3902439 20.6097561],0
r3,1,0.001079,10.686385,[11  6] ; [61  4],[14.92682927  2.07317073] ; [57.07317073  7.92682927],0
a5,1,0.088104,2.908675,[ 6 11] ; [38 27],[9.12195122 7.87804878] ; [34.87804878 30.12195122],0
d2,1,0.091835,2.841917,[ 4 13] ; [30 35],[7.04878049 9.95121951] ; [26.95121951 38.04878049],0
u3,1,0.102992,2.658588,[3 6] ; [18 10],[5.10810811 3.89189189] ; [15.89189189 12.10810811],0
s5,1,0.161901,1.956377,[ 1 16] ; [13 51],[ 2.9382716 14.0617284] ; [11.0617284 52.9382716],0
b5,1,0.202266,1.625938,[ 7 10] ; [38 27],[9.32926829 7.67073171] ; [35.67073171 29.32926829],0
s3,1,0.222754,1.486541,[ 4 12] ; [27 38],[6.12345679 9.87654321] ; [24.87654321 40.12345679],0
a4,1,0.299811,1.075037,[ 4 13] ; [24 41],[ 5.80487805 11.19512195] ; [22.19512195 42.80487805],0
v3,1,0.329548,0.950675,[ 3 14] ; [18 43],[ 4.57692308 12.42307692] ; [16.42307692 44.57692308],0
p11,1,0.360393,0.836524,[ 6 11] ; [31 34],[7.67073171 9.32926829] ; [29.32926829 35.67073171],0
v2,1,0.393014,0.729596,[ 6 11] ; [30 34],[7.55555556 9.44444444] ; [28.44444444 35.55555556],0
b1,1,0.421802,0.645288,[11  6] ; [35 30],[9.53658537 7.46341463] ; [36.46341463 28.53658537],0
p7,1,0.421802,0.645288,[ 6 11] ; [30 35],[7.46341463 9.53658537] ; [28.53658537 36.46341463],0
n3,1,0.444549,0.584512,[7 2] ; [14  8],[6.09677419 2.90322581] ; [14.90322581  7.09677419],0
a3,1,0.466805,0.52953,[8 9] ; [37 28],[9.32926829 7.67073171] ; [35.67073171 29.32926829],0
n1,1,0.53621,0.382609,[2 7] ; [ 8 16],[2.72727273 6.27272727] ; [ 7.27272727 16.72727273],0
s6,1,0.536367,0.382314,[ 5 12] ; [24 40],[ 6.08641975 10.91358025] ; [22.91358025 41.08641975],0
d5,1,0.539666,0.376159,[11  6] ; [47 18],[12.02439024  4.97560976] ; [45.97560976 19.02439024],0
n6,1,0.553825,0.350508,[ 7 10] ; [32 33],[8.08536585 8.91463415] ; [30.91463415 34.08536585],0
a7,1,0.59891,0.276644,[9 8] ; [39 26],[9.95121951 7.04878049] ; [38.04878049 26.95121951],0
s4,1,0.604146,0.268787,[ 2 15] ; [11 54],[ 2.69512195 14.30487805] ; [10.30487805 54.69512195],0
s1,1,0.660014,0.193507,[ 1 16] ; [ 6 59],[ 1.45121951 15.54878049] ; [ 5.54878049 59.45121951],0
s7,1,0.661985,0.191122,[ 3 12] ; [15 44],[ 3.64864865 11.35135135] ; [14.35135135 44.64864865],0
p3,1,0.693082,0.155769,[ 6 10] ; [21 44],[ 5.33333333 10.66666667] ; [21.66666667 43.33333333],0
a2,1,0.706944,0.141349,[ 2 15] ; [10 55],[ 2.48780488 14.51219512] ; [ 9.51219512 55.48780488],0
n4,1,0.723238,0.125412,[ 6 11] ; [26 39],[ 6.63414634 10.36585366] ; [25.36585366 39.63414634],0
b4,1,0.747452,0.103685,[10  7] ; [41 24],[10.57317073  6.42682927] ; [40.42682927 24.57317073],0
n2,1,0.760705,0.092754,[6 3] ; [14  9],[5.625 3.375] ; [14.375  8.625],0
d3,1,0.768343,0.086755,[9 8] ; [37 28],[9.53658537 7.46341463] ; [36.46341463 28.53658537],0
u2,1,0.771756,0.084146,[5 4] ; [14 14],[4.62162162 4.37837838] ; [14.37837838 13.62162162],0
b3,1,0.774447,0.082118,[2 9] ; [ 8 28],[2.34042553 8.65957447] ; [ 7.65957447 28.34042553],0
b2,1,0.774447,0.082118,[2 9] ; [ 8 28],[2.34042553 8.65957447] ; [ 7.65957447 28.34042553],0
p6,1,0.784617,0.074697,[ 3 13] ; [14 50],[ 3.4 12.6] ; [13.6 50.4],0
p2,1,0.799204,0.064708,[10  7] ; [36 29],[9.53658537 7.46341463] ; [36.46341463 28.53658537],0
s8,1,0.805819,0.060429,[ 2 15] ; [ 9 55],[ 2.30864198 14.69135802] ; [ 8.69135802 55.30864198],0
